ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/22/1698/001	42900586	teriflunomide 14 MG Oral Tablet	1310525	EXACT			2025-12-04
EU/1/22/1698/002	42900586	teriflunomide 14 MG Oral Tablet	1310525	EXACT			2025-12-04
EU/1/22/1698/003	42900586	teriflunomide 14 MG Oral Tablet	1310525	EXACT			2025-12-04
EU/1/22/1698/004	42900586	teriflunomide 14 MG Oral Tablet	1310525	EXACT			2025-12-04
EU/1/22/1698/005	42900586	teriflunomide 14 MG Oral Tablet	1310525	EXACT			2025-12-04
EU/1/22/1698/006	42900586	teriflunomide 14 MG Oral Tablet	1310525	EXACT			2025-12-04
EU/1/22/1698/007	42900586	teriflunomide 14 MG Oral Tablet	1310525	EXACT			2025-12-04
EU/1/22/1698/008	42900586	teriflunomide 14 MG Oral Tablet	1310525	EXACT			2025-12-04
EU/1/22/1698/009	42900586	teriflunomide 14 MG Oral Tablet	1310525	EXACT			2025-12-04
EU/1/22/1698/010	42900586	teriflunomide 14 MG Oral Tablet	1310525	EXACT			2025-12-04
EU/1/22/1698/011	42900586	teriflunomide 14 MG Oral Tablet	1310525	EXACT			2025-12-04
EU/1/22/1698/012	42900586	teriflunomide 14 MG Oral Tablet	1310525	EXACT			2025-12-04
EU/1/22/1698/013	42900586	teriflunomide 14 MG Oral Tablet	1310525	EXACT			2025-12-04
