ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name	display_name	eu_group_number	active_substance	international_non_proprietary_name	atc_code_human	marketing_authorisation_developer_applicant_holder	medicine_url	medicine_status
EU/1/21/1616/001	EMEA/H/C/005200	10 mg	Film-coated tablet	Oral use	blister 14 (PVC/PVDC/alu)	tablets		kerendia	Kerendia	EU/1/21/1616	Finerenone	finerenone	C09	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/kerendia	Authorised
EU/1/21/1616/002	EMEA/H/C/005200	10 mg	Film-coated tablet	Oral use	blister 28 (PVC/PVDC/alu)	tablets		kerendia	Kerendia	EU/1/21/1616	Finerenone	finerenone	C09	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/kerendia	Authorised
EU/1/21/1616/003	EMEA/H/C/005200	10 mg	Film-coated tablet	Oral use	blister 98 (PVC/PVDC/alu)	tablets		kerendia	Kerendia	EU/1/21/1616	Finerenone	finerenone	C09	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/kerendia	Authorised
EU/1/21/1616/004	EMEA/H/C/005200	10 mg	Film-coated tablet	Oral use	blister 100 (PVC/PVDC/alu) dose)	x 1 tablets (unit		kerendia	Kerendia	EU/1/21/1616	Finerenone	finerenone	C09	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/kerendia	Authorised
EU/1/21/1616/005	EMEA/H/C/005200	10 mg	Film-coated tablet	Oral use	bottle (HDPE) 100	tablets		kerendia	Kerendia	EU/1/21/1616	Finerenone	finerenone	C09	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/kerendia	Authorised
EU/1/21/1616/006	EMEA/H/C/005200	20 mg	Film-coated tablet	Oral use	blister 14 (PVC/PVDC/alu)	tablets		kerendia	Kerendia	EU/1/21/1616	Finerenone	finerenone	C09	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/kerendia	Authorised
EU/1/21/1616/007	EMEA/H/C/005200	20 mg	Film-coated tablet	Oral use	blister 28 (PVC/PVDC/alu)	tablets		kerendia	Kerendia	EU/1/21/1616	Finerenone	finerenone	C09	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/kerendia	Authorised
EU/1/21/1616/008	EMEA/H/C/005200	20 mg	Film-coated tablet	Oral use	blister 98 (PVC/PVDC/alu)	tablets		kerendia	Kerendia	EU/1/21/1616	Finerenone	finerenone	C09	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/kerendia	Authorised
EU/1/21/1616/009	EMEA/H/C/005200	20 mg	Film-coated tablet	Oral use	blister 100 (PVC/PVDC/alu) dose)	x 1 tablets (unit		kerendia	Kerendia	EU/1/21/1616	Finerenone	finerenone	C09	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/kerendia	Authorised
EU/1/21/1616/010	EMEA/H/C/005200	20 mg	Film-coated tablet	Oral use	bottle (HDPE) 100	tablets		kerendia	Kerendia	EU/1/21/1616	Finerenone	finerenone	C09	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/kerendia	Authorised
