ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/21/1616/001	EMEA/H/C/005200	10 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		14 tablets	Kerendia
EU/1/21/1616/002	EMEA/H/C/005200	10 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		28 tablets	Kerendia
EU/1/21/1616/003	EMEA/H/C/005200	10 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		98 tablets	Kerendia
EU/1/21/1616/004	EMEA/H/C/005200	10 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		100 x 1 tablets (unit dose)	Kerendia
EU/1/21/1616/005	EMEA/H/C/005200	10 mg	Film-coated tablet	Oral use	bottle (HDPE)		100 tablets	Kerendia
EU/1/21/1616/006	EMEA/H/C/005200	20 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		14 tablets	Kerendia
EU/1/21/1616/007	EMEA/H/C/005200	20 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		28 tablets	Kerendia
EU/1/21/1616/008	EMEA/H/C/005200	20 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		98 tablets	Kerendia
EU/1/21/1616/009	EMEA/H/C/005200	20 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		100 x 1 tablets (unit dose)	Kerendia
EU/1/21/1616/010	EMEA/H/C/005200	20 mg	Film-coated tablet	Oral use	bottle (HDPE)		100 tablets	Kerendia
EU/1/21/1616/011	EMEA/H/C/005200	40 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		14 tablets	Kerendia
EU/1/21/1616/012	EMEA/H/C/005200	40 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		28 tablets	Kerendia
EU/1/21/1616/013	EMEA/H/C/005200	40 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		98 tablets	Kerendia
EU/1/21/1616/014	EMEA/H/C/005200	40 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		100 x 1 tablets (unit dose)	Kerendia
