codice_aic	cod_farmaco	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
051606010	051606	747887	6 ML toripalimab-tpzi 40 MG/ML Injection [Loqtorzi]	2669420	EXACT	auto-linked from EMA 006120		2026-06-12
