ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/16/1132/001	EMEA/H/C/004264	2,000 IU (20 mg)/ 0.2 mL	Solution for injection	Extracorporeal use, Intravenous use, Subcutaneous use	pre-filled syringe (glass)	0.2 ml (100 mg/ml)	2 pre-filled syringes	Inhixa
EU/1/16/1132/002	EMEA/H/C/004264	2,000 IU (20 mg)/ 0.2 mL	Solution for injection	Extracorporeal use, Intravenous use, Subcutaneous use	pre-filled syringe (glass)	0.2 ml (100 mg/ml)	10 pre-filled syringes	Inhixa
EU/1/16/1132/003	EMEA/H/C/004264	4,000 IU (40 mg)/ 0.4 mL	Solution for injection	Extracorporeal use, Intravenous use, Subcutaneous use	pre-filled syringe (glass)	0.4 ml (100 mg/ml)	2 pre-filled syringes	Inhixa
EU/1/16/1132/004	EMEA/H/C/004264	4,000 IU (40 mg)/ 0.4 mL	Solution for injection	Extracorporeal use, Intravenous use, Subcutaneous use	pre-filled syringe (glass)	0.4 ml (100 mg/ml)	10 pre-filled syringes	Inhixa
EU/1/16/1132/005	EMEA/H/C/004264	6,000 IU (60 mg)/ 0.6 mL	Solution for injection	Extracorporeal use, Intravenous use, Subcutaneous use	pre-filled syringe (glass)	0.6 ml (100 mg/ml)	2 pre-filled syringes	Inhixa
EU/1/16/1132/006	EMEA/H/C/004264	6,000 IU (60 mg)/ 0.6 mL	Solution for injection	Extracorporeal use, Intravenous use, Subcutaneous use	pre-filled syringe (glass)	0.6 ml (100 mg/ml)	10 pre-filled syringes	Inhixa
EU/1/16/1132/007	EMEA/H/C/004264	8,000 IU (80 mg)/ 0.8 mL	Solution for injection	Extracorporeal use, Intravenous use, Subcutaneous use	pre-filled syringe (glass)	0.8 ml (100 mg/ml)	2 pre-filled syringes	Inhixa
EU/1/16/1132/008	EMEA/H/C/004264	8,000 IU (80 mg)/ 0.8 mL	Solution for injection	Extracorporeal use, Intravenous use, Subcutaneous use	pre-filled syringe (glass)	0.8 ml (100 mg/ml)	10 pre-filled syringes	Inhixa
EU/1/16/1132/009	EMEA/H/C/004264	10,000 IU (100 mg)/ 1 mL	Solution for injection	Extracorporeal use, Intravenous use, Subcutaneous use	pre-filled syringe (glass)	1.0 ml (100 mg/ml)	2 pre-filled syringes	Inhixa
EU/1/16/1132/010	EMEA/H/C/004264	10,000 IU (100 mg)/ 1 mL	Solution for injection	Extracorporeal use, Intravenous use, Subcutaneous use	pre-filled syringe (glass)	1.0 ml (100 mg/ml)	10 pre-filled syringes	Inhixa
EU/1/16/1132/011	EMEA/H/C/004264	2,000 IU (20 mg)/ 0.2 mL	Solution for injection	Extracorporeal use, Intravenous use, Subcutaneous use	pre-filled syringe (glass) with needle guard	0.2 ml (100 mg/ml)	2 pre-filled syringes	Inhixa
EU/1/16/1132/012	EMEA/H/C/004264	2,000 IU (20 mg)/ 0.2 mL	Solution for injection	Extracorporeal use, Intravenous use, Subcutaneous use	pre-filled syringe (glass) with needle guard	0.2 ml (100 mg/ml)	10 pre-filled syringes	Inhixa
EU/1/16/1132/013	EMEA/H/C/004264	4,000 IU (40 mg)/ 0.4 mL	Solution for injection	Extracorporeal use, Intravenous use, Subcutaneous use	pre-filled syringe (glass) with needle guard	0.4 ml (100 mg/ml)	2 pre-filled syringes	Inhixa
EU/1/16/1132/014	EMEA/H/C/004264	4,000 IU (40 mg)/ 0.4 mL	Solution for injection	Extracorporeal use, Intravenous use, Subcutaneous use	pre-filled syringe (glass) with needle guard	0.4 ml (100 mg/ml)	10 pre-filled syringes	Inhixa
EU/1/16/1132/015	EMEA/H/C/004264	6,000 IU (60 mg)/ 0.6 mL	Solution for injection	Extracorporeal use, Intravenous use, Subcutaneous use	pre-filled syringe (glass) with needle guard	0.6 ml (100 mg/ml)	2 pre-filled syringes	Inhixa
EU/1/16/1132/016	EMEA/H/C/004264	6,000 IU (60 mg)/ 0.6 mL	Solution for injection	Extracorporeal use, Intravenous use, Subcutaneous use	pre-filled syringe (glass) with needle guard	0.6 ml (100 mg/ml)	10 pre-filled syringes	Inhixa
