product_id	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
00-0815-01	19075378	ciprofloxacin 3 MG/ML Ophthalmic Solution	309307	EXACT			2026-03-06	2026-03-06
