ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/97/030/028	EMEA/H/C/000201	100 IU/ml	Solution for injection	Intravenous use, Subcutaneous use	vial (glass)	5 ml	1 vial	Insuman Rapid
EU/1/97/030/029	EMEA/H/C/000201	100 IU/ml	Solution for injection	Intravenous use, Subcutaneous use	vials (glass)	5 ml	5 vials	Insuman Rapid
EU/1/97/030/030	EMEA/H/C/000201	100 IU/ml	Solution for injection	Intravenous use, Subcutaneous use	cartridge (glass)	3 ml	5 cartridges	Insuman Rapid
EU/1/97/030/031	EMEA/H/C/000201	40 IU/ml	Solution for injection	Intravenous use, Subcutaneous use	vial (glass)	10 ml	1 vial	Insuman Rapid
EU/1/97/030/032	EMEA/H/C/000201	40 IU/ml	Solution for injection	Intravenous use, Subcutaneous use	vial (glass)	10 ml	5 vials	Insuman Rapid
EU/1/97/030/033	EMEA/H/C/000201	100 IU/ml	Suspension for injection	Subcutaneous use	vial (glass)	5 ml	1 vial	Insuman Basal
EU/1/97/030/034	EMEA/H/C/000201	100 IU/ml	Suspension for injection	Subcutaneous use	vial (glass)	5 ml	5 vials	Insuman Basal
EU/1/97/030/035	EMEA/H/C/000201	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass)	3 ml	5 cartridges	Insuman Basal
EU/1/97/030/036	EMEA/H/C/000201	40 IU/ml	Suspension for injection	Subcutaneous use	vial (glass)	10 ml	1 vial	Insuman Basal
EU/1/97/030/037	EMEA/H/C/000201	40 IU/ml	Suspension for injection	Subcutaneous use	vial (glass)	10 ml	5 vials	Insuman Basal
EU/1/97/030/038	EMEA/H/C/000201	100 IU/ml	Suspension for injection	Subcutaneous use	vial (glass)	5 ml	1 vial	Insuman Comb 15
EU/1/97/030/039	EMEA/H/C/000201	100 IU/ml	Suspension for injection	Subcutaneous use	vial (glass)	5 ml	5 vials	Insuman Comb 15
EU/1/97/030/040	EMEA/H/C/000201	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass)	3 ml	5 cartridges	Insuman Comb 15
EU/1/97/030/043	EMEA/H/C/000201	100 IU/ml	Suspension for injection	Subcutaneous use	vial (glass)	5 ml	1 vial	Insuman Comb 25
EU/1/97/030/044	EMEA/H/C/000201	100 IU/ml	Suspension for injection	Subcutaneous use	vial (glass)	5 ml	5 vials	Insuman Comb 25
EU/1/97/030/045	EMEA/H/C/000201	100 IU/ml	Suspension for injection	Subcutaneous use	cartridge (glass)	3 ml	5 cartridges	Insuman Comb 25
EU/1/97/030/046	EMEA/H/C/000201	40 IU/ml	Suspension for injection	Subcutaneous use	vial (glass)	10 ml	1 vial	Insuman Comb 25
EU/1/97/030/047	EMEA/H/C/000201	40 IU/ml	Suspension for injection	Subcutaneous use	vial (glass)	10 ml	5 vials	Insuman Comb 25
EU/1/97/030/048	EMEA/H/C/000201	100 IU/ml	Suspension for injection	Subcutaneous use	vial (glass)	5 ml	1 vial	Insuman Comb 50
