codice_aic	cod_farmaco	denominazione	descrizione	pa_associati	principio_attivo	quantita	unita_misura	forma	codice_atc	ragione_sociale	stato_amministrativo	tipo_procedura	fornitura
045181017	045181	NINLARO	2,3 MG - CAPSULA RIGIDA - USO ORALE - BLISTER (PVC-ALU/ALU) - 3 (3 X 1) CAPSULE (CONFEZIONE MULTIPLA)	IXAZOMIB	IXAZOMIB	2.3	milligrammi	Capsula rigida	L01XG03	TAKEDA PHARMA A/S	Autorizzata	Procedura Centralizzata	Medicinali soggetti a prescrizione medica limitativa, da rinnovare volta per volta, vendibili al pubblico su prescrizione di centri ospedalieri o di specialisti
045181029	045181	NINLARO	3,0 MG - CAPSULA RIGIDA - USO ORALE - BLISTER (PVC-ALU/ALU) - 3 (3 X 1) CAPSULE (CONFEZIONE MULTIPLA)	IXAZOMIB	IXAZOMIB	3	milligrammi	Capsula rigida	L01XG03	TAKEDA PHARMA A/S	Autorizzata	Procedura Centralizzata	Medicinali soggetti a prescrizione medica limitativa, da rinnovare volta per volta, vendibili al pubblico su prescrizione di centri ospedalieri o di specialisti
045181031	045181	NINLARO	4,0 MG - CAPSULA RIGIDA - USO ORALE - BLISTER (PVC-ALU/ALU) - 3 (3 X 1) CAPSULE (CONFEZIONE MULTIPLA)	IXAZOMIB	IXAZOMIB	4	milligrammi	Capsula rigida	L01XG03	TAKEDA PHARMA A/S	Autorizzata	Procedura Centralizzata	Medicinali soggetti a prescrizione medica limitativa, da rinnovare volta per volta, vendibili al pubblico su prescrizione di centri ospedalieri o di specialisti
