ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/06/367/001	EMEA/H/C/000664	250 mg	Capsule, hard	Oral use	bottle (PP)		30 capsules	Diacomit
EU/1/06/367/002	EMEA/H/C/000664	250 mg	Capsule, hard	Oral use	bottle (PE)		60 capsules	Diacomit
EU/1/06/367/003	EMEA/H/C/000664	250 mg	Capsule, hard	Oral use	bottle (PP)		90 capsules	Diacomit
EU/1/06/367/004	EMEA/H/C/000664	500 mg	Capsule, hard	Oral use	bottle (PP)		30 capsules	Diacomit
EU/1/06/367/005	EMEA/H/C/000664	500 mg	Capsule, hard	Oral use	bottle (PE)		60 capsules	Diacomit
EU/1/06/367/006	EMEA/H/C/000664	500 mg	Capsule, hard	Oral use	bottle (PP)		90 capsules	Diacomit
EU/1/06/367/007	EMEA/H/C/000664	250 mg	Powder for oral suspension	Oral use	sachet (paper/alu/PE)		30 sachets	Diacomit
EU/1/06/367/008	EMEA/H/C/000664	250 mg	Powder for oral suspension	Oral use	sachet (paper/alu/PE)		60 sachets	Diacomit
EU/1/06/367/009	EMEA/H/C/000664	250 mg	Powder for oral suspension	Oral use	sachet (paper/alu/PE)		90 sachets	Diacomit
EU/1/06/367/010	EMEA/H/C/000664	500 mg	Powder for oral suspension	Oral use	sachet (paper/alu/PE)		30 sachets	Diacomit
EU/1/06/367/011	EMEA/H/C/000664	500 mg	Powder for oral suspension	Oral use	sachet (paper/alu/PE)		60 sachets	Diacomit
EU/1/06/367/012	EMEA/H/C/000664	500 mg	Powder for oral suspension	Oral use	sachet (paper/alu/PE)		90 sachets	Diacomit
EU/1/06/367/013	EMEA/H/C/000664	100 mg	Capsule, hard	Oral use	bottle (PE)		100 capsules	Diacomit
