ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/11/683/025	EMEA/H/C/002421	150 mg / 25 mg	Film-coated tablet	Oral use	blister (PA/Al/PVC)		50 tablets	Sprimeo HCT
EU/1/11/683/026	EMEA/H/C/002421	150 mg / 25 mg	Film-coated tablet	Oral use	blister (PA/Al/PVC)		56 tablets	Sprimeo HCT
EU/1/11/683/027	EMEA/H/C/002421	150 mg / 25 mg	Film-coated tablet	Oral use	blister (PA/Al/PVC)		90 tablets (multipack)	Sprimeo HCT
EU/1/11/683/028	EMEA/H/C/002421	150 mg / 25 mg	Film-coated tablet	Oral use	blister (PA/Al/PVC)		98 tablets (multipack)	Sprimeo HCT
EU/1/11/683/029	EMEA/H/C/002421	150 mg / 25 mg	Film-coated tablet	Oral use	blister (PA/Al/PVC)		280 tablets (multipack)	Sprimeo HCT
EU/1/11/683/030	EMEA/H/C/002421	150 mg / 25 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		7 tablets	Sprimeo HCT
EU/1/11/683/031	EMEA/H/C/002421	150 mg / 25 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		14 tablets	Sprimeo HCT
EU/1/11/683/032	EMEA/H/C/002421	150 mg / 25 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		28 tablets	Sprimeo HCT
EU/1/11/683/033	EMEA/H/C/002421	150 mg / 25 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		30 tablets	Sprimeo HCT
EU/1/11/683/034	EMEA/H/C/002421	150 mg / 25 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		50 tablets	Sprimeo HCT
EU/1/11/683/035	EMEA/H/C/002421	150 mg / 25 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		56 tablets	Sprimeo HCT
EU/1/11/683/036	EMEA/H/C/002421	150 mg / 25 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		56 x 1 tablets	Sprimeo HCT
EU/1/11/683/037	EMEA/H/C/002421	150 mg / 25 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		90 tablets	Sprimeo HCT
EU/1/11/683/038	EMEA/H/C/002421	150 mg / 25 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		98 tablets	Sprimeo HCT
EU/1/11/683/039	EMEA/H/C/002421	150 mg / 25 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		98 x 1 tablets (multipack)	Sprimeo HCT
EU/1/11/683/040	EMEA/H/C/002421	150 mg / 25 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		280 tablets (multipack)	Sprimeo HCT
EU/1/11/683/041	EMEA/H/C/002421	300 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PA/Al/PVC)		7 tablets	Sprimeo HCT
EU/1/11/683/042	EMEA/H/C/002421	300 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PA/Al/PVC)		14 tablets	Sprimeo HCT
EU/1/11/683/043	EMEA/H/C/002421	300 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PA/Al/PVC)		28 tablets	Sprimeo HCT
EU/1/11/683/044	EMEA/H/C/002421	300 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PA/Al/PVC)		30 tablets	Sprimeo HCT
EU/1/11/683/045	EMEA/H/C/002421	300 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PA/Al/PVC)		50 tablets	Sprimeo HCT
EU/1/11/683/046	EMEA/H/C/002421	300 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PA/Al/PVC)		56 tablets	Sprimeo HCT
EU/1/11/683/047	EMEA/H/C/002421	300 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PA/Al/PVC)		90 tablets (multipack)	Sprimeo HCT
EU/1/11/683/048	EMEA/H/C/002421	300 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PA/Al/PVC)		98 tablets (multipack)	Sprimeo HCT
EU/1/11/683/049	EMEA/H/C/002421	300 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PA/Al/PVC)		280 tablets (multipack)	Sprimeo HCT
EU/1/11/683/050	EMEA/H/C/002421	300 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		7 tablets	Sprimeo HCT
EU/1/11/683/051	EMEA/H/C/002421	300 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		14 tablets	Sprimeo HCT
EU/1/11/683/052	EMEA/H/C/002421	300 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		28 tablets	Sprimeo HCT
EU/1/11/683/053	EMEA/H/C/002421	300 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		30 tablets	Sprimeo HCT
EU/1/11/683/054	EMEA/H/C/002421	300 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		50 tablets	Sprimeo HCT
EU/1/11/683/055	EMEA/H/C/002421	300 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		56 tablets	Sprimeo HCT
EU/1/11/683/056	EMEA/H/C/002421	300 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		56 x 1 tablets	Sprimeo HCT
EU/1/11/683/057	EMEA/H/C/002421	300 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		90 tablets	Sprimeo HCT
EU/1/11/683/058	EMEA/H/C/002421	300 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		98 tablets	Sprimeo HCT
EU/1/11/683/059	EMEA/H/C/002421	300 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		98 x 1 tablets (multipack)	Sprimeo HCT
EU/1/11/683/060	EMEA/H/C/002421	300 mg / 12.5 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		280 tablets (multipack)	Sprimeo HCT
EU/1/11/683/061	EMEA/H/C/002421	300 mg / 25 mg	Film-coated tablet	Oral use	blister (PA/Al/PVC)		7 tablets	Sprimeo HCT
EU/1/11/683/062	EMEA/H/C/002421	300 mg / 25 mg	Film-coated tablet	Oral use	blister (PA/Al/PVC)		14 tablets	Sprimeo HCT
EU/1/11/683/063	EMEA/H/C/002421	300 mg / 25 mg	Film-coated tablet	Oral use	blister (PA/Al/PVC)		28 tablets	Sprimeo HCT
EU/1/11/683/064	EMEA/H/C/002421	300 mg / 25 mg	Film-coated tablet	Oral use	blister (PA/Al/PVC)		30 tablets	Sprimeo HCT
EU/1/11/683/065	EMEA/H/C/002421	300 mg / 25 mg	Film-coated tablet	Oral use	blister (PA/Al/PVC)		50 tablets	Sprimeo HCT
EU/1/11/683/066	EMEA/H/C/002421	300 mg / 25 mg	Film-coated tablet	Oral use	blister (PA/Al/PVC)		56 tablets	Sprimeo HCT
EU/1/11/683/067	EMEA/H/C/002421	300 mg / 25 mg	Film-coated tablet	Oral use	blister (PA/Al/PVC)		90 tablets (multipack)	Sprimeo HCT
EU/1/11/683/068	EMEA/H/C/002421	300 mg / 25 mg	Film-coated tablet	Oral use	blister (PA/Al/PVC)		98 tablets (multipack)	Sprimeo HCT
EU/1/11/683/069	EMEA/H/C/002421	300 mg / 25 mg	Film-coated tablet	Oral use	blister (PA/Al/PVC)		280 tablets (multipack)	Sprimeo HCT
EU/1/11/683/070	EMEA/H/C/002421	300 mg / 25 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		7 tablets	Sprimeo HCT
EU/1/11/683/071	EMEA/H/C/002421	300 mg / 25 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		14 tablets	Sprimeo HCT
EU/1/11/683/072	EMEA/H/C/002421	300 mg / 25 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		28 tablets	Sprimeo HCT
EU/1/11/683/073	EMEA/H/C/002421	300 mg / 25 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		30 tablets	Sprimeo HCT
EU/1/11/683/074	EMEA/H/C/002421	300 mg / 25 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		50 tablets	Sprimeo HCT
EU/1/11/683/075	EMEA/H/C/002421	300 mg / 25 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		56 tablets	Sprimeo HCT
EU/1/11/683/076	EMEA/H/C/002421	300 mg / 25 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		56 x 1 tablets	Sprimeo HCT
EU/1/11/683/077	EMEA/H/C/002421	300 mg / 25 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		90 tablets	Sprimeo HCT
EU/1/11/683/078	EMEA/H/C/002421	300 mg / 25 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		98 tablets	Sprimeo HCT
EU/1/11/683/079	EMEA/H/C/002421	300 mg / 25 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		98 x 1 tablets (multipack)	Sprimeo HCT
EU/1/11/683/080	EMEA/H/C/002421	300 mg / 25 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)		280 tablets (multipack)	Sprimeo HCT
