ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name	display_name	eu_group_number	active_substance	international_non_proprietary_name	atc_code_human	marketing_authorisation_developer_applicant_holder	medicine_url	medicine_status
EU/1/16/1103/001	EMEA/H/C/004343	24 mg/26 mg	Film-coated tablet	Oral use	Blister (PVC/PVDC)		28 tablets	neparvis	Neparvis	EU/1/16/1103	sacubitril;valsartan	sacubitril;valsartan	C09DX04	Novartis Europharm Limited	https://www.ema.europa.eu/en/medicines/human/EPAR/neparvis	Authorised
EU/1/16/1103/002	EMEA/H/C/004343	49 mg/51 mg	Film-coated tablet	Oral use	Blister (PVC/ PVDC)		28 tablets	neparvis	Neparvis	EU/1/16/1103	sacubitril;valsartan	sacubitril;valsartan	C09DX04	Novartis Europharm Limited	https://www.ema.europa.eu/en/medicines/human/EPAR/neparvis	Authorised
EU/1/16/1103/003	EMEA/H/C/004343	49 mg/51 mg	Film-coated tablet	Oral use	Blister (PVC/ PVDC)		56 tablets	neparvis	Neparvis	EU/1/16/1103	sacubitril;valsartan	sacubitril;valsartan	C09DX04	Novartis Europharm Limited	https://www.ema.europa.eu/en/medicines/human/EPAR/neparvis	Authorised
EU/1/16/1103/004	EMEA/H/C/004343	49 mg/51 mg	Film-coated tablet	Oral use	Blister (PVC/ PVDC)		168 (3 x 56) tablets (multipack)	neparvis	Neparvis	EU/1/16/1103	sacubitril;valsartan	sacubitril;valsartan	C09DX04	Novartis Europharm Limited	https://www.ema.europa.eu/en/medicines/human/EPAR/neparvis	Authorised
EU/1/16/1103/005	EMEA/H/C/004343	97 mg/103 mg	Film-coated tablet	Oral use	Blister (PVC/ PVDC)		28 tablets	neparvis	Neparvis	EU/1/16/1103	sacubitril;valsartan	sacubitril;valsartan	C09DX04	Novartis Europharm Limited	https://www.ema.europa.eu/en/medicines/human/EPAR/neparvis	Authorised
EU/1/16/1103/006	EMEA/H/C/004343	97 mg/103 mg	Film-coated tablet	Oral use	Blister (PVC/ PVDC)		56 tablets	neparvis	Neparvis	EU/1/16/1103	sacubitril;valsartan	sacubitril;valsartan	C09DX04	Novartis Europharm Limited	https://www.ema.europa.eu/en/medicines/human/EPAR/neparvis	Authorised
EU/1/16/1103/007	EMEA/H/C/004343	97 mg/103 mg	Film-coated tablet	Oral use	Blister (PVC/ PVDC)		168 (3 x 56) tablets (multipack)	neparvis	Neparvis	EU/1/16/1103	sacubitril;valsartan	sacubitril;valsartan	C09DX04	Novartis Europharm Limited	https://www.ema.europa.eu/en/medicines/human/EPAR/neparvis	Authorised
EU/1/16/1103/008	EMEA/H/C/004343	24 mg/26 mg	Film-coated tablet	Oral use	Blister (PVC/PVDC)		14 tablets	neparvis	Neparvis	EU/1/16/1103	sacubitril;valsartan	sacubitril;valsartan	C09DX04	Novartis Europharm Limited	https://www.ema.europa.eu/en/medicines/human/EPAR/neparvis	Authorised
EU/1/16/1103/009	EMEA/H/C/004343	24 mg/26 mg	Film-coated tablet	Oral use	Blister (PVC/PVDC)		20 tablets	neparvis	Neparvis	EU/1/16/1103	sacubitril;valsartan	sacubitril;valsartan	C09DX04	Novartis Europharm Limited	https://www.ema.europa.eu/en/medicines/human/EPAR/neparvis	Authorised
EU/1/16/1103/010	EMEA/H/C/004343	24 mg/26 mg	Film-coated tablet	Oral use	Blister (PVC/PVDC)		56 tablets	neparvis	Neparvis	EU/1/16/1103	sacubitril;valsartan	sacubitril;valsartan	C09DX04	Novartis Europharm Limited	https://www.ema.europa.eu/en/medicines/human/EPAR/neparvis	Authorised
EU/1/16/1103/011	EMEA/H/C/004343	49 mg/51 mg	Film-coated tablet	Oral use	Blister (PVC/PVDC)		14 tablets	neparvis	Neparvis	EU/1/16/1103	sacubitril;valsartan	sacubitril;valsartan	C09DX04	Novartis Europharm Limited	https://www.ema.europa.eu/en/medicines/human/EPAR/neparvis	Authorised
EU/1/16/1103/012	EMEA/H/C/004343	49 mg/51 mg	Film-coated tablet	Oral use	Blister (PVC/PVDC)		20 tablets	neparvis	Neparvis	EU/1/16/1103	sacubitril;valsartan	sacubitril;valsartan	C09DX04	Novartis Europharm Limited	https://www.ema.europa.eu/en/medicines/human/EPAR/neparvis	Authorised
EU/1/16/1103/013	EMEA/H/C/004343	49 mg/51 mg	Film-coated tablet	Oral use	Blister (PVC/PVDC)		196 (7 x 28) tablets (multipack)	neparvis	Neparvis	EU/1/16/1103	sacubitril;valsartan	sacubitril;valsartan	C09DX04	Novartis Europharm Limited	https://www.ema.europa.eu/en/medicines/human/EPAR/neparvis	Authorised
EU/1/16/1103/014	EMEA/H/C/004343	97 mg/103 mg	Film-coated tablet	Oral use	Blister (PVC/PVDC)		14 tablets	neparvis	Neparvis	EU/1/16/1103	sacubitril;valsartan	sacubitril;valsartan	C09DX04	Novartis Europharm Limited	https://www.ema.europa.eu/en/medicines/human/EPAR/neparvis	Authorised
EU/1/16/1103/015	EMEA/H/C/004343	97 mg/103 mg	Film-coated tablet	Oral use	Blister (PVC/PVDC)		20 tablets	neparvis	Neparvis	EU/1/16/1103	sacubitril;valsartan	sacubitril;valsartan	C09DX04	Novartis Europharm Limited	https://www.ema.europa.eu/en/medicines/human/EPAR/neparvis	Authorised
EU/1/16/1103/016	EMEA/H/C/004343	97 mg/103 mg	Film-coated tablet	Oral use	Blister (PVC/PVDC)		196 (7 x 28) tablets (multipack)	neparvis	Neparvis	EU/1/16/1103	sacubitril;valsartan	sacubitril;valsartan	C09DX04	Novartis Europharm Limited	https://www.ema.europa.eu/en/medicines/human/EPAR/neparvis	Authorised
EU/1/16/1103/017	EMEA/H/C/004343	24 mg/26 mg	Film-coated tablet	Oral use	Blister (PVC/PVDC)		196 (7 x 28) tablets (multipack)	neparvis	Neparvis	EU/1/16/1103	sacubitril;valsartan	sacubitril;valsartan	C09DX04	Novartis Europharm Limited	https://www.ema.europa.eu/en/medicines/human/EPAR/neparvis	Authorised
EU/1/16/1103/018	EMEA/H/C/004343	6 mg/6 mg	Granules in capsule for opening	Oral use	blister (PA/alu/PVC)	4 film-coated granules	60 capsules	neparvis	Neparvis	EU/1/16/1103	sacubitril;valsartan	sacubitril;valsartan	C09DX04	Novartis Europharm Limited	https://www.ema.europa.eu/en/medicines/human/EPAR/neparvis	Authorised
EU/1/16/1103/019	EMEA/H/C/004343	15 mg/16 mg	Granules in capsule for opening	Oral use	blister (PA/alu/PVC)	10 film-coated granules	60 capsules	neparvis	Neparvis	EU/1/16/1103	sacubitril;valsartan	sacubitril;valsartan	C09DX04	Novartis Europharm Limited	https://www.ema.europa.eu/en/medicines/human/EPAR/neparvis	Authorised
