ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/13/826/001	EMEA/H/C/002630	10 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		30 tablets	Memantine LEK
EU/1/13/826/002	EMEA/H/C/002630	10 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		42 tablets	Memantine LEK
EU/1/13/826/003	EMEA/H/C/002630	10 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		50 tablets	Memantine LEK
EU/1/13/826/004	EMEA/H/C/002630	10 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		56 tablets	Memantine LEK
EU/1/13/826/005	EMEA/H/C/002630	10 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		98 tablets	Memantine LEK
EU/1/13/826/006	EMEA/H/C/002630	10 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		112 tablets	Memantine LEK
EU/1/13/826/007	EMEA/H/C/002630	20 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		28 tablets	Memantine LEK
EU/1/13/826/008	EMEA/H/C/002630	20 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		30 tablets	Memantine LEK
EU/1/13/826/009	EMEA/H/C/002630	20 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		42 tablets	Memantine LEK
EU/1/13/826/010	EMEA/H/C/002630	20 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		56 tablets	Memantine LEK
EU/1/13/826/011	EMEA/H/C/002630	20 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		98 tablets	Memantine LEK
EU/1/13/826/012	EMEA/H/C/002630	10 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		28 tablets	Memantine LEK
EU/1/13/826/013	EMEA/H/C/002630	10 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		60 tablets	Memantine LEK
EU/1/13/826/014	EMEA/H/C/002630	10 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		100 tablets	Memantine LEK
EU/1/13/826/015	EMEA/H/C/002630	20 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		100 tablets	Memantine LEK
