ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/02/231/001	EMEA/H/C/000428	40 iu/ml	Suspension for injection	Subcutaneous use	Vial (glass)	10 ml (1.4 mg/ml)	1 vial	Mixtard 30
EU/1/02/231/002	EMEA/H/C/000428	40 iu/ml	Suspension for injection	Subcutaneous use	Vial (glass)	10 ml (1.4 mg/ml)	5 vials	Mixtard 30
EU/1/02/231/003	EMEA/H/C/000428	100 iu/ml	Suspension for injection	Subcutaneous use	Vial (glass)	10 ml (3.5 mg/ml)	1 vial	Mixtard 30
EU/1/02/231/004	EMEA/H/C/000428	100 iu/ml	Suspension for injection	Subcutaneous use	Vial (glass)	10 ml (3.5 mg/ml)	5 vials	Mixtard 30
EU/1/02/231/011	EMEA/H/C/000428	100 iu/ml	Suspension for injection	Subcutaneous use	Cartridge (glass) (Penfill)	3 ml (3.5 mg/ml)	1 cartridge	Mixtard 30
EU/1/02/231/012	EMEA/H/C/000428	100 iu/ml	Suspension for injection	Subcutaneous use	Cartridge (glass) (Penfill)	3 ml (3.5 mg/ml)	5 cartridges	Mixtard 30
EU/1/02/231/013	EMEA/H/C/000428	100 iu/ml	Suspension for injection	Subcutaneous use	Cartridge (glass) (Penfill)	3 ml (3.5 mg/ml)	10 cartridges	Mixtard 30
EU/1/02/231/017	EMEA/H/C/000428	100 iu/ml	Suspension for injection	Subcutaneous use	Cartridge (glass) (Penfill)	3 ml (3.5 mg/ml)	1 cartridge	Mixtard 50
EU/1/02/231/018	EMEA/H/C/000428	100 iu/ml	Suspension for injection	Subcutaneous use	Cartridge (glass) (Penfill)	3 ml (3.5 mg/ml)	5 cartridges	Mixtard 50
EU/1/02/231/019	EMEA/H/C/000428	100 iu/ml	Suspension for injection	Subcutaneous use	Cartridge (glass) (Penfill)	3 ml (3.5 mg/ml)	10 cartridges	Mixtard 50
EU/1/02/231/030	EMEA/H/C/000428	100 iu/ml	Suspension for injection	Subcutaneous use	Cartridge (glass) in pre-filled pen (InnoLet)	3 ml (3.5 mg/ml)	1 pre-filled pen	Mixtard 30
EU/1/02/231/031	EMEA/H/C/000428	100 iu/ml	Suspension for injection	Subcutaneous use	Cartridge (glass) in pre-filled pen (InnoLet)	3 ml (3.5 mg/ml)	5 pre-filled pens	Mixtard 30
EU/1/02/231/032	EMEA/H/C/000428	100 iu/ml	Suspension for injection	Subcutaneous use	Cartridge (glass) in pre-filled pen (InnoLet)	3 ml (3.5 mg/ml)	10 pre-filled pens	Mixtard 30
EU/1/02/231/033	EMEA/H/C/000428	100 iu/ml	Suspension for injection	Subcutaneous use	Cartridge (glass) in pre-filled pen (FlexPen)	3 ml (3.5 mg/ml)	1 pre-filled pen	Mixtard 30
EU/1/02/231/034	EMEA/H/C/000428	100 iu/ml	Suspension for injection	Subcutaneous use	Cartridge (glass) in pre-filled pen (FlexPen)	3 ml (3.5 mg/ml)	5 pre-filled pens	Mixtard 30
EU/1/02/231/035	EMEA/H/C/000428	100 iu/ml	Suspension for injection	Subcutaneous use	Cartridge (glass) in pre-filled pen (FlexPen)	3 ml (3.5 mg/ml)	10 pre-filled pens	Mixtard 30
EU/1/02/231/036	EMEA/H/C/000428	40 iu/ml	Suspension for injection	Subcutaneous use	Vial (glass)	10 ml (1.4 mg/ml)	5 (5 x 1) vials (multipack)	Mixtard 30
EU/1/02/231/037	EMEA/H/C/000428	100 iu/ml	Suspension for injection	Subcutaneous use	Vial (glass)	10 ml (3.5 mg/ml)	5 (5 x 1) vials (multipack)	Mixtard 30
