codice_aic	cod_farmaco	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
022593103	022593	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
022593115	022593	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
022593178	022593	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
022593204	022593	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
022593216	022593	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
022593228	022593	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
022593230	022593	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
023766025	023766	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
023766037	023766	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025634015	025634	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025634041	025634	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025634092	025634	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025634128	025634	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025634130	025634	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025636034	025636	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025636046	025636	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025636059	025636	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025669019	025669	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025669072	025669	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025669096	025669	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025669108	025669	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025669110	025669	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025669122	025669	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025669146	025669	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025669161	025669	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025669173	025669	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025669185	025669	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025669197	025669	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025669209	025669	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025669211	025669	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025669223	025669	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025669235	025669	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025669247	025669	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025669250	025669	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025669262	025669	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025669274	025669	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025669286	025669	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025669298	025669	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025669300	025669	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025669312	025669	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025669324	025669	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025669336	025669	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025669348	025669	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025669351	025669	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025669363	025669	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025669375	025669	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025669387	025669	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025669399	025669	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025669401	025669	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025669413	025669	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
025669425	025669	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
026916179	026916	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
027432020	027432	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
027432032	027432	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
028710010	028710	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
028710022	028710	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
028710034	028710	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
028710046	028710	21126761	2 ML Ibuprofen 5 MG/ML Injection [Pedea]	OMOP303690	EXACT	auto-linked from EMA 000549		2026-06-12
