cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	sw_generico	biosimilar	radiofarmaco
669887	57849	FLUTOX 3,54 mg/ml JARABE	Cloperastina 3,54 mg/ml solución/suspensión oral	3,54 mg/ml	Frasco	200	ml	CLOPERASTINA FENDIZOATO 3,54 mg	VÍA ORAL	JARABE	R05DB21 - Cloperastina	ZAMBON S.A.U.	0	0	0	0
672418	72690	CINFATUSINA 3,54 mg/ml SUSPENSIÓN ORAL	Cloperastina 3,54 mg/ml solución/suspensión oral	3,54 mg/ml	Frasco	200	ml	CLOPERASTINA FENDIZOATO 3,54 mg	VÍA ORAL	SUSPENSIÓN ORAL	R05DB21 - Cloperastina	LABORATORIOS CINFA S.A.	0	1	0	0
672419	72690	CINFATUSINA 3,54 mg/ml SUSPENSIÓN ORAL	Cloperastina 3,54 mg/ml solución/suspensión oral	3,54 mg/ml	Frasco	120	ml	CLOPERASTINA FENDIZOATO 3,54 mg	VÍA ORAL	SUSPENSIÓN ORAL	R05DB21 - Cloperastina	LABORATORIOS CINFA S.A.	0	1	0	0
672498	73003	CLOPERASTINA NORMON 3,54 mg/ml SUSPENSION ORAL	Cloperastina 3,54 mg/ml solución/suspensión oral	3,54 mg/ml	Frasco + Jeringa	120	ml	CLOPERASTINA FENDIZOATO 3,54 mg	VÍA ORAL	SUSPENSIÓN ORAL	R05DB21 - Cloperastina	LABORATORIOS NORMON S.A.	0	1	0	0
672499	73003	CLOPERASTINA NORMON 3,54 mg/ml SUSPENSION ORAL	Cloperastina 3,54 mg/ml solución/suspensión oral	3,54 mg/ml	Frasco + Jeringa	200	ml	CLOPERASTINA FENDIZOATO 3,54 mg	VÍA ORAL	SUSPENSIÓN ORAL	R05DB21 - Cloperastina	LABORATORIOS NORMON S.A.	0	1	0	0
682676	74511	CLOPERASTINA KERN PHARMA 3,54 mg/ml JARABE	Cloperastina 3,54 mg/ml solución/suspensión oral	3,54 mg/ml	Frasco	200	ml	CLOPERASTINA FENDIZOATO 3,54 mg	VÍA ORAL	JARABE	R05DB21 - Cloperastina	KERN PHARMA S.L.	0	1	0	0
693739	56281	SEKISAN 3,54 mg/ml JARABE	Cloperastina 3,54 mg/ml solución/suspensión oral	3,54 mg/ml	Frasco	200	ml	CLOPERASTINA FENDIZOATO 3,54 mg	VÍA ORAL	JARABE	R05DB21 - Cloperastina	ALMIRALL S.A.	0	0	0	0
764795	89519	TUSSAL 35,4 MG JARABE EN SOBRES	Cloperastina 35,4 mg solución/suspensión oral sobre	35,4 mg	Sobre	20	sobre	CLOPERASTINA FENDIZOATO 35,4 mg	VÍA ORAL	JARABE EN SOBRE	R05DB21 - Cloperastina	KERN PHARMA S.L.	0	0	0	0
793752	57930	FLUTOX 10 mg, COMPRIMIDOS RECUBIERTOS	Cloperastina 10 mg comprimido	10 mg	Blister	20	comprimido	CLOPERASTINA HIDROCLORURO 10 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO	R05DB21 - Cloperastina	ZAMBON S.A.U.	0	0	0	0
793919	57849	FLUTOX 3,54 mg/ml JARABE	Cloperastina 3,54 mg/ml solución/suspensión oral	3,54 mg/ml	Frasco	120	ml	CLOPERASTINA FENDIZOATO 3,54 mg	VÍA ORAL	JARABE	R05DB21 - Cloperastina	ZAMBON S.A.U.	0	0	0	0
960047	56281	SEKISAN 3,54 mg/ml JARABE	Cloperastina 3,54 mg/ml solución/suspensión oral	3,54 mg/ml	Frasco	120	ml	CLOPERASTINA FENDIZOATO 3,54 mg	VÍA ORAL	JARABE	R05DB21 - Cloperastina	ALMIRALL S.A.	0	0	0	0
