cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	sw_generico	biosimilar	radiofarmaco
685174	74904	DOLQUINE 200 mg COMPRIMIDOS RECUBIERTOS	Hidroxicloroquina 200 mg comprimido	200 mg	Blister	60	comprimido	HIDROXICLOROQUINA SULFATO 200 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO	P01BA02 - Hidroxicloroquina	PRODUCTS AND TECHNOLOGY S.L.	0	0	0	0
700680	74904	DOLQUINE 200 mg COMPRIMIDOS RECUBIERTOS	Hidroxicloroquina 200 mg comprimido	200 mg	Blister	30	comprimido	HIDROXICLOROQUINA SULFATO 200 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO	P01BA02 - Hidroxicloroquina	PRODUCTS AND TECHNOLOGY S.L.	0	0	0	0
715577	81939	HIDROXICLOROQUINA ARISTO 200 MG COMPRIMIDOS RECUBIERTOS CON PELÍCULA EFG	Hidroxicloroquina 200 mg comprimido	200 mg	Blister	30	comprimido	HIDROXICLOROQUINA SULFATO 200 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	P01BA02 - Hidroxicloroquina	ARISTO PHARMA GMBH	0	1	0	0
725111	83938	HIDROXICLOROQUINA TEVA-RATIOPHARM 200 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Hidroxicloroquina 200 mg comprimido	200 mg	Blister	30	comprimido	HIDROXICLOROQUINA SULFATO 200 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	P01BA02 - Hidroxicloroquina	TEVA PHARMA S.L.U.	0	1	0	0
725397	84048	DUPLAXIL 400 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Hidroxicloroquina 400 mg comprimido	400 mg	Blister	30	comprimido	HIDROXICLOROQUINA SULFATO 400 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	P01BA02 - Hidroxicloroquina	LABORATORIOS GEBRO PHARMA S.A.	0	1	0	0
728230	84978	HIDROXICLOROQUINA ALDO-UNION 200 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Hidroxicloroquina 200 mg comprimido	200 mg	Blister	30	comprimido	HIDROXICLOROQUINA SULFATO 200 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO	P01BA02 - Hidroxicloroquina	LABORATORIO ALDO UNION S.L.	0	1	0	0
728323	85004	HIDROXICLOROQUINA UXA 200 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Hidroxicloroquina 200 mg comprimido	200 mg	Blister	30	comprimido	HIDROXICLOROQUINA SULFATO 200 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	P01BA02 - Hidroxicloroquina	UXA FARMA S.A.	0	1	0	0
729678	85544	DUPLAXIL 200 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Hidroxicloroquina 200 mg comprimido	200 mg	Blister	30	comprimido	HIDROXICLOROQUINA SULFATO 200 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	P01BA02 - Hidroxicloroquina	LABORATORIOS GEBRO PHARMA S.A.	0	1	0	0
764610	89458	DOLQUINE 300 MG COMPRIMIDOS RECUBIERTOS	Hidroxicloroquina 300 mg comprimido	300 mg	Blister	30	comprimido	HIDROXICLOROQUINA SULFATO 300 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO	P01BA02 - Hidroxicloroquina	PRODUCTS AND TECHNOLOGY S.L.	0	0	0	0
769832	85004	HIDROXICLOROQUINA UXA 200 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Hidroxicloroquina 200 mg comprimido	200 mg	Blister	60	comprimido	HIDROXICLOROQUINA SULFATO 200 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	P01BA02 - Hidroxicloroquina	UXA FARMA S.A.	0	1	0	0
