cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	sw_generico	biosimilar	radiofarmaco
660884	69760	VALCYTE 50 mg/ml POLVO PARA SOLUCION ORAL	Valganciclovir 50 mg/ml solución/suspensión oral	50 mg/ml	Frasco	100	ml	VALGANCICLOVIR 50 mg	VÍA ORAL	POLVO PARA SOLUCIÓN ORAL	J05AB14 - Valganciclovir	CHEPLAPHARM ARZNEIMITTEL GMBH	0	0	0	0
702200	78709	VALGANCICLOVIR TEVA 450 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Valganciclovir 450 mg comprimido	450 mg	Blister	60	comprimido	VALGANCICLOVIR 450 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	J05AB14 - Valganciclovir	TEVA PHARMA S.L.U.	0	1	0	0
704587	79312	VALGANCICLOVIR AUROVITAS 450 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Valganciclovir 450 mg comprimido	450 mg	Blister	60	comprimido	VALGANCICLOVIR 450 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	J05AB14 - Valganciclovir	AUROVITAS SPAIN, S.A.U.	0	1	0	0
704715	79348	VALGANCICLOVIR SANDOZ 450 MG COMPRIMIDOS RECUBIERTOS CON PELICULA  EFG	Valganciclovir 450 mg comprimido	450 mg	Blister	60	comprimido	VALGANCICLOVIR 450 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	J05AB14 - Valganciclovir	SANDOZ FARMACEUTICA S.A.	0	1	0	0
711066	80930	VALGANCICLOVIR ACCORD 450 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Valganciclovir 450 mg comprimido	450 mg	Blister	60	comprimido	VALGANCICLOVIR HIDROCLORURO 450 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	J05AB14 - Valganciclovir	ACCORD HEALTHCARE S.L.U.	0	1	0	0
711243	80977	VALGANCICLOVIR NORMON 450 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Valganciclovir 450 mg comprimido	450 mg	Blister	60	comprimido	VALGANCICLOVIR 450 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	J05AB14 - Valganciclovir	LABORATORIOS NORMON S.A.	0	1	0	0
719549	82549	VALGANCICLOVIR KERN PHARMA 450 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Valganciclovir 450 mg comprimido	450 mg	Frasco	60	comprimido	VALGANCICLOVIR HIDROCLORURO 450 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	J05AB14 - Valganciclovir	KERN PHARMA S.L.	0	1	0	0
719988	81202	VALGANCICLOVIR CIPLA 450 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Valganciclovir 450 mg comprimido	450 mg	Blister	60	comprimido	VALGANCICLOVIR HIDROCLORURO 450 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	J05AB14 - Valganciclovir	CIPLA EUROPE N.V.	0	1	0	0
728130	84931	VALGANCICLOVIR TARBIS 450 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Valganciclovir 450 mg comprimido	450 mg	Blister	60	comprimido	VALGANCICLOVIR HIDROCLORURO 450 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	J05AB14 - Valganciclovir	TARBIS FARMA S.L.	0	1	0	0
728131	84931	VALGANCICLOVIR TARBIS 450 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Valganciclovir 450 mg comprimido	450 mg	Frasco	60	comprimido	VALGANCICLOVIR HIDROCLORURO 450 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	J05AB14 - Valganciclovir	TARBIS FARMA S.L.	0	1	0	0
