ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/26/2022/001	46275116	4 ML tocilizumab 20 MG/ML Injection	1657974	BROAD	No Tuyory-specific FDA suffix concept found; plain tocilizumab preserves dose and presentation.	4 ML tocilizumab-xxxx 20 MG/ML Injection [Tuyory]	2026-05-29
EU/1/26/2022/002	46275116	4 ML tocilizumab 20 MG/ML Injection	1657974	BROAD	No Tuyory-specific FDA suffix concept found; plain tocilizumab preserves dose and presentation.	4 ML tocilizumab-xxxx 20 MG/ML Injection [Tuyory]	2026-05-29
EU/1/26/2022/003	46275121	10 ML tocilizumab 20 MG/ML Injection	1657979	BROAD	No Tuyory-specific FDA suffix concept found; plain tocilizumab preserves dose and presentation.	10 ML tocilizumab-xxxx 20 MG/ML Injection [Tuyory]	2026-05-29
EU/1/26/2022/004	46275121	10 ML tocilizumab 20 MG/ML Injection	1657979	BROAD	No Tuyory-specific FDA suffix concept found; plain tocilizumab preserves dose and presentation.	10 ML tocilizumab-xxxx 20 MG/ML Injection [Tuyory]	2026-05-29
EU/1/26/2022/005	46275123	20 ML tocilizumab 20 MG/ML Injection	1657981	BROAD	No Tuyory-specific FDA suffix concept found; plain tocilizumab preserves dose and presentation.	20 ML tocilizumab-xxxx 20 MG/ML Injection [Tuyory]	2026-05-29
EU/1/26/2022/006	46275123	20 ML tocilizumab 20 MG/ML Injection	1657981	BROAD	No Tuyory-specific FDA suffix concept found; plain tocilizumab preserves dose and presentation.	20 ML tocilizumab-xxxx 20 MG/ML Injection [Tuyory]	2026-05-29
EU/1/26/2022/007	44507566	0.9 ML tocilizumab 180 MG/ML Prefilled Syringe	1441527	BROAD	No Tuyory-specific FDA suffix concept found; plain tocilizumab preserves dose and presentation.	0.9 ML tocilizumab-xxxx 180 MG/ML Prefilled Syringe [Tuyory]	2026-05-29
EU/1/26/2022/008	44507566	0.9 ML tocilizumab 180 MG/ML Prefilled Syringe	1441527	BROAD	No Tuyory-specific FDA suffix concept found; plain tocilizumab preserves dose and presentation.	0.9 ML tocilizumab-xxxx 180 MG/ML Prefilled Syringe [Tuyory]	2026-05-29
EU/1/26/2022/009	1356447	0.9 ML tocilizumab 180 MG/ML Auto-Injector	2106073	BROAD	No Tuyory-specific FDA suffix concept found; plain tocilizumab preserves dose and presentation.	0.9 ML tocilizumab-xxxx 180 MG/ML Auto-Injector [Tuyory]	2026-05-29
EU/1/26/2022/010	1356447	0.9 ML tocilizumab 180 MG/ML Auto-Injector	2106073	BROAD	No Tuyory-specific FDA suffix concept found; plain tocilizumab preserves dose and presentation.	0.9 ML tocilizumab-xxxx 180 MG/ML Auto-Injector [Tuyory]	2026-05-29
