cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	sw_generico	biosimilar	radiofarmaco
653304	63618	BENTIFEN 0,25mg/ml COLIRIO EN SOLUCION	Ketotifeno 0,25 mg/ml colirio	0,25 mg/ml	Frasco	5	ml	KETOTIFENO FUMARATO 0,25 mg	VÍA OFTÁLMICA	COLIRIO EN SOLUCIÓN	S01GX08 - Ketotifeno	LABORATOIRES THEA	0	0	0	0
677575	63616	ZADITEN 0,25 mg/ml COLIRIO EN SOLUCION EN ENVASE UNIDOSIS	Ketotifeno 0,25 mg/ml colirio envase unidosis	0,25 mg/ml	Blister	20	envase uso oftalmico unidosis	KETOTIFENO FUMARATO 0,25 mg	VÍA OFTÁLMICA	COLIRIO EN SOLUCIÓN EN ENVASE UNIDOSIS	S01GX08 - Ketotifeno	LABORATOIRES THEA	0	0	0	0
677989	63619	ZADITEN 0,25 mg/ml COLIRIO EN SOLUCION	Ketotifeno 0,25 mg/ml colirio	0,25 mg/ml	Frasco	5	ml	KETOTIFENO FUMARATO 0,25 mg	VÍA OFTÁLMICA	COLIRIO EN SOLUCIÓN	S01GX08 - Ketotifeno	LABORATOIRES THEA	0	0	0	0
679181	73518	ZALERG 0,25mg/ml COLIRIO EN SOLUCION	Ketotifeno 0,25 mg/ml colirio	0,25 mg/ml	Frasco	5	ml	KETOTIFENO FUMARATO 0,25 mg	VÍA OFTÁLMICA	COLIRIO EN SOLUCIÓN	S01GX08 - Ketotifeno	LABORATOIRES THEA	0	0	0	0
679437	73844	KETOTIFENO FARMALIDER 0,25 mg/ml COLIRIO EN SOLUCION	Ketotifeno 0,25 mg/ml colirio	0,25 mg/ml	Frasco	5	ml	KETOTIFENO FUMARATO 0,25 mg	VÍA OFTÁLMICA	COLIRIO EN SOLUCIÓN	S01GX08 - Ketotifeno	FARMALIDER S.A.	0	0	0	0
697080	77213	KETOBRILL 0,25 mg/ml COLIRIO EN SOLUCIÓN EN ENVASE UNIDOSIS	Ketotifeno 0,25 mg/ml colirio envase unidosis	0,25 mg/ml	Envase unidosis	20	envase uso oftalmico unidosis	KETOTIFENO FUMARATO 0,25 mg	VÍA OFTÁLMICA	COLIRIO EN SOLUCIÓN EN ENVASE UNIDOSIS	S01GX08 - Ketotifeno	PHARMA STULLN GMBH	0	0	0	0
697082	77213	KETOBRILL 0,25 mg/ml COLIRIO EN SOLUCIÓN EN ENVASE UNIDOSIS	Ketotifeno 0,25 mg/ml colirio envase unidosis	0,25 mg/ml	Envase unidosis	50	envase uso oftalmico unidosis	KETOTIFENO FUMARATO 0,25 mg	VÍA OFTÁLMICA	COLIRIO EN SOLUCIÓN EN ENVASE UNIDOSIS	S01GX08 - Ketotifeno	PHARMA STULLN GMBH	0	0	0	0
717029	82296	KETOTIFENO CODRAMOL 0,25 MG/ML COLIRIO EN SOLUCION EN ENVASE UNIDOSIS	Ketotifeno 0,25 mg/ml colirio envase unidosis	0,25 mg/ml	Envase unidosis	5	envase uso oftalmico unidosis	KETOTIFENO FUMARATO 0,25 mg	VÍA OFTÁLMICA	COLIRIO EN SOLUCIÓN EN ENVASE UNIDOSIS	S01GX08 - Ketotifeno	FARMALIDER S.A.	0	0	0	0
717031	82297	KETOTIFENO DERMOGEN 0,25 MG/ML COLIRIO EN SOLUCION EN ENVASE UNIDOSIS	Ketotifeno 0,25 mg/ml colirio envase unidosis	0,25 mg/ml	Envase unidosis	5	envase uso oftalmico unidosis	KETOTIFENO 0,25 mg	VÍA OFTÁLMICA	COLIRIO EN SOLUCIÓN EN ENVASE UNIDOSIS	S01GX08 - Ketotifeno	FARMALIDER S.A.	0	0	0	0
721778	3400935607744	ZADITEN 0,25 MG/ML COLIRIO EN SOLUCION EN ENVASES UNIDOSIS	Ketotifeno 0,25 mg/ml colirio envase unidosis	0,25 mg/ml	Envase unidosis	20	envase uso oftalmico unidosis	KETOTIFENO FUMARATO 0,25 mg	VÍA OFTÁLMICA	COLIRIO EN SOLUCIÓN EN ENVASE UNIDOSIS	S01GX08 - Ketotifeno	LABORATOIRES THEA	0	0	0	0
725088	34009356076 8 3	ZADITEN 0,25 MG/MLl COLIRIO EN SOLUCION EN ENVASE UNIDOSIS	Ketotifeno 0,25 mg/ml colirio envase unidosis	0,25 mg/ml	Blister	20	envase uso oftalmico unidosis	KETOTIFENO FUMARATO 0,25 mg	VÍA OFTÁLMICA	COLIRIO EN SOLUCIÓN EN ENVASE UNIDOSIS	S01GX08 - Ketotifeno	LABORATOIRES THEA	0	0	0	0
730335	85755	KETISAL 0,25 MG/ML COLIRIO EN SOLUCION	Ketotifeno 0,25 mg/ml colirio	0,25 mg/ml	Frasco	10	ml	KETOTIFENO FUMARATO 0,25 mg	VÍA OFTÁLMICA	COLIRIO EN SOLUCIÓN	S01GX08 - Ketotifeno	HORUS PHARMA	0	0	0	0
950550	55623	ZASTEN 1 mg COMPRIMIDOS	Ketotifeno 1 mg comprimido	1 mg	Blister	30	comprimido	KETOTIFENO 1 mg	VÍA ORAL	COMPRIMIDO	R06AX17 - Ketotifeno	ALFASIGMA S.P.A.	0	0	0	0
989889	55805	ZASTEN 0,2 mg/ml SOLUCION ORAL	Ketotifeno 0,2 mg/ml solución/suspensión oral	0,2 mg/ml	Frasco	150	ml	KETOTIFENO 0,2 mg	VÍA ORAL	SOLUCIÓN ORAL	R06AX17 - Ketotifeno	ALFASIGMA S.P.A.	0	0	0	0
