ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/17/1243/001	EMEA/H/C/004748	100 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		20 x 1 tablets (unit dose)	Imatinib Teva B.V.
EU/1/17/1243/002	EMEA/H/C/004748	100 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		60 tablets	Imatinib Teva B.V.
EU/1/17/1243/003	EMEA/H/C/004748	100 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		60 x 1 tablets (unit dose)	Imatinib Teva B.V.
EU/1/17/1243/004	EMEA/H/C/004748	100 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		120 tablets	Imatinib Teva B.V.
EU/1/17/1243/005	EMEA/H/C/004748	100 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		120 x 1 tablets (unit dose)	Imatinib Teva B.V.
EU/1/17/1243/006	EMEA/H/C/004748	100 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		180 x 1 tablets (unit dose)	Imatinib Teva B.V.
EU/1/17/1243/007	EMEA/H/C/004748	100 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVdC/PE/PVC/alu)		20 x 1 tablets (unit dose)	Imatinib Teva B.V.
EU/1/17/1243/008	EMEA/H/C/004748	100 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVdC/PE/PVC/alu)		60 tablets	Imatinib Teva B.V.
EU/1/17/1243/009	EMEA/H/C/004748	100 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVdC/PE/PVC/alu)		60 x 1 tablets (unit dose)	Imatinib Teva B.V.
EU/1/17/1243/010	EMEA/H/C/004748	100 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVdC/PE/PVC/alu)		120 tablets	Imatinib Teva B.V.
EU/1/17/1243/011	EMEA/H/C/004748	100 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVdC/PE/PVC/alu)		120 x 1 tablets (unit dose)	Imatinib Teva B.V.
EU/1/17/1243/012	EMEA/H/C/004748	100 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVdC/PE/PVC/alu)		180 x 1 tablets (unit dose)	Imatinib Teva B.V.
EU/1/17/1243/013	EMEA/H/C/004748	100 mg	Capsule, hard	Oral use	blister (OPA/alu/PVC/alu)		20 x 1 capsules (unit dose)	Imatinib Teva B.V.
EU/1/17/1243/014	EMEA/H/C/004748	100 mg	Capsule, hard	Oral use	blister (OPA/alu/PVC/alu)		60 capsules	Imatinib Teva B.V.
EU/1/17/1243/015	EMEA/H/C/004748	100 mg	Capsule, hard	Oral use	blister (OPA/alu/PVC/alu)		60 x 1 capsules (unit dose)	Imatinib Teva B.V.
EU/1/17/1243/016	EMEA/H/C/004748	100 mg	Capsule, hard	Oral use	blister (OPA/alu/PVC/alu)		120 capsules	Imatinib Teva B.V.
EU/1/17/1243/017	EMEA/H/C/004748	100 mg	Capsule, hard	Oral use	blister (OPA/alu/PVC/alu)		120 x 1 capsules (unit dose)	Imatinib Teva B.V.
EU/1/17/1243/018	EMEA/H/C/004748	100 mg	Capsule, hard	Oral use	blister (OPA/alu/PVC/alu)		180 x 1 capsules (unit dose)	Imatinib Teva B.V.
EU/1/17/1243/019	EMEA/H/C/004748	100 mg	Capsule, hard	Oral use	blister (PVC/PE/PVdC/PE/PVC/alu)		20 x 1 capsules (unit dose)	Imatinib Teva B.V.
EU/1/17/1243/020	EMEA/H/C/004748	100 mg	Capsule, hard	Oral use	blister (PVC/PE/PVdC/PE/PVC/alu)		60 capsules	Imatinib Teva B.V.
EU/1/17/1243/021	EMEA/H/C/004748	100 mg	Capsule, hard	Oral use	blister (PVC/PE/PVdC/PE/PVC/alu)		60 x 1 capsules (unit dose)	Imatinib Teva B.V.
EU/1/17/1243/022	EMEA/H/C/004748	100 mg	Capsule, hard	Oral use	blister (PVC/PE/PVdC/PE/PVC/alu)		120 capsules	Imatinib Teva B.V.
EU/1/17/1243/023	EMEA/H/C/004748	100 mg	Capsule, hard	Oral use	blister (PVC/PE/PVdC/PE/PVC/alu)		120 x 1 capsules (unit dose)	Imatinib Teva B.V.
EU/1/17/1243/024	EMEA/H/C/004748	100 mg	Capsule, hard	Oral use	blister (PVC/PE/PVdC/PE/PVC/alu)		180 x 1 capsules (unit dose)	Imatinib Teva B.V.
EU/1/17/1243/025	EMEA/H/C/004748	400 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		30 tablets	Imatinib Teva B.V.
EU/1/17/1243/026	EMEA/H/C/004748	400 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		30 x 1 tablets (unit dose)	Imatinib Teva B.V.
EU/1/17/1243/027	EMEA/H/C/004748	400 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		90 tablets	Imatinib Teva B.V.
EU/1/17/1243/028	EMEA/H/C/004748	400 mg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		90 x 1 tablets (unit dose)	Imatinib Teva B.V.
EU/1/17/1243/029	EMEA/H/C/004748	400 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVdC/PE/PVC/alu)		30 tablets	Imatinib Teva B.V.
EU/1/17/1243/030	EMEA/H/C/004748	400 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVdC/PE/PVC/alu)		30 x 1 tablets (unit dose)	Imatinib Teva B.V.
EU/1/17/1243/031	EMEA/H/C/004748	400 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVdC/PE/PVC/alu)		90 tablets	Imatinib Teva B.V.
EU/1/17/1243/032	EMEA/H/C/004748	400 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVdC/PE/PVC/alu)		90 x 1 tablets (unit dose)	Imatinib Teva B.V.
EU/1/17/1243/033	EMEA/H/C/004748	400 mg	Capsule, hard	Oral use	blister (OPA/alu/PVC/alu)		30 capsules	Imatinib Teva B.V.
EU/1/17/1243/034	EMEA/H/C/004748	400 mg	Capsule, hard	Oral use	blister (OPA/alu/PVC/alu)		30 x 1 capsules (unit dose)	Imatinib Teva B.V.
EU/1/17/1243/035	EMEA/H/C/004748	400 mg	Capsule, hard	Oral use	blister (OPA/alu/PVC/alu)		90 capsules	Imatinib Teva B.V.
EU/1/17/1243/036	EMEA/H/C/004748	400 mg	Capsule, hard	Oral use	blister (OPA/alu/PVC/alu)		90 x 1 capsules (unit dose)	Imatinib Teva B.V.
EU/1/17/1243/037	EMEA/H/C/004748	400 mg	Capsule, hard	Oral use	blister (PVC/PE/PVdC/PE/PVC/alu)		30 capsules	Imatinib Teva B.V.
EU/1/17/1243/038	EMEA/H/C/004748	400 mg	Capsule, hard	Oral use	blister (PVC/PE/PVdC/PE/PVC/alu)		30 x 1 capsules (unit dose)	Imatinib Teva B.V.
EU/1/17/1243/039	EMEA/H/C/004748	400 mg	Capsule, hard	Oral use	blister (PVC/PE/PVdC/PE/PVC/alu)		90 capsules	Imatinib Teva B.V.
EU/1/17/1243/040	EMEA/H/C/004748	400 mg	Capsule, hard	Oral use	blister (PVC/PE/PVdC/PE/PVC/alu)		90 x 1 capsules (unit dose)	Imatinib Teva B.V.
