ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/24/1844/001	EMEA/H/C/005918	45 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.5 ml (90 mg/ml)	1 pre-filled syringe	STEQEYMA
EU/1/24/1844/002	EMEA/H/C/005918	90 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	1 ml (90 mg/ml)	1 pre-filled syringe	STEQEYMA
EU/1/24/1844/003	EMEA/H/C/005918	130 mg	Concentrate for solution for infusion	Intravenous use	vial (glass)	26 ml (5 mg/ml)	1 vial	STEQEYMA
EU/1/24/1844/004	EMEA/H/C/005918	45 mg	Solution for injection	Subcutaneous use	vial (glass)	0.5 ml (90 mg/ml)	1 vial	STEQEYMA
EU/1/24/1844/005	EMEA/H/C/005918	45 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.5 ml (90 mg/ml)	1 pre-filled pen	STEQEYMA
EU/1/24/1844/006	EMEA/H/C/005918	90 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	1 ml (90 mg/ml)	1 pre-filled pen	STEQEYMA
