cod_nacion	nro_definitivo	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
726592	84432	769936	sodium oxybate 500 MG/ML Oral Solution	349482				
726593	84433	769936	sodium oxybate 500 MG/ML Oral Solution	349482				
726806	84485	769936	sodium oxybate 500 MG/ML Oral Solution	349482				
729770	85567	769936	sodium oxybate 500 MG/ML Oral Solution	349482				
