ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name	display_name	eu_group_number	active_substance	international_non_proprietary_name	atc_code_human	marketing_authorisation_developer_applicant_holder	medicine_url	medicine_status
EU/1/08/444/001	EMEA/H/C/000825	30 MIU (300 µg/0.5 ml)	Solution for injection/infusion	Subcutaneous or intravenous use	pre-filled syringe (glass) without safety device	0.5 ml	1 pre-filled syringe without safety device	ratiograstim	Ratiograstim	EU/1/08/444	filgrastim	filgrastim	L03AA02	Ratiopharm GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/ratiograstim	Authorised
EU/1/08/444/002	EMEA/H/C/000825	30 MIU (300 µg/0.5 ml)	Solution for injection/infusion	Subcutaneous or intravenous use	pre-filled syringe (glass) without safety device	0.5 ml	5 pre-filled syringes without safety device	ratiograstim	Ratiograstim	EU/1/08/444	filgrastim	filgrastim	L03AA02	Ratiopharm GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/ratiograstim	Authorised
EU/1/08/444/003	EMEA/H/C/000825	30 MIU (300 µg/0.5 ml)	Solution for injection/infusion	Subcutaneous or intravenous use	pre-filled syringe (glass) without safety device	0.5 ml	2 x 5 pre-filled syringe without safety device s	ratiograstim	Ratiograstim	EU/1/08/444	filgrastim	filgrastim	L03AA02	Ratiopharm GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/ratiograstim	Authorised
EU/1/08/444/004	EMEA/H/C/000825	30 MIU (300 µg/0.5 ml)	Solution for injection/infusion	Subcutaneous or intravenous use	pre-filled syringe (glass) without safety device	0.5 ml	10 pre-filled syringes without safety device	ratiograstim	Ratiograstim	EU/1/08/444	filgrastim	filgrastim	L03AA02	Ratiopharm GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/ratiograstim	Authorised
EU/1/08/444/005	EMEA/H/C/000825	48 MIU (480 µg/0.8 ml)	Solution for injection/infusion	Subcutaneous or intravenous use	pre-filled syringe (glass) without safety device	0.8 ml	1 pre-filled syringe without safety device	ratiograstim	Ratiograstim	EU/1/08/444	filgrastim	filgrastim	L03AA02	Ratiopharm GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/ratiograstim	Authorised
EU/1/08/444/006	EMEA/H/C/000825	48 MIU (480 µg/0.8 ml)	Solution for injection/infusion	Subcutaneous or intravenous use	pre-filled syringe (glass) without safety device	0.8 ml	5 pre-filled syringes without safety device	ratiograstim	Ratiograstim	EU/1/08/444	filgrastim	filgrastim	L03AA02	Ratiopharm GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/ratiograstim	Authorised
EU/1/08/444/007	EMEA/H/C/000825	48 MIU (480 µg/0.8 ml)	Solution for injection/infusion	Subcutaneous or intravenous use	pre-filled syringe (glass) without safety device	0.8 ml	2 x 5 pre-filled syringes without safety device	ratiograstim	Ratiograstim	EU/1/08/444	filgrastim	filgrastim	L03AA02	Ratiopharm GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/ratiograstim	Authorised
EU/1/08/444/008	EMEA/H/C/000825	48 MIU (480 µg/0.8 ml)	Solution for injection/infusion	Subcutaneous or intravenous use	pre-filled syringe (glass) without safety device	0.8 ml	10 pre-filled syringes without safety device	ratiograstim	Ratiograstim	EU/1/08/444	filgrastim	filgrastim	L03AA02	Ratiopharm GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/ratiograstim	Authorised
EU/1/08/444/009	EMEA/H/C/000825	30 MIU (300 µg/0.5 ml)	Solution for injection/infusion	Subcutaneous or intravenous use	pre-filled syringe (glass) with safety device	0.5 ml	1 pre-filled syringe with safety device	ratiograstim	Ratiograstim	EU/1/08/444	filgrastim	filgrastim	L03AA02	Ratiopharm GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/ratiograstim	Authorised
EU/1/08/444/010	EMEA/H/C/000825	30 MIU (300 µg/0.5 ml)	Solution for injection/infusion	Subcutaneous or intravenous use	pre-filled syringe (glass) with safety device	0.5 ml	5 pre-filled syringes with safety device	ratiograstim	Ratiograstim	EU/1/08/444	filgrastim	filgrastim	L03AA02	Ratiopharm GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/ratiograstim	Authorised
EU/1/08/444/011	EMEA/H/C/000825	48 MIU (480 µg/0.8 ml)	Solution for injection/infusion	Subcutaneous or intravenous use	pre-filled syringe (glass) with safety device	0.8 ml	1 pre-filled syringe with safety device	ratiograstim	Ratiograstim	EU/1/08/444	filgrastim	filgrastim	L03AA02	Ratiopharm GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/ratiograstim	Authorised
EU/1/08/444/012	EMEA/H/C/000825	48 MIU (480 µg/0.8 ml)	Solution for injection/infusion	Subcutaneous or intravenous use	pre-filled syringe (glass) with safety device	0.8 ml	5 pre-filled syringes with safety device	ratiograstim	Ratiograstim	EU/1/08/444	filgrastim	filgrastim	L03AA02	Ratiopharm GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/ratiograstim	Authorised
