codice_aic	cod_farmaco	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
045488018	045488	793103	coagulation factor IX (recombinant), glycopegylated 1 UNT Injection	1990857	EXACT	auto-linked from EMA 004178		2026-06-12
045488020	045488	793103	coagulation factor IX (recombinant), glycopegylated 1 UNT Injection	1990857	EXACT	auto-linked from EMA 004178		2026-06-12
045488032	045488	793103	coagulation factor IX (recombinant), glycopegylated 1 UNT Injection	1990857	EXACT	auto-linked from EMA 004178		2026-06-12
045488044	045488	793103	coagulation factor IX (recombinant), glycopegylated 1 UNT Injection	1990857	EXACT	auto-linked from EMA 004178		2026-06-12
