ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/18/1325/001	EMEA/H/C/004584	167 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		30 capsules	Namuscla
EU/1/18/1325/002	EMEA/H/C/004584	167 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		50 capsules	Namuscla
EU/1/18/1325/003	EMEA/H/C/004584	167 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		100 capsules	Namuscla
EU/1/18/1325/004	EMEA/H/C/004584	167 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		200 capsules	Namuscla
EU/1/18/1325/005	EMEA/H/C/004584	83 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		30 capsules	Namuscla
EU/1/18/1325/006	EMEA/H/C/004584	83 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		50 capsules	Namuscla
EU/1/18/1325/007	EMEA/H/C/004584	83 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		100 capsules	Namuscla
EU/1/18/1325/008	EMEA/H/C/004584	83 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		200 capsules	Namuscla
EU/1/18/1325/009	EMEA/H/C/004584	83 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		300 capsules	Namuscla
EU/1/18/1325/010	EMEA/H/C/004584	62 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		30 capsules	Namuscla
EU/1/18/1325/011	EMEA/H/C/004584	62 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		50 capsules	Namuscla
EU/1/18/1325/012	EMEA/H/C/004584	62 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		100 capsules	Namuscla
EU/1/18/1325/013	EMEA/H/C/004584	62 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		200 capsules	Namuscla
EU/1/18/1325/014	EMEA/H/C/004584	62 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)		300 capsules	Namuscla
