cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	sw_generico	biosimilar	radiofarmaco
600496	67554	CIPROFLOXACINO ALTAN 2 MG/ML SOLUCION PARA PERFUSION EFG	Ciprofloxacino 200 mg inyectable perfusión 100 ml	200 mg	Bolsa	50	bolsa perfusión	CIPROFLOXACINO 2 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	J01MA02 - Ciprofloxacino	ALTAN PHARMACEUTICALS SA	0	1	0	0
600497	67554	CIPROFLOXACINO ALTAN 2 MG/ML SOLUCION PARA PERFUSION EFG	Ciprofloxacino 400 mg inyectable perfusión 200 ml	400 mg	Bolsa	20	bolsa perfusión	CIPROFLOXACINO 2 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	J01MA02 - Ciprofloxacino	ALTAN PHARMACEUTICALS SA	0	1	0	0
603137	70920	ARAXACINA 250 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Ciprofloxacino 250 mg comprimido	250 mg	Blister	500	comprimido	CIPROFLOXACINO HIDROCLORURO 250 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	J01MA02 - Ciprofloxacino	ARAFARMA GROUP S.A.	0	1	0	0
603139	70922	ARAXACINA 750 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Ciprofloxacino 750 mg comprimido	750 mg	Blister	500	comprimido	CIPROFLOXACINO HIDROCLORURO 750 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	J01MA02 - Ciprofloxacino	ARAFARMA GROUP S.A.	0	1	0	0
603181	62646	CIPROFLOXACINO NORMON 2 mg/ml SOLUCION PARA PERFUSION EFG	Ciprofloxacino 200 mg inyectable perfusión 100 ml	200 mg	Bolsa	50	bolsa perfusión	CIPROFLOXACINO 2 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	J01MA02 - Ciprofloxacino	LABORATORIOS NORMON S.A.	0	1	0	0
603182	62646	CIPROFLOXACINO NORMON 2 mg/ml SOLUCION PARA PERFUSION EFG	Ciprofloxacino 400 mg inyectable perfusión 200 ml	400 mg	Bolsa	20	bolsa perfusión	CIPROFLOXACINO 2 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	J01MA02 - Ciprofloxacino	LABORATORIOS NORMON S.A.	0	1	0	0
604504	62299	CIPROFLOXACINO NORMON 250 mg COMPRIMIDOS RECUBIERTOS CON PELICULA  EFG	Ciprofloxacino 250 mg comprimido	250 mg	Blister	500	comprimido	CIPROFLOXACINO HIDROCLORURO 250 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	J01MA02 - Ciprofloxacino	LABORATORIOS NORMON S.A.	0	1	0	0
604520	62300	CIPROFLOXACINO NORMON 500 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Ciprofloxacino 500 mg comprimido	500 mg	Blister	500	comprimido	CIPROFLOXACINO HIDROCLORURO 500 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	J01MA02 - Ciprofloxacino	LABORATORIOS NORMON S.A.	0	1	0	0
604538	62301	CIPROFLOXACINO NORMON 750 mg COMPRIMIDOS RECUBIERTOS CON PELICULA  EFG	Ciprofloxacino 750 mg comprimido	750 mg	Blister	500	comprimido	CIPROFLOXACINO HIDROCLORURO 750 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	J01MA02 - Ciprofloxacino	LABORATORIOS NORMON S.A.	0	1	0	0
605786	68095	CIPROFLOXACINO KABI 2 MG/ML SOLUCION PARA PERFUSION EFG	Ciprofloxacino 200 mg inyectable perfusión 100 ml	200 mg	Frasco	25	frasco perfusión	CIPROFLOXACINO 2 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	J01MA02 - Ciprofloxacino	FRESENIUS KABI ESPAÑA, S.A.U.	0	1	0	0
605787	68095	CIPROFLOXACINO KABI 2 MG/ML SOLUCION PARA PERFUSION EFG	Ciprofloxacino 400 mg inyectable perfusión 200 ml	400 mg	Frasco	20	frasco perfusión	CIPROFLOXACINO 2 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	J01MA02 - Ciprofloxacino	FRESENIUS KABI ESPAÑA, S.A.U.	0	1	0	0
607128	68095	CIPROFLOXACINO KABI 2 MG/ML SOLUCION PARA PERFUSION EFG	Ciprofloxacino 200 mg inyectable perfusión 100 ml	200 mg	Frasco	20	frasco perfusión	CIPROFLOXACINO 2 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	J01MA02 - Ciprofloxacino	FRESENIUS KABI ESPAÑA, S.A.U.	0	1	0	0
610451	62646	CIPROFLOXACINO NORMON 2 mg/ml SOLUCION PARA PERFUSION EFG	Ciprofloxacino 200 mg inyectable perfusión 100 ml	200 mg	Frasco	50	frasco perfusión	CIPROFLOXACINO 2 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	J01MA02 - Ciprofloxacino	LABORATORIOS NORMON S.A.	0	1	0	0
610469	62646	CIPROFLOXACINO NORMON 2 mg/ml SOLUCION PARA PERFUSION EFG	Ciprofloxacino 400 mg inyectable perfusión 200 ml	400 mg	Frasco	20	frasco perfusión	CIPROFLOXACINO 2 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	J01MA02 - Ciprofloxacino	LABORATORIOS NORMON S.A.	0	1	0	0
610873	62708	CIPROFLOXACINO VIR 500 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Ciprofloxacino 500 mg comprimido	500 mg	Blister	500	comprimido	CIPROFLOXACINO HIDROCLORURO 500 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	J01MA02 - Ciprofloxacino	INDUSTRIA QUIMICA Y FARMACEUTICA VIR S.A.	0	1	0	0
618934	62966	CIPROFLOXACINO VIR, 250 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Ciprofloxacino 250 mg comprimido	250 mg	Blister	500	comprimido	CIPROFLOXACINO 250 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	J01MA02 - Ciprofloxacino	INDUSTRIA QUIMICA Y FARMACEUTICA VIR S.A.	0	1	0	0
619064	64883	CIPROFLOXACINO FRESENIUS KABI 2 mg/ml SOLUCION PARA PERFUSION  EFG	Ciprofloxacino 200 mg inyectable perfusión 100 ml	200 mg	Frasco	20	frasco perfusión	CIPROFLOXACINO 2 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	J01MA02 - Ciprofloxacino	FRESENIUS KABI ESPAÑA, S.A.U.	0	1	0	0
621086	63143	CIPROFLOXACINO ARISTO 500 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Ciprofloxacino 500 mg comprimido	500 mg	Blister	500	comprimido	CIPROFLOXACINO 500 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	J01MA02 - Ciprofloxacino	ARISTO PHARMA IBERIA S.L.	0	1	0	0
626663	65439	CIPROFLOXACINO KORHISPANA  500 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Ciprofloxacino 500 mg comprimido	500 mg	Blister	500	comprimido	CIPROFLOXACINO HIDROCLORURO 500 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	J01MA02 - Ciprofloxacino	KORHISPANA S.L.	0	1	0	0
626838	65446	CIPROFLOXACINO KORHISPANA 250 mg  COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Ciprofloxacino 250 mg comprimido	250 mg	Blister	500	comprimido	CIPROFLOXACINO HIDROCLORURO 250 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	J01MA02 - Ciprofloxacino	INDUSTRIA QUIMICA Y FARMACEUTICA VIR S.A.	0	1	0	0
626846	65447	CIPROFLOXACINO VIR PHARMA 750 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Ciprofloxacino 750 mg comprimido	750 mg	Blister	500	comprimido	CIPROFLOXACINO HIDROCLORURO 750 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	J01MA02 - Ciprofloxacino	INDUSTRIA QUIMICA Y FARMACEUTICA VIR S.A.	0	1	0	0
628404	64028	DORIMAN 500 mg COMPRIMIDOS RECUBIERTOS CON PELICULA	Ciprofloxacino 500 mg comprimido	500 mg	Blister	500	comprimido	CIPROFLOXACINO HIDROCLORURO 500 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	J01MA02 - Ciprofloxacino	INDUSTRIA QUIMICA Y FARMACEUTICA VIR S.A.	0	0	0	0
630905	64027	DORIMAN 250 mg COMPRIMIDOS RECUBIERTOS CON PELICULA	Ciprofloxacino 250 mg comprimido	250 mg	Blister	500	comprimido	CIPROFLOXACINO HIDROCLORURO 250 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	J01MA02 - Ciprofloxacino	INDUSTRIA QUIMICA Y FARMACEUTICA VIR S.A.	0	0	0	0
637199	57974	BAYCIP 750 mg COMPRIMIDOS RECUBIERTOS CON PELICULA	Ciprofloxacino 750 mg comprimido	750 mg	Blister	500	comprimido	CIPROFLOXACINO HIDROCLORURO 750 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	J01MA02 - Ciprofloxacino	BAYER HISPANIA S.L.	0	0	0	0
637504	58040	RIGORAN 500 mg COMPRIMIDOS RECUBIERTOS CON PELICULA	Ciprofloxacino 500 mg comprimido	500 mg	Blister	500	comprimido	CIPROFLOXACINO HIDROCLORURO 500 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	J01MA02 - Ciprofloxacino	LABORATORIOS LESVI SL	0	0	0	0
637587	57973	BAYCIP 500 mg COMPRIMIDOS RECUBIERTOS CON PELICULA	Ciprofloxacino 500 mg comprimido	500 mg	Blister	500	comprimido	CIPROFLOXACINO HIDROCLORURO 500 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	J01MA02 - Ciprofloxacino	BAYER HISPANIA S.L.	0	0	0	0
638163	58123	CIPROFLOXACINO ANAGES 2 mg/ml, SOLUCION PARA PERFUSION	Ciprofloxacino 200 mg inyectable perfusión 100 ml	200 mg	Bolsa	50	bolsa perfusión	CIPROFLOXACINO 2 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	J01MA02 - Ciprofloxacino	ALTAN PHARMACEUTICALS SA	0	0	0	0
639013	58292	CETRAXAL 500 mg COMPRIMIDOS RECUBIERTOS CON PELICULA	Ciprofloxacino 500 mg comprimido	500 mg	Blister	500	comprimido	CIPROFLOXACINO HIDROCLORURO 500 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	J01MA02 - Ciprofloxacino	LABORATORIOS SALVAT S.A.	0	0	0	0
641621	58123	CIPROFLOXACINO ANAGES 2 mg/ml, SOLUCION PARA PERFUSION	Ciprofloxacino 400 mg inyectable perfusión 200 ml	400 mg	Bolsa	20	bolsa perfusión	CIPROFLOXACINO 2 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	J01MA02 - Ciprofloxacino	ALTAN PHARMACEUTICALS SA	0	0	0	0
645283	58526	CIPROFLOXACINO ANARTIS 200 mg/100 ml SOLUCION PARA PERFUSION INTRAVENOSA	Ciprofloxacino 200 mg inyectable perfusión 100 ml	200 mg	Frasco	50	frasco perfusión	CIPROFLOXACINO 2 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	J01MA02 - Ciprofloxacino	ANARTIS S.L.	0	0	0	0
