codice_aic	cod_farmaco	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
039366012	039366	40224655	ulipristal acetate 30 MG Oral Tablet	1005924	EXACT	auto-linked from EMA 001027		2026-06-12
039366024	039366	40224655	ulipristal acetate 30 MG Oral Tablet	1005924	EXACT	auto-linked from EMA 001027		2026-06-12
042227013	042227	40224655	ulipristal acetate 30 MG Oral Tablet	1005924	EXACT	auto-linked from EMA 001027		2026-06-12
042227025	042227	40224655	ulipristal acetate 30 MG Oral Tablet	1005924	EXACT	auto-linked from EMA 001027		2026-06-12
042227037	042227	40224655	ulipristal acetate 30 MG Oral Tablet	1005924	EXACT	auto-linked from EMA 001027		2026-06-12
042227049	042227	40224655	ulipristal acetate 30 MG Oral Tablet	1005924	EXACT	auto-linked from EMA 001027		2026-06-12
042227052	042227	40224655	ulipristal acetate 30 MG Oral Tablet	1005924	EXACT	auto-linked from EMA 001027		2026-06-12
045752021	045752	40224655	ulipristal acetate 30 MG Oral Tablet	1005924	EXACT	auto-linked from EMA 001027		2026-06-12
046058018	046058	40224655	ulipristal acetate 30 MG Oral Tablet	1005924	EXACT	auto-linked from EMA 001027		2026-06-12
047127016	047127	40224655	ulipristal acetate 30 MG Oral Tablet	1005924	EXACT	auto-linked from EMA 001027		2026-06-12
047349016	047349	40224655	ulipristal acetate 30 MG Oral Tablet	1005924	EXACT	auto-linked from EMA 001027		2026-06-12
048520011	048520	40224655	ulipristal acetate 30 MG Oral Tablet	1005924	EXACT	auto-linked from EMA 001027		2026-06-12
