codice_aic	cod_farmaco	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
051452011	051452	1735775	0.5 ML respiratory syncytial virus pre-fusion F glycoprotein mRNA 0.1 MG/ML Prefilled Syringe [Mresvia]	2685012	EXACT	auto-linked from EMA 006278		2026-06-12
051452023	051452	1735775	0.5 ML respiratory syncytial virus pre-fusion F glycoprotein mRNA 0.1 MG/ML Prefilled Syringe [Mresvia]	2685012	EXACT	auto-linked from EMA 006278		2026-06-12
051452035	051452	1735775	0.5 ML respiratory syncytial virus pre-fusion F glycoprotein mRNA 0.1 MG/ML Prefilled Syringe [Mresvia]	2685012	EXACT	auto-linked from EMA 006278		2026-06-12
051452047	051452	1735775	0.5 ML respiratory syncytial virus pre-fusion F glycoprotein mRNA 0.1 MG/ML Prefilled Syringe [Mresvia]	2685012	EXACT	auto-linked from EMA 006278		2026-06-12
