product_id	original_name	authorisation_no	date_of_authorisation	inter_code	strength	pharmaceutical_form	product_strength	package_en	package_size
05-0275-01	Etoposide Ebewe 20 mg/ml concentrate for solution for infusion	05-0275	01-OCT-10	05-0275	20 mg/ml	Concentrate for solution for infusion	100 mg/5 ml	Carton box, Glass vial, N1	1
05-0275-02	Etoposide Ebewe 20 mg/ml concentrate for solution for infusion	05-0275	01-OCT-10	05-0275	20 mg/ml	Concentrate for solution for infusion	200 mg/10 ml	Carton box, Glass vial, N1	1
05-0275-03	Etoposide Ebewe 20 mg/ml concentrate for solution for infusion	05-0275	01-OCT-10	05-0275	20 mg/ml	Concentrate for solution for infusion	50 mg/2,5 ml	Carton box, Glass vial, N1	1
