ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/04/285/001	EMEA/H/C/000557	100 Units/ml	Solution for injection	Subcutaneous or intravenous use	vial (glass)	10 ml	1 vial	Apidra
EU/1/04/285/002	EMEA/H/C/000557	100 Units/ml	Solution for injection	Subcutaneous or intravenous use	vial (glass)	10 ml	2 vials	Apidra
EU/1/04/285/003	EMEA/H/C/000557	100 Units/ml	Solution for injection	Subcutaneous or intravenous use	vial (glass)	10 ml	4 vials	Apidra
EU/1/04/285/004	EMEA/H/C/000557	100 Units/ml	Solution for injection	Subcutaneous or intravenous use	vial (glass)	10 ml	5 vials	Apidra
EU/1/04/285/005	EMEA/H/C/000557	100 Units/ml	Solution for injection	Subcutaneous use	cartridge (glass)	3 ml	1 cartridge	Apidra
EU/1/04/285/006	EMEA/H/C/000557	100 Units/ml	Solution for injection	Subcutaneous use	cartridge (glass)	3 ml	3 cartridges	Apidra
EU/1/04/285/007	EMEA/H/C/000557	100 Units/ml	Solution for injection	Subcutaneous use	cartridge (glass)	3 ml	4 cartridges	Apidra
EU/1/04/285/008	EMEA/H/C/000557	100 Units/ml	Solution for injection	Subcutaneous use	cartridge (glass)	3 ml	5 cartridges	Apidra
EU/1/04/285/009	EMEA/H/C/000557	100 Units/ml	Solution for injection	Subcutaneous use	cartridge (glass)	3 ml	6 cartridges	Apidra
EU/1/04/285/010	EMEA/H/C/000557	100 Units/ml	Solution for injection	Subcutaneous use	cartridge (glass)	3 ml	8 cartridges	Apidra
EU/1/04/285/011	EMEA/H/C/000557	100 Units/ml	Solution for injection	Subcutaneous use	cartridge (glass)	3 ml	9 cartridges	Apidra
EU/1/04/285/012	EMEA/H/C/000557	100 Units/ml	Solution for injection	Subcutaneous use	cartridge (glass)	3 ml	10 cartridges	Apidra
EU/1/04/285/029	EMEA/H/C/000557	100 Units/ml	Solution for injection	Subcutaneous use	pre-filled pen (glass) (SoloStar)	3 ml	1 pre-filled pen	Apidra
EU/1/04/285/030	EMEA/H/C/000557	100 Units/ml	Solution for injection	Subcutaneous use	pre-filled pen (glass) (SoloStar)	3 ml	3 pre-filled pens	Apidra
EU/1/04/285/031	EMEA/H/C/000557	100 Units/ml	Solution for injection	Subcutaneous use	pre-filled pen (glass) (SoloStar)	3 ml	4 pre-filled pens	Apidra
EU/1/04/285/032	EMEA/H/C/000557	100 Units/ml	Solution for injection	Subcutaneous use	pre-filled pen (glass) (SoloStar)	3 ml	5 pre-filled pens	Apidra
EU/1/04/285/033	EMEA/H/C/000557	100 Units/ml	Solution for injection	Subcutaneous use	pre-filled pen (glass) (SoloStar)	3 ml	6 pre-filled pens	Apidra
EU/1/04/285/034	EMEA/H/C/000557	100 Units/ml	Solution for injection	Subcutaneous use	pre-filled pen (glass) (SoloStar)	3 ml	8 pre-filled pens	Apidra
EU/1/04/285/035	EMEA/H/C/000557	100 Units/ml	Solution for injection	Subcutaneous use	pre-filled pen (glass) (SoloStar)	3 ml	9 pre-filled pens	Apidra
EU/1/04/285/036	EMEA/H/C/000557	100 Units/ml	Solution for injection	Subcutaneous use	pre-filled pen (glass) (SoloStar)	3 ml	10 pre-filled pens	Apidra
