ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/99/127/025	EMEA/H/C/000281	18 million IU/3mL	Solution for injection/infusion	Intravenous use, Subcutaneous use	vial (glass)	3.0 mL (6 million IU/mL)	2 vials	IntronA
EU/1/99/127/026	EMEA/H/C/000281	18 million IU/3mL	Solution for injection/infusion	Intravenous use, Subcutaneous use	vial (glass)	3.0 mL (6 million IU/mL)	12 vials	IntronA
EU/1/99/127/027	EMEA/H/C/000281	25 million IU/2.5mL	Solution for injection/infusion	Intravenous use, Subcutaneous use	vial (glass)	2.5 mL (10 million IU/mL)	1 vial	IntronA
EU/1/99/127/028	EMEA/H/C/000281	25 million IU/2.5mL	Solution for injection/infusion	Intravenous use, Subcutaneous use	vial (glass)	2.5 mL (10 million IU/mL)	1 vial + 6 injection syringes + 6 injection needles + 12 cleansing swabs	IntronA
EU/1/99/127/029	EMEA/H/C/000281	25 million IU/2.5mL	Solution for injection/infusion	Intravenous use, Subcutaneous use	vial (glass)	2.5 mL (10 million IU/mL)	2 vials	IntronA
EU/1/99/127/030	EMEA/H/C/000281	25 million IU/2.5mL	Solution for injection/infusion	Intravenous use, Subcutaneous use	vial (glass)	2.5 mL (10 million IU/mL)	12 vials	IntronA
EU/1/99/127/041	EMEA/H/C/000281	18 million IU/3mL	Solution for injection/infusion	Intravenous use, Subcutaneous use	vial (glass)	3.0 mL (6 million IU/mL)	2 vials + 12 injection syringes + 12 injection needles + 24 cleansing swabs	IntronA
EU/1/99/127/042	EMEA/H/C/000281	18 million IU/3mL	Solution for injection/infusion	Intravenous use, Subcutaneous use	vial (glass)	3.0 mL (6 million IU/mL)	12 vials + 72 injection syringes + 72 injection needles + 144 cleansing swabs	IntronA
EU/1/99/127/043	EMEA/H/C/000281	25 million IU/2.5mL	Solution for injection/infusion	Intravenous use, Subcutaneous use	vial (glass)	2.5 mL (10 million IU/mL)	2 vials + 12 injection syringes + 12 injection needles + 24 cleansing swabs	IntronA
EU/1/99/127/044	EMEA/H/C/000281	25 million IU/2.5mL	Solution for injection/infusion	Intravenous use, Subcutaneous use	vial (glass)	2.5 mL (10 million IU/mL)	12 vials + 72 injection syringes + 72 injection needles + 144 cleansing swabs	IntronA
EU/1/99/127/045	EMEA/H/C/000281	18 million IU/3mL	Solution for injection/infusion	Intravenous use, Subcutaneous use	vial (glass)	3.0 mL (6 million IU/mL)	1 vial + 6 injection syringes with attached needle and needle protection device + 12 cleansing swabs	IntronA
EU/1/99/127/046	EMEA/H/C/000281	18 million IU/3mL	Solution for injection/infusion	Intravenous use, Subcutaneous use	vial (glass)	3.0 mL (6 million IU/mL)	2 vials + 12 injection syringes with attached needle and needle protection device + 24 cleansing swabs	IntronA
EU/1/99/127/047	EMEA/H/C/000281	18 million IU/3mL	Solution for injection/infusion	Intravenous use, Subcutaneous use	vial (glass)	3.0 mL (6 million IU/mL)	12 vials + 72 injection syringes with attached needle and needle protection device + 144 cleansing swabs	IntronA
EU/1/99/127/048	EMEA/H/C/000281	25 million IU/2.5mL	Solution for injection/infusion	Intravenous use, Subcutaneous use	vial (glass)	2.5 mL (10 million IU/mL)	1 vial + 6 injection syringes with attached needle and needle protection device + 12 cleansing swabs	IntronA
EU/1/99/127/049	EMEA/H/C/000281	25 million IU/2.5mL	Solution for injection/infusion	Intravenous use, Subcutaneous use	vial (glass)	2.5 mL (10 million IU/mL)	2 vials + 12 injection syringes with attached needle and needle protection device + 24 cleansing swabs	IntronA
EU/1/99/127/050	EMEA/H/C/000281	25 million IU/2.5mL	Solution for injection/infusion	Intravenous use, Subcutaneous use	vial (glass)	2.5 mL (10 million IU/mL)	12 vials + 72 injection syringes with attached needle and needle protection device + 144 cleansing swabs	IntronA
EU/1/99/127/051	EMEA/H/C/000281	25 million IU/2.5mL	Solution for injection/infusion	Intravenous use, Subcutaneous use	vial (glass)	2.5 mL (10 million IU/mL)	1 vial + 6 injection syringes with attached needle + 12 cleansing swabs	IntronA
EU/1/99/127/052	EMEA/H/C/000281	25 million IU/2.5mL	Solution for injection/infusion	Intravenous use, Subcutaneous use	vial (glass)	2.5 mL (10 million IU/mL)	2 vials + 12 injection syringes with attached needle + 24 cleansing swabs	IntronA
EU/1/99/127/053	EMEA/H/C/000281	25 million IU/2.5mL	Solution for injection/infusion	Intravenous use, Subcutaneous use	vial (glass)	2.5 mL (10 million IU/mL)	12 vials + 72 injection syringes with attached needle + 144 cleansing swabs	IntronA
