ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/19/1401/001	EMEA/H/C/004910	850 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use	blister (PVC/PCTFE/alu)		14 tablets	Qtrilmet
EU/1/19/1401/002	EMEA/H/C/004910	850 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use	blister (PVC/PCTFE/alu)		28 tablets	Qtrilmet
EU/1/19/1401/003	EMEA/H/C/004910	850 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use	blister (PVC/PCTFE/alu)		56 tablets	Qtrilmet
EU/1/19/1401/004	EMEA/H/C/004910	850 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use	blister (PVC/PCTFE/alu)		60 tablets	Qtrilmet
EU/1/19/1401/005	EMEA/H/C/004910	850 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use	blister (PVC/PCTFE/alu)		196 tablets	Qtrilmet
EU/1/19/1401/006	EMEA/H/C/004910	850 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use	calendar blister (PVC/PCTFE/alu)		14 tablets	Qtrilmet
EU/1/19/1401/007	EMEA/H/C/004910	850 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use	calendar blister (PVC/PCTFE/alu)		28 tablets	Qtrilmet
EU/1/19/1401/008	EMEA/H/C/004910	850 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use	calendar blister (PVC/PCTFE/alu)		56 tablets	Qtrilmet
EU/1/19/1401/009	EMEA/H/C/004910	850 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use	calendar blister (PVC/PCTFE/alu)		196 tablets	Qtrilmet
EU/1/19/1401/010	EMEA/H/C/004910	850 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use	blister (PA/alu/PVC/alu)		14 tablets	Qtrilmet
EU/1/19/1401/011	EMEA/H/C/004910	850 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use	blister (PA/alu/PVC/alu)		28 tablets	Qtrilmet
EU/1/19/1401/012	EMEA/H/C/004910	850 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use	blister (PA/alu/PVC/alu)		56 tablets	Qtrilmet
EU/1/19/1401/013	EMEA/H/C/004910	850 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use	blister (PA/alu/PVC/alu)		60 tablets	Qtrilmet
EU/1/19/1401/014	EMEA/H/C/004910	850 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use	blister (PA/alu/PVC/alu)		196 tablets	Qtrilmet
EU/1/19/1401/015	EMEA/H/C/004910	1000 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use	blister (PVC/PCTFE/alu)		14 tablets	Qtrilmet
EU/1/19/1401/016	EMEA/H/C/004910	1000 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use	blister (PVC/PCTFE/alu)		28 tablets	Qtrilmet
EU/1/19/1401/017	EMEA/H/C/004910	1000 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use	blister (PVC/PCTFE/alu)		56 tablets	Qtrilmet
EU/1/19/1401/018	EMEA/H/C/004910	1000 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use	blister (PVC/PCTFE/alu)		60 tablets	Qtrilmet
EU/1/19/1401/019	EMEA/H/C/004910	1000 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use	blister (PVC/PCTFE/alu)		196 tablets	Qtrilmet
EU/1/19/1401/020	EMEA/H/C/004910	1000 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use	calendar blister (PVC/PCTFE/alu)		14 tablets	Qtrilmet
EU/1/19/1401/021	EMEA/H/C/004910	1000 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use	calendar blister (PVC/PCTFE/alu)		28 tablets	Qtrilmet
EU/1/19/1401/022	EMEA/H/C/004910	1000 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use	calendar blister (PVC/PCTFE/alu)		56 tablets	Qtrilmet
EU/1/19/1401/023	EMEA/H/C/004910	1000 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use	calendar blister (PVC/PCTFE/alu)		196 tablets	Qtrilmet
EU/1/19/1401/024	EMEA/H/C/004910	1000 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use	blister (PA/alu/PVC/alu)		14 tablets	Qtrilmet
EU/1/19/1401/025	EMEA/H/C/004910	1000 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use	blister (PA/alu/PVC/alu)		28 tablets	Qtrilmet
EU/1/19/1401/026	EMEA/H/C/004910	1000 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use	blister (PA/alu/PVC/alu)		56 tablets	Qtrilmet
EU/1/19/1401/027	EMEA/H/C/004910	1000 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use	blister (PA/alu/PVC/alu)		60 tablets	Qtrilmet
EU/1/19/1401/028	EMEA/H/C/004910	1000 mg / 2.5 mg / 5 mg	Modified-release tablet	Oral use	blister (PA/alu/PVC/alu)		196 tablets	Qtrilmet
