ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/10/617/001	1341176	temozolomide 5 MG Oral Capsule	313211	EXACT			2025-12-04
EU/1/10/617/002	1341176	temozolomide 5 MG Oral Capsule	313211	EXACT			2025-12-04
EU/1/10/617/005	19079716	temozolomide 20 MG Oral Capsule	313209	EXACT			2025-12-04
EU/1/10/617/006	19079716	temozolomide 20 MG Oral Capsule	313209	EXACT			2025-12-04
EU/1/10/617/009	19082374	temozolomide 100 MG Oral Capsule	317160	EXACT			2025-12-04
EU/1/10/617/010	19082374	temozolomide 100 MG Oral Capsule	317160	EXACT			2025-12-04
EU/1/10/617/013	19125745	temozolomide 140 MG Oral Capsule	700883	EXACT			2025-12-04
EU/1/10/617/014	19125745	temozolomide 140 MG Oral Capsule	700883	EXACT			2025-12-04
EU/1/10/617/017	19125747	temozolomide 180 MG Oral Capsule	700885	EXACT			2025-12-04
EU/1/10/617/018	19125747	temozolomide 180 MG Oral Capsule	700885	EXACT			2025-12-04
EU/1/10/617/021	19079717	temozolomide 250 MG Oral Capsule	313210	EXACT			2025-12-04
EU/1/10/617/022	19079717	temozolomide 250 MG Oral Capsule	313210	EXACT			2025-12-04
EU/1/10/617/025	1341176	temozolomide 5 MG Oral Capsule	313211	EXACT			2025-12-04
EU/1/10/617/026	1341176	temozolomide 5 MG Oral Capsule	313211	EXACT			2025-12-04
EU/1/10/617/027	19079716	temozolomide 20 MG Oral Capsule	313209	EXACT			2025-12-04
EU/1/10/617/028	19079716	temozolomide 20 MG Oral Capsule	313209	EXACT			2025-12-04
EU/1/10/617/029	19082374	temozolomide 100 MG Oral Capsule	317160	EXACT			2025-12-04
EU/1/10/617/030	19082374	temozolomide 100 MG Oral Capsule	317160	EXACT			2025-12-04
EU/1/10/617/031	19125745	temozolomide 140 MG Oral Capsule	700883	EXACT			2025-12-04
EU/1/10/617/032	19125745	temozolomide 140 MG Oral Capsule	700883	EXACT			2025-12-04
EU/1/10/617/033	19125747	temozolomide 180 MG Oral Capsule	700885	EXACT			2025-12-04
EU/1/10/617/034	19125747	temozolomide 180 MG Oral Capsule	700885	EXACT			2025-12-04
EU/1/10/617/035	19079717	temozolomide 250 MG Oral Capsule	313210	EXACT			2025-12-04
EU/1/10/617/036	19079717	temozolomide 250 MG Oral Capsule	313210	EXACT			2025-12-04
