ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/15/1044/001	EMEA/H/C/002611	95 mg / 23.75 mg	Modified-release capsule, hard	Oral use	bottle (HDPE)		25 capsules	Numient
EU/1/15/1044/002	EMEA/H/C/002611	95 mg / 23.75 mg	Modified-release capsule, hard	Oral use	bottle (HDPE)		100 capsules	Numient
EU/1/15/1044/003	EMEA/H/C/002611	95 mg / 23.75 mg	Modified-release capsule, hard	Oral use	bottle (HDPE)		240 capsules	Numient
EU/1/15/1044/004	EMEA/H/C/002611	145 mg / 36.25 mg	Modified-release capsule, hard	Oral use	bottle (HDPE)		25 capsules	Numient
EU/1/15/1044/005	EMEA/H/C/002611	145 mg / 36.25 mg	Modified-release capsule, hard	Oral use	bottle (HDPE)		100 capsules	Numient
EU/1/15/1044/006	EMEA/H/C/002611	145 mg / 36.25 mg	Modified-release capsule, hard	Oral use	bottle (HDPE)		240 capsules	Numient
EU/1/15/1044/007	EMEA/H/C/002611	195 mg / 48.75 mg	Modified-release capsule, hard	Oral use	bottle (HDPE)		25 capsules	Numient
EU/1/15/1044/008	EMEA/H/C/002611	195 mg / 48.75 mg	Modified-release capsule, hard	Oral use	bottle (HDPE)		100 capsules	Numient
EU/1/15/1044/009	EMEA/H/C/002611	195 mg / 48.75 mg	Modified-release capsule, hard	Oral use	bottle (HDPE)		240 capsules	Numient
EU/1/15/1044/010	EMEA/H/C/002611	245 mg / 61.25 mg	Modified-release capsule, hard	Oral use	bottle (HDPE)		25 capsules	Numient
EU/1/15/1044/011	EMEA/H/C/002611	245 mg / 61.25 mg	Modified-release capsule, hard	Oral use	bottle (HDPE)		100 capsules	Numient
EU/1/15/1044/012	EMEA/H/C/002611	245 mg / 61.25 mg	Modified-release capsule, hard	Oral use	bottle (HDPE)		240 capsules	Numient
