ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/10/649/001	EMEA/H/C/001226	75 mg	Film-coated tablet	Oral use	blister (alu/alu)		14 x 1 tablets	Clopidogrel Teva Pharma B.V.
EU/1/10/649/002	EMEA/H/C/001226	75 mg	Film-coated tablet	Oral use	blister (alu/alu)		28 x 1 tablets	Clopidogrel Teva Pharma B.V.
EU/1/10/649/003	EMEA/H/C/001226	75 mg	Film-coated tablet	Oral use	blister (alu/alu)		30 x 1 tablets	Clopidogrel Teva Pharma B.V.
EU/1/10/649/004	EMEA/H/C/001226	75 mg	Film-coated tablet	Oral use	blister (alu/alu)		50 x 1 tablets	Clopidogrel Teva Pharma B.V.
EU/1/10/649/005	EMEA/H/C/001226	75 mg	Film-coated tablet	Oral use	blister (alu/alu)		84 x 1 tablets	Clopidogrel Teva Pharma B.V.
EU/1/10/649/006	EMEA/H/C/001226	75 mg	Film-coated tablet	Oral use	blister (alu/alu)		90 x 1 tablets	Clopidogrel Teva Pharma B.V.
EU/1/10/649/007	EMEA/H/C/001226	75 mg	Film-coated tablet	Oral use	blister (alu/alu)		100 x 1 tablets	Clopidogrel Teva Pharma B.V.
EU/1/10/649/008	EMEA/H/C/001226	75 mg	Film-coated tablet	Oral use	blister(alu/alu)-peelable		14 x 1 tablets	Clopidogrel Teva Pharma B.V.
EU/1/10/649/009	EMEA/H/C/001226	75 mg	Film-coated tablet	Oral use	blister(alu/alu)-peelable		28 x 1 tablets	Clopidogrel Teva Pharma B.V.
EU/1/10/649/010	EMEA/H/C/001226	75 mg	Film-coated tablet	Oral use	blister(alu/alu)-peelable		30 x 1 tablets	Clopidogrel Teva Pharma B.V.
EU/1/10/649/011	EMEA/H/C/001226	75 mg	Film-coated tablet	Oral use	blister(alu/alu)-peelable		50 x 1 tablets	Clopidogrel Teva Pharma B.V.
EU/1/10/649/012	EMEA/H/C/001226	75 mg	Film-coated tablet	Oral use	blister(alu/alu)-peelable		84 x 1 tablets	Clopidogrel Teva Pharma B.V.
EU/1/10/649/013	EMEA/H/C/001226	75 mg	Film-coated tablet	Oral use	blister(alu/alu)-peelable		90 x 1 tablets	Clopidogrel Teva Pharma B.V.
EU/1/10/649/014	EMEA/H/C/001226	75 mg	Film-coated tablet	Oral use	blister(alu/alu)-peelable		100 x 1 tablets	Clopidogrel Teva Pharma B.V.
EU/1/10/649/015	EMEA/H/C/001226	75 mg	Film-coated tablet	Oral use	bottle (HDPE)		30 tablets	Clopidogrel Teva Pharma B.V.
EU/1/10/649/016	EMEA/H/C/001226	75 mg	Film-coated tablet	Oral use	bottle (HDPE)		100 tablets	Clopidogrel Teva Pharma B.V.
