ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/25/1962/001	EMEA/H/C/006220	60 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE/alu)		28 tablets	Rezdiffra
EU/1/25/1962/002	EMEA/H/C/006220	80 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE/alu)		28 tablets	Rezdiffra
EU/1/25/1962/003	EMEA/H/C/006220	100 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE/alu)		28 tablets	Rezdiffra
