ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/14/942/001				 	EU-only combination product; no RxNorm concept exists for clopidogrel/aspirin fixed-dose combination	clopidogrel 75 MG / aspirin 75 MG Oral Tablet	2026-02-11
EU/1/14/942/002				 	EU-only combination product; no RxNorm concept exists for clopidogrel/aspirin fixed-dose combination	clopidogrel 75 MG / aspirin 75 MG Oral Tablet	2026-02-11
EU/1/14/942/003				 	EU-only combination product; no RxNorm concept exists for clopidogrel/aspirin fixed-dose combination	clopidogrel 75 MG / aspirin 75 MG Oral Tablet	2026-02-11
EU/1/14/942/004				 	EU-only combination product; no RxNorm concept exists for clopidogrel/aspirin fixed-dose combination	clopidogrel 75 MG / aspirin 75 MG Oral Tablet	2026-02-11
EU/1/14/942/005				 	EU-only combination product; no RxNorm concept exists for clopidogrel/aspirin fixed-dose combination	clopidogrel 75 MG / aspirin 75 MG Oral Tablet	2026-02-11
EU/1/14/942/006				 	EU-only combination product; no RxNorm concept exists for clopidogrel/aspirin fixed-dose combination	clopidogrel 75 MG / aspirin 100 MG Oral Tablet	2026-02-11
EU/1/14/942/007				 	EU-only combination product; no RxNorm concept exists for clopidogrel/aspirin fixed-dose combination	clopidogrel 75 MG / aspirin 100 MG Oral Tablet	2026-02-11
EU/1/14/942/008				 	EU-only combination product; no RxNorm concept exists for clopidogrel/aspirin fixed-dose combination	clopidogrel 75 MG / aspirin 100 MG Oral Tablet	2026-02-11
EU/1/14/942/009				 	EU-only combination product; no RxNorm concept exists for clopidogrel/aspirin fixed-dose combination	clopidogrel 75 MG / aspirin 100 MG Oral Tablet	2026-02-11
EU/1/14/942/010				 	EU-only combination product; no RxNorm concept exists for clopidogrel/aspirin fixed-dose combination	clopidogrel 75 MG / aspirin 100 MG Oral Tablet	2026-02-11
EU/1/14/942/011				 	EU-only combination product; no RxNorm concept exists for clopidogrel/aspirin fixed-dose combination	clopidogrel 75 MG / aspirin 100 MG Oral Tablet	2026-02-11
EU/1/14/942/012				 	EU-only combination product; no RxNorm concept exists for clopidogrel/aspirin fixed-dose combination	clopidogrel 75 MG / aspirin 100 MG Oral Tablet	2026-02-11
EU/1/14/942/013				 	EU-only combination product; no RxNorm concept exists for clopidogrel/aspirin fixed-dose combination	clopidogrel 75 MG / aspirin 100 MG Oral Tablet	2026-02-11
EU/1/14/942/014				 	EU-only combination product; no RxNorm concept exists for clopidogrel/aspirin fixed-dose combination	clopidogrel 75 MG / aspirin 100 MG Oral Tablet	2026-02-11
