cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	biosimilar	radiofarmaco
652439	69179	TOPIRAMATO SANDOZ 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Topiramato 50 mg comprimido	50 mg	Frasco	60	comprimido	TOPIRAMATO 50 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N03AX11 - Topiramato	SANDOZ FARMACEUTICA S.A.	0	0	0
652447	69178	TOPIRAMATO SANDOZ 25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Topiramato 25 mg comprimido	25 mg	Frasco	60	comprimido	TOPIRAMATO 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N03AX11 - Topiramato	SANDOZ FARMACEUTICA S.A.	0	0	0
652454	69356	TOPIRAMATO SANDOZ 200 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Topiramato 200 mg comprimido	200 mg	Frasco	60	comprimido	TOPIRAMATO 200 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N03AX11 - Topiramato	SANDOZ FARMACEUTICA S.A.	0	0	0
652462	69177	TOPIRAMATO SANDOZ 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Topiramato 100 mg comprimido	100 mg	Frasco	60	comprimido	TOPIRAMATO 100 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N03AX11 - Topiramato	SANDOZ FARMACEUTICA S.A.	0	0	0
658714	68591	TOPIRAMATO STADA 25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Topiramato 25 mg comprimido	25 mg	Frasco	60	comprimido	TOPIRAMATO 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N03AX11 - Topiramato	LABORATORIO STADA S.L.	0	0	0
658717	68592	TOPIRAMATO STADA 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Topiramato 50 mg comprimido	50 mg	Frasco	60	comprimido	TOPIRAMATO 50 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N03AX11 - Topiramato	LABORATORIO STADA S.L.	0	0	0
658719	68593	TOPIRAMATO STADA 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Topiramato 100 mg comprimido	100 mg	Frasco	60	comprimido	TOPIRAMATO 100 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N03AX11 - Topiramato	LABORATORIO STADA S.L.	0	0	0
658721	68594	TOPIRAMATO STADA 200 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Topiramato 200 mg comprimido	200 mg	Frasco	60	comprimido	TOPIRAMATO 200 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N03AX11 - Topiramato	LABORATORIO STADA S.L.	0	0	0
658835	68666	TOPIBRAIN 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA	Topiramato 100 mg comprimido	100 mg	Frasco	60	comprimido	TOPIRAMATO 100 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N03AX11 - Topiramato	FERRER INTERNACIONAL S.A.	0	0	0
658860	68681	TOPIRAMATO KERN PHARMA 25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Topiramato 25 mg comprimido	25 mg	Frasco	60	comprimido	TOPIRAMATO 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N03AX11 - Topiramato	KERN PHARMA S.L.	0	0	0
658861	68682	TOPIRAMATO KERN PHARMA  50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Topiramato 50 mg comprimido	50 mg	Frasco	60	comprimido	TOPIRAMATO 50 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N03AX11 - Topiramato	KERN PHARMA S.L.	0	0	0
658862	68683	TOPIRAMATO KERN PHARMA 200 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Topiramato 200 mg comprimido	200 mg	Frasco	60	comprimido	TOPIRAMATO 200 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N03AX11 - Topiramato	KERN PHARMA S.L.	0	0	0
658865	68685	TOPIRAMATO FARMALIDER 25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Topiramato 25 mg comprimido	25 mg	Frasco	60	comprimido	TOPIRAMATO 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N03AX11 - Topiramato	FARMALIDER S.A.	0	0	0
658866	68686	TOPIRAMATO FARMALIDER 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Topiramato 50 mg comprimido	50 mg	Frasco	60	comprimido	TOPIRAMATO 50 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N03AX11 - Topiramato	FARMALIDER S.A.	0	0	0
658867	68687	TOPIRAMATO FARMALIDER 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Topiramato 100 mg comprimido	100 mg	Frasco	60	comprimido	TOPIRAMATO 100 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N03AX11 - Topiramato	FARMALIDER S.A.	0	0	0
658868	68688	TOPIRAMATO FARMALIDER 200 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Topiramato 200 mg comprimido	200 mg	Blister	60	comprimido	TOPIRAMATO 200 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N03AX11 - Topiramato	FARMALIDER S.A.	0	0	0
658916	68723	TOPIRAMATO KERN PHARMA 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Topiramato 100 mg comprimido	100 mg	Frasco	60	comprimido	TOPIRAMATO 100 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N03AX11 - Topiramato	KERN PHARMA S.L.	0	0	0
659265	68930	TOPIRAMATO TEVA 25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Topiramato 25 mg comprimido	25 mg	Blister	60	comprimido	TOPIRAMATO 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N03AX11 - Topiramato	TEVA PHARMA S.L.U.	0	0	0
