ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name	display_name	eu_group_number	active_substance	international_non_proprietary_name	atc_code_human	marketing_authorisation_developer_applicant_holder	medicine_url	medicine_status
EU/1/17/1230/001	EMEA/H/C/004443	50 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		14 tablets	lacosamide-accord	Lacosamide Accord	EU/1/17/1230	lacosamide	lacosamide	N03AX18	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/lacosamide-accord	Authorised
EU/1/17/1230/002	EMEA/H/C/004443	50 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		56 tablets	lacosamide-accord	Lacosamide Accord	EU/1/17/1230	lacosamide	lacosamide	N03AX18	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/lacosamide-accord	Authorised
EU/1/17/1230/003	EMEA/H/C/004443	50 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		60 tablets	lacosamide-accord	Lacosamide Accord	EU/1/17/1230	lacosamide	lacosamide	N03AX18	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/lacosamide-accord	Authorised
EU/1/17/1230/004	EMEA/H/C/004443	50 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		168 tablets	lacosamide-accord	Lacosamide Accord	EU/1/17/1230	lacosamide	lacosamide	N03AX18	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/lacosamide-accord	Authorised
EU/1/17/1230/005	EMEA/H/C/004443	100 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		14 tablets	lacosamide-accord	Lacosamide Accord	EU/1/17/1230	lacosamide	lacosamide	N03AX18	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/lacosamide-accord	Authorised
EU/1/17/1230/006	EMEA/H/C/004443	100 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		56 tablets	lacosamide-accord	Lacosamide Accord	EU/1/17/1230	lacosamide	lacosamide	N03AX18	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/lacosamide-accord	Authorised
EU/1/17/1230/007	EMEA/H/C/004443	100 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		60 tablets	lacosamide-accord	Lacosamide Accord	EU/1/17/1230	lacosamide	lacosamide	N03AX18	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/lacosamide-accord	Authorised
EU/1/17/1230/008	EMEA/H/C/004443	100 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		168 tablets	lacosamide-accord	Lacosamide Accord	EU/1/17/1230	lacosamide	lacosamide	N03AX18	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/lacosamide-accord	Authorised
EU/1/17/1230/009	EMEA/H/C/004443	150 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		14 tablets	lacosamide-accord	Lacosamide Accord	EU/1/17/1230	lacosamide	lacosamide	N03AX18	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/lacosamide-accord	Authorised
EU/1/17/1230/010	EMEA/H/C/004443	150 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		56 tablets	lacosamide-accord	Lacosamide Accord	EU/1/17/1230	lacosamide	lacosamide	N03AX18	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/lacosamide-accord	Authorised
EU/1/17/1230/011	EMEA/H/C/004443	150 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		60 tablets	lacosamide-accord	Lacosamide Accord	EU/1/17/1230	lacosamide	lacosamide	N03AX18	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/lacosamide-accord	Authorised
EU/1/17/1230/012	EMEA/H/C/004443	150 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		168 tablets	lacosamide-accord	Lacosamide Accord	EU/1/17/1230	lacosamide	lacosamide	N03AX18	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/lacosamide-accord	Authorised
EU/1/17/1230/013	EMEA/H/C/004443	200 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		14 tablets	lacosamide-accord	Lacosamide Accord	EU/1/17/1230	lacosamide	lacosamide	N03AX18	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/lacosamide-accord	Authorised
EU/1/17/1230/014	EMEA/H/C/004443	200 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		56 tablets	lacosamide-accord	Lacosamide Accord	EU/1/17/1230	lacosamide	lacosamide	N03AX18	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/lacosamide-accord	Authorised
EU/1/17/1230/015	EMEA/H/C/004443	200 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		60 tablets	lacosamide-accord	Lacosamide Accord	EU/1/17/1230	lacosamide	lacosamide	N03AX18	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/lacosamide-accord	Authorised
EU/1/17/1230/016	EMEA/H/C/004443	200 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		168 tablets	lacosamide-accord	Lacosamide Accord	EU/1/17/1230	lacosamide	lacosamide	N03AX18	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/lacosamide-accord	Authorised
EU/1/17/1230/017	EMEA/H/C/004443	50 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		14 x 1 tablets (unit dose)	lacosamide-accord	Lacosamide Accord	EU/1/17/1230	lacosamide	lacosamide	N03AX18	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/lacosamide-accord	Authorised
EU/1/17/1230/018	EMEA/H/C/004443	50 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		56 x 1 tablets (unit dose)	lacosamide-accord	Lacosamide Accord	EU/1/17/1230	lacosamide	lacosamide	N03AX18	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/lacosamide-accord	Authorised
EU/1/17/1230/019	EMEA/H/C/004443	100 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		14 x 1 tablets (unit dose)	lacosamide-accord	Lacosamide Accord	EU/1/17/1230	lacosamide	lacosamide	N03AX18	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/lacosamide-accord	Authorised
EU/1/17/1230/020	EMEA/H/C/004443	100 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		56 x 1 tablets (unit dose)	lacosamide-accord	Lacosamide Accord	EU/1/17/1230	lacosamide	lacosamide	N03AX18	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/lacosamide-accord	Authorised
EU/1/17/1230/021	EMEA/H/C/004443	150 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		14 x 1 tablets (unit dose)	lacosamide-accord	Lacosamide Accord	EU/1/17/1230	lacosamide	lacosamide	N03AX18	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/lacosamide-accord	Authorised
EU/1/17/1230/022	EMEA/H/C/004443	150 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		56 x 1 tablets (unit dose)	lacosamide-accord	Lacosamide Accord	EU/1/17/1230	lacosamide	lacosamide	N03AX18	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/lacosamide-accord	Authorised
EU/1/17/1230/023	EMEA/H/C/004443	200 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		14 x 1 tablets (unit dose)	lacosamide-accord	Lacosamide Accord	EU/1/17/1230	lacosamide	lacosamide	N03AX18	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/lacosamide-accord	Authorised
EU/1/17/1230/024	EMEA/H/C/004443	200 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		56 x 1 tablets (unit dose)	lacosamide-accord	Lacosamide Accord	EU/1/17/1230	lacosamide	lacosamide	N03AX18	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/lacosamide-accord	Authorised
EU/1/17/1230/025	EMEA/H/C/004443	50 mg + 100 mg + 150 mg + 200 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/alu)		initiation pack: 14 tablets + 14 tablets + 14 tablets +14 tablets	lacosamide-accord	Lacosamide Accord	EU/1/17/1230	lacosamide	lacosamide	N03AX18	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/lacosamide-accord	Authorised
