cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	sw_generico	biosimilar	radiofarmaco
601286	62203	GENTAMICINA NORMON 80 mg/ 80 ml, solucion para perfusion EFG	Gentamicina 80 mg inyectable perfusión 80 ml	1 mg/ml inyectable 80 ml	Frasco	50	frasco perfusión	GENTAMICINA SULFATO 1 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	J01GB03 - Gentamicina	LABORATORIOS NORMON S.A.	0	1	0	0
606088	62203	GENTAMICINA NORMON 80 mg/ 80 ml, solucion para perfusion EFG	Gentamicina 80 mg inyectable perfusión 80 ml	1 mg/ml inyectable 80 ml	Bolsa	50	bolsa perfusión	GENTAMICINA SULFATO 1 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	J01GB03 - Gentamicina	LABORATORIOS NORMON S.A.	0	1	0	0
617308	63854	GENTAMICINA BRAUN 3 MG/ML SOLUCION PARA PERFUSION	Gentamicina 240 mg inyectable perfusión 80 ml	3 mg/ml inyectable 80 ml	Envase	20	frasco perfusión	GENTAMICINA 3 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	J01GB03 - Gentamicina	B BRAUN MEDICAL S.A.	0	0	0	0
624577	54324	GENTA GOBENS 80 MG/ML SOLUCION INYECTABLE Y PARA PERFUSION	Gentamicina 240 mg inyectable 3 ml	240 mg	Vial	50	vial para inyección	GENTAMICINA SULFATO 80 mg	VÍA INTRAMUSCULAR|VÍA INTRAVENOSA	SOLUCIÓN INYECTABLE Y PARA PERFUSIÓN	J01GB03 - Gentamicina	LABORATORIOS NORMON S.A.	0	0	0	0
624593	51886	GENTA GOBENS 20 MG/ML SOLUCION INYECTABLE Y PARA PERFUSION	Gentamicina 40 mg inyectable 2 ml	40 mg	Vial	100	vial para inyección	GENTAMICINA SULFATO 20 mg	VÍA INTRAMUSCULAR|VÍA INTRAVENOSA	SOLUCIÓN INYECTABLE Y PARA PERFUSIÓN	J01GB03 - Gentamicina	LABORATORIOS NORMON S.A.	0	0	0	0
624601	51885	GENTA GOBENS 40 MG/ML SOLUCION INYECTABLE Y PARA PERFUSION	Gentamicina 80 mg inyectable 2 ml	80 mg	Vial	100	vial para inyección	GENTAMICINA SULFATO 40 mg	VÍA INTRAMUSCULAR|VÍA INTRAVENOSA	SOLUCIÓN INYECTABLE Y PARA PERFUSIÓN	J01GB03 - Gentamicina	LABORATORIOS NORMON S.A.	0	0	0	0
653470	50958	COLIRCUSI GENTAMICINA 3mg/ml COLIRIO EN SOLUCION	Gentamicina 3 mg/ml colirio	3 mg/ml	Envase cuentagotas	10	ml	GENTAMICINA SULFATO 3 mg	VÍA OFTÁLMICA	COLIRIO EN SOLUCIÓN	S01AA11 - Gentamicina	NTC S.R.L.	0	0	0	0
653536	52662	OFTALMOLOSA CUSI GENTAMICINA 3mg/g POMADA OFTALMICA	Gentamicina 3 mg/g pomada oftálmica	3 mg/g	Tubo	5	g	GENTAMICINA SULFATO 3 mg	VÍA OFTÁLMICA	POMADA OFTÁLMICA	S01AA11 - Gentamicina	NTC S.R.L.	0	0	0	0
657387	62203	GENTAMICINA NORMON 80 mg/ 80 ml, solucion para perfusion EFG	Gentamicina 80 mg inyectable perfusión 80 ml	1 mg/ml inyectable 80 ml	Frasco	1	frasco perfusión	GENTAMICINA SULFATO 1 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	J01GB03 - Gentamicina	LABORATORIOS NORMON S.A.	0	1	0	0
763011	54324	GENTA GOBENS 80 MG/ML SOLUCION INYECTABLE Y PARA PERFUSION	Gentamicina 240 mg inyectable 3 ml	240 mg	Vial	1	vial para inyección	GENTAMICINA SULFATO 80 mg	VÍA INTRAMUSCULAR|VÍA INTRAVENOSA	SOLUCIÓN INYECTABLE Y PARA PERFUSIÓN	J01GB03 - Gentamicina	LABORATORIOS NORMON S.A.	0	0	0	0
882811	51886	GENTA GOBENS 20 MG/ML SOLUCION INYECTABLE Y PARA PERFUSION	Gentamicina 40 mg inyectable 2 ml	40 mg	Vial	1	vial para inyección	GENTAMICINA SULFATO 20 mg	VÍA INTRAMUSCULAR|VÍA INTRAVENOSA	SOLUCIÓN INYECTABLE Y PARA PERFUSIÓN	J01GB03 - Gentamicina	LABORATORIOS NORMON S.A.	0	0	0	0
999037	51885	GENTA GOBENS 40 MG/ML SOLUCION INYECTABLE Y PARA PERFUSION	Gentamicina 80 mg inyectable 2 ml	80 mg	Vial	1	vial para inyección	GENTAMICINA SULFATO 40 mg	VÍA INTRAMUSCULAR|VÍA INTRAVENOSA	SOLUCIÓN INYECTABLE Y PARA PERFUSIÓN	J01GB03 - Gentamicina	LABORATORIOS NORMON S.A.	0	0	0	0
