ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/16/1145/001	EMEA/H/C/004217	5 mg	film-coated tablet	Oral use	blister (OPA/Alu/PVC)		14 tablets	Ivabradine JensonR
EU/1/16/1145/002	EMEA/H/C/004217	5 mg	film-coated tablet	Oral use	blister (OPA/Alu/PVC)		14 x 1 tablets (unit dose)	Ivabradine JensonR
EU/1/16/1145/003	EMEA/H/C/004217	5 mg	film-coated tablet	Oral use	blister (OPA/Alu/PVC)		28 tablets	Ivabradine JensonR
EU/1/16/1145/004	EMEA/H/C/004217	5 mg	film-coated tablet	Oral use	blister (OPA/Alu/PVC)		56 tablets	Ivabradine JensonR
EU/1/16/1145/005	EMEA/H/C/004217	5 mg	film-coated tablet	Oral use	blister (OPA/Alu/PVC)		56 x 1 tablets (unit dose)	Ivabradine JensonR
EU/1/16/1145/006	EMEA/H/C/004217	5 mg	film-coated tablet	Oral use	blister (OPA/Alu/PVC)		98 tablets	Ivabradine JensonR
EU/1/16/1145/007	EMEA/H/C/004217	5 mg	film-coated tablet	Oral use	blister (OPA/Alu/PVC)		112 tablets	Ivabradine JensonR
EU/1/16/1145/008	EMEA/H/C/004217	5 mg	film-coated tablet	Oral use	blister (PVC/aclar)		14 tablets	Ivabradine JensonR
EU/1/16/1145/009	EMEA/H/C/004217	5 mg	film-coated tablet	Oral use	blister (PVC/aclar)		14 x 1 tablets (unit dose)	Ivabradine JensonR
EU/1/16/1145/010	EMEA/H/C/004217	5 mg	film-coated tablet	Oral use	blister (PVC/aclar)		28 tablets	Ivabradine JensonR
EU/1/16/1145/011	EMEA/H/C/004217	5 mg	film-coated tablet	Oral use	blister (PVC/aclar)		56 tablets	Ivabradine JensonR
EU/1/16/1145/012	EMEA/H/C/004217	5 mg	film-coated tablet	Oral use	blister (PVC/aclar)		56 x 1 tablets (unit dose)	Ivabradine JensonR
EU/1/16/1145/013	EMEA/H/C/004217	5 mg	film-coated tablet	Oral use	blister (PVC/aclar)		98 tablets	Ivabradine JensonR
EU/1/16/1145/014	EMEA/H/C/004217	5 mg	film-coated tablet	Oral use	blister (PVC/aclar)		112 tablets	Ivabradine JensonR
EU/1/16/1145/015	EMEA/H/C/004217	5 mg	film-coated tablet	Oral use	bottle (HDPE)		56 tablets	Ivabradine JensonR
EU/1/16/1145/016	EMEA/H/C/004217	5 mg	film-coated tablet	Oral use	bottle (HDPE)		98 tablets	Ivabradine JensonR
EU/1/16/1145/017	EMEA/H/C/004217	5 mg	film-coated tablet	Oral use	bottle (HDPE)		100 tablets	Ivabradine JensonR
EU/1/16/1145/018	EMEA/H/C/004217	7.5 mg	film-coated tablet	Oral use	blister (OPA/Alu/PVC)		14 tablets	Ivabradine JensonR
EU/1/16/1145/019	EMEA/H/C/004217	7.5 mg	film-coated tablet	Oral use	blister (OPA/Alu/PVC)		14 x 1 tablets (unit dose)	Ivabradine JensonR
EU/1/16/1145/020	EMEA/H/C/004217	7.5 mg	film-coated tablet	Oral use	blister (OPA/Alu/PVC)		28 tablets	Ivabradine JensonR
EU/1/16/1145/021	EMEA/H/C/004217	7.5 mg	film-coated tablet	Oral use	blister (OPA/Alu/PVC)		56 tablets	Ivabradine JensonR
EU/1/16/1145/022	EMEA/H/C/004217	7.5 mg	film-coated tablet	Oral use	blister (OPA/Alu/PVC)		56 x 1 tablets (unit dose)	Ivabradine JensonR
EU/1/16/1145/023	EMEA/H/C/004217	7.5 mg	film-coated tablet	Oral use	blister (OPA/Alu/PVC)		98 tablets	Ivabradine JensonR
EU/1/16/1145/024	EMEA/H/C/004217	7.5 mg	film-coated tablet	Oral use	blister (OPA/Alu/PVC)		112 tablets	Ivabradine JensonR
EU/1/16/1145/025	EMEA/H/C/004217	7.5 mg	film-coated tablet	Oral use	blister (PVC/aclar)		14 tablets	Ivabradine JensonR
EU/1/16/1145/026	EMEA/H/C/004217	7.5 mg	film-coated tablet	Oral use	blister (PVC/aclar)		14 x 1 tablets (unit dose)	Ivabradine JensonR
EU/1/16/1145/027	EMEA/H/C/004217	7.5 mg	film-coated tablet	Oral use	blister (PVC/aclar)		28 tablets	Ivabradine JensonR
EU/1/16/1145/028	EMEA/H/C/004217	7.5 mg	film-coated tablet	Oral use	blister (PVC/aclar)		56 tablets	Ivabradine JensonR
EU/1/16/1145/029	EMEA/H/C/004217	7.5 mg	film-coated tablet	Oral use	blister (PVC/aclar)		56 x 1 tablets (unit dose)	Ivabradine JensonR
EU/1/16/1145/030	EMEA/H/C/004217	7.5 mg	film-coated tablet	Oral use	blister (PVC/aclar)		98 tablets	Ivabradine JensonR
EU/1/16/1145/031	EMEA/H/C/004217	7.5 mg	film-coated tablet	Oral use	blister (PVC/aclar)		112 tablets	Ivabradine JensonR
EU/1/16/1145/032	EMEA/H/C/004217	7.5 mg	film-coated tablet	Oral use	bottle (HDPE)		56 tablets	Ivabradine JensonR
EU/1/16/1145/033	EMEA/H/C/004217	7.5 mg	film-coated tablet	Oral use	bottle (HDPE)		98 tablets	Ivabradine JensonR
EU/1/16/1145/034	EMEA/H/C/004217	7.5 mg	film-coated tablet	Oral use	bottle (HDPE)		100 tablets	Ivabradine JensonR
