ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/04/279/052	EMEA/H/C/000546	75 mg	Orodispersible tablet	Oral use	blister (PVC/PVDC/alu)		200 tablets	Lyrica
EU/1/04/279/053	EMEA/H/C/000546	150 mg	Orodispersible tablet	Oral use	blister (PVC/PVDC/alu)		20 tablets	Lyrica
EU/1/04/279/054	EMEA/H/C/000546	150 mg	Orodispersible tablet	Oral use	blister (PVC/PVDC/alu)		60 tablets	Lyrica
EU/1/04/279/055	EMEA/H/C/000546	150 mg	Orodispersible tablet	Oral use	blister (PVC/PVDC/alu)		200 tablets	Lyrica
EU/1/04/279/056	EMEA/H/C/000546	25 mg	Orodispersible tablet	Oral use	blister (alu/alu)		20 tablets	Lyrica
EU/1/04/279/057	EMEA/H/C/000546	25 mg	Orodispersible tablet	Oral use	blister (alu/alu)		60 tablets	Lyrica
EU/1/04/279/058	EMEA/H/C/000546	25 mg	Orodispersible tablet	Oral use	blister (alu/alu)		200 tablets	Lyrica
EU/1/04/279/059	EMEA/H/C/000546	75 mg	Orodispersible tablet	Oral use	blister (alu/alu)		20 tablets	Lyrica
EU/1/04/279/060	EMEA/H/C/000546	75 mg	Orodispersible tablet	Oral use	blister (alu/alu)		60 tablets	Lyrica
EU/1/04/279/061	EMEA/H/C/000546	75 mg	Orodispersible tablet	Oral use	blister (alu/alu)		200 tablets	Lyrica
EU/1/04/279/062	EMEA/H/C/000546	150 mg	Orodispersible tablet	Oral use	blister (alu/alu)		20 tablets	Lyrica
EU/1/04/279/063	EMEA/H/C/000546	150 mg	Orodispersible tablet	Oral use	blister (alu/alu)		60 tablets	Lyrica
EU/1/04/279/064	EMEA/H/C/000546	150 mg	Orodispersible tablet	Oral use	blister (alu/alu)		200 tablets	Lyrica
