ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/04/279/001	EMEA/H/C/000546	25 mg	Capsule, hard	Oral use	blister (PVC/alu)		14 capsules	Lyrica
EU/1/04/279/002	EMEA/H/C/000546	25 mg	Capsule, hard	Oral use	blister (PVC/alu)		21 capsules	Lyrica
EU/1/04/279/003	EMEA/H/C/000546	25 mg	Capsule, hard	Oral use	blister (PVC/alu)		56 capsules	Lyrica
EU/1/04/279/004	EMEA/H/C/000546	25 mg	Capsule, hard	Oral use	blister (PVC/alu)		84 capsules	Lyrica
EU/1/04/279/005	EMEA/H/C/000546	25 mg	Capsule, hard	Oral use	blister (PVC/alu)		100 x 1 capsules (unit dose)	Lyrica
EU/1/04/279/006	EMEA/H/C/000546	50 mg	Capsule, hard	Oral use	blister (PVC/alu)		14 capsules	Lyrica
EU/1/04/279/007	EMEA/H/C/000546	50 mg	Capsule, hard	Oral use	blister (PVC/alu)		21 capsules	Lyrica
EU/1/04/279/008	EMEA/H/C/000546	50 mg	Capsule, hard	Oral use	blister (PVC/alu)		56 capsules	Lyrica
EU/1/04/279/009	EMEA/H/C/000546	50 mg	Capsule, hard	Oral use	blister (PVC/alu)		84 capsules	Lyrica
EU/1/04/279/010	EMEA/H/C/000546	50 mg	Capsule, hard	Oral use	blister (PVC/alu)		100 x 1 capsules (unit dose)	Lyrica
EU/1/04/279/011	EMEA/H/C/000546	75 mg	Capsule, hard	Oral use	blister (PVC/alu)		14 capsules	Lyrica
EU/1/04/279/012	EMEA/H/C/000546	75 mg	Capsule, hard	Oral use	blister (PVC/alu)		56 capsules	Lyrica
EU/1/04/279/013	EMEA/H/C/000546	75 mg	Capsule, hard	Oral use	blister (PVC/alu)		100 x 1 capsules (unit dose)	Lyrica
EU/1/04/279/014	EMEA/H/C/000546	100 mg	Capsule, hard	Oral use	blister (PVC/alu)		21 capsules	Lyrica
EU/1/04/279/015	EMEA/H/C/000546	100 mg	Capsule, hard	Oral use	blister (PVC/alu)		84 capsules	Lyrica
EU/1/04/279/016	EMEA/H/C/000546	100 mg	Capsule, hard	Oral use	blister (PVC/alu)		100 x 1 capsules (unit dose)	Lyrica
EU/1/04/279/017	EMEA/H/C/000546	150 mg	Capsule, hard	Oral use	blister (PVC/alu)		14 capsules	Lyrica
EU/1/04/279/018	EMEA/H/C/000546	150 mg	Capsule, hard	Oral use	blister (PVC/alu)		56 capsules	Lyrica
EU/1/04/279/019	EMEA/H/C/000546	150 mg	Capsule, hard	Oral use	blister (PVC/alu)		100 x 1 capsules (unit dose)	Lyrica
EU/1/04/279/020	EMEA/H/C/000546	200 mg	Capsule, hard	Oral use	blister (PVC/alu)		21 capsules	Lyrica
EU/1/04/279/021	EMEA/H/C/000546	200 mg	Capsule, hard	Oral use	blister (PVC/alu)		84 capsules	Lyrica
EU/1/04/279/022	EMEA/H/C/000546	200 mg	Capsule, hard	Oral use	blister (PVC/alu)		100 x 1 capsules (unit dose)	Lyrica
EU/1/04/279/023	EMEA/H/C/000546	300 mg	Capsule, hard	Oral use	blister (PVC/alu)		14 capsules	Lyrica
EU/1/04/279/024	EMEA/H/C/000546	300 mg	Capsule, hard	Oral use	blister (PVC/alu)		56 capsules	Lyrica
EU/1/04/279/025	EMEA/H/C/000546	300 mg	Capsule, hard	Oral use	blister (PVC/alu)		100 x 1 capsules (unit dose)	Lyrica
EU/1/04/279/026	EMEA/H/C/000546	25 mg	Capsule, hard	Oral use	blister (PVC/alu)		112 capsules	Lyrica
EU/1/04/279/027	EMEA/H/C/000546	75 mg	Capsule, hard	Oral use	blister (PVC/alu)		112 capsules	Lyrica
EU/1/04/279/028	EMEA/H/C/000546	150 mg	Capsule, hard	Oral use	blister (PVC/alu)		112 capsules	Lyrica
EU/1/04/279/029	EMEA/H/C/000546	300 mg	Capsule, hard	Oral use	blister (PVC/alu)		112 capsules	Lyrica
EU/1/04/279/030	EMEA/H/C/000546	75 mg	Capsule, hard	Oral use	bottle (HDPE)		200 capsules	Lyrica
EU/1/04/279/031	EMEA/H/C/000546	150 mg	Capsule, hard	Oral use	bottle (HDPE)		200 capsules	Lyrica
EU/1/04/279/032	EMEA/H/C/000546	300 mg	Capsule, hard	Oral use	bottle (HDPE)		200 capsules	Lyrica
EU/1/04/279/033	EMEA/H/C/000546	225 mg	Capsule, hard	Oral use	blister (PVC/alu)		14 capsules	Lyrica
EU/1/04/279/034	EMEA/H/C/000546	225 mg	Capsule, hard	Oral use	blister (PVC/alu)		56 capsules	Lyrica
EU/1/04/279/035	EMEA/H/C/000546	225 mg	Capsule, hard	Oral use	blister (PVC/alu)		100 x 1 capsules (unit dose)	Lyrica
EU/1/04/279/036	EMEA/H/C/000546	25 mg	Capsule, hard	Oral use	blister (PVC/alu)		100 capsules	Lyrica
EU/1/04/279/037	EMEA/H/C/000546	50 mg	Capsule, hard	Oral use	blister (PVC/alu)		100 capsules	Lyrica
EU/1/04/279/038	EMEA/H/C/000546	75 mg	Capsule, hard	Oral use	blister (PVC/alu)		100 capsules	Lyrica
EU/1/04/279/039	EMEA/H/C/000546	100 mg	Capsule, hard	Oral use	blister (PVC/alu)		100 capsules	Lyrica
EU/1/04/279/040	EMEA/H/C/000546	150 mg	Capsule, hard	Oral use	blister (PVC/alu)		100 capsules	Lyrica
EU/1/04/279/041	EMEA/H/C/000546	200 mg	Capsule, hard	Oral use	blister (PVC/alu)		100 capsules	Lyrica
EU/1/04/279/042	EMEA/H/C/000546	225 mg	Capsule, hard	Oral use	blister (PVC/alu)		100 capsules	Lyrica
EU/1/04/279/043	EMEA/H/C/000546	300 mg	Capsule, hard	Oral use	blister (PVC/alu)		100 capsules	Lyrica
EU/1/04/279/044	EMEA/H/C/000546	20 mg/ml	Oral solution	Oral use	bottle (HDPE)	473 ml	1 bottle + 1 syringe + 1 bottle adapter	Lyrica
EU/1/04/279/045	EMEA/H/C/000546	75 mg	Capsule, hard	Oral use	blister (PVC/alu)		70 capsules	Lyrica
EU/1/04/279/046	EMEA/H/C/000546	25 mg	Capsule, hard	Oral use	bottle (HDPE)		200 capsules	Lyrica
EU/1/04/279/047	EMEA/H/C/000546	25 mg	Orodispersible tablet	Oral use	blister (PVC/PVDC/alu)		20 tablets	Lyrica
EU/1/04/279/048	EMEA/H/C/000546	25 mg	Orodispersible tablet	Oral use	blister (PVC/PVDC/alu)		60 tablets	Lyrica
EU/1/04/279/049	EMEA/H/C/000546	25 mg	Orodispersible tablet	Oral use	blister (PVC/PVDC/alu)		200 tablets	Lyrica
EU/1/04/279/050	EMEA/H/C/000546	75 mg	Orodispersible tablet	Oral use	blister (PVC/PVDC/alu)		20 tablets	Lyrica
EU/1/04/279/051	EMEA/H/C/000546	75 mg	Orodispersible tablet	Oral use	blister (PVC/PVDC/alu)		60 tablets	Lyrica
