ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/11/721/001	EMEA/H/C/002309	15 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu)		14 tablets	Paglitaz
EU/1/11/721/002	EMEA/H/C/002309	15 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu		28 tablets	Paglitaz
EU/1/11/721/003	EMEA/H/C/002309	15 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu)		30 tablets	Paglitaz
EU/1/11/721/004	EMEA/H/C/002309	15 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu)		56 tablets	Paglitaz
EU/1/11/721/005	EMEA/H/C/002309	15 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu)		60 tablets	Paglitaz
EU/1/11/721/006	EMEA/H/C/002309	15 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu)		90 tablets	Paglitaz
EU/1/11/721/007	EMEA/H/C/002309	15 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu)		98 tablets	Paglitaz
EU/1/11/721/008	EMEA/H/C/002309	30 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu)		14 tablets	Paglitaz
EU/1/11/721/009	EMEA/H/C/002309	30 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu		28 tablets	Paglitaz
EU/1/11/721/010	EMEA/H/C/002309	30 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu)		30 tablets	Paglitaz
EU/1/11/721/011	EMEA/H/C/002309	30 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu)		56 tablets	Paglitaz
EU/1/11/721/012	EMEA/H/C/002309	30 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu)		60 tablets	Paglitaz
EU/1/11/721/013	EMEA/H/C/002309	30 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu)		90 tablets	Paglitaz
EU/1/11/721/014	EMEA/H/C/002309	30 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu)		98 tablets	Paglitaz
EU/1/11/721/015	EMEA/H/C/002309	45 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu)		14 tablets	Paglitaz
EU/1/11/721/016	EMEA/H/C/002309	45 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu		28 tablets	Paglitaz
EU/1/11/721/017	EMEA/H/C/002309	45 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu)		30 tablets	Paglitaz
EU/1/11/721/018	EMEA/H/C/002309	45 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu)		56 tablets	Paglitaz
EU/1/11/721/019	EMEA/H/C/002309	45 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu)		60 tablets	Paglitaz
EU/1/11/721/020	EMEA/H/C/002309	45 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu)		90 tablets	Paglitaz
EU/1/11/721/021	EMEA/H/C/002309	45 mg	Tablet	Oral use	blister (OPA/alu/PVC/alu)		98 tablets	Paglitaz
