product_id	original_name	authorisation_no	date_of_authorisation	inter_code	strength	pharmaceutical_form	product_strength	package_en	package_size
25-0014-01	Gabapentin Teva 300 mg hard capsules	25-0014	10-JAN-25	DK/H/3433/002	300 mg	Capsule, hard	300 mg	Carton box, PVC/PVDC/Al blister, N20	20
25-0014-02	Gabapentin Teva 300 mg hard capsules	25-0014	10-JAN-25	DK/H/3433/002	300 mg	Capsule, hard	300 mg	Carton box, PVC/PVDC/Al blister, N30	30
25-0014-03	Gabapentin Teva 300 mg hard capsules	25-0014	10-JAN-25	DK/H/3433/002	300 mg	Capsule, hard	300 mg	Carton box, PVC/PVDC/Al blister, N50	50
25-0014-04	Gabapentin Teva 300 mg hard capsules	25-0014	10-JAN-25	DK/H/3433/002	300 mg	Capsule, hard	300 mg	Carton box, PVC/PVDC/Al blister, N60	60
25-0014-05	Gabapentin Teva 300 mg hard capsules	25-0014	10-JAN-25	DK/H/3433/002	300 mg	Capsule, hard	300 mg	Carton box, PVC/PVDC/Al blister, N90	90
25-0014-06	Gabapentin Teva 300 mg hard capsules	25-0014	10-JAN-25	DK/H/3433/002	300 mg	Capsule, hard	300 mg	Carton box, PVC/PVDC/Al blister, N100	100
25-0014-07	Gabapentin Teva 300 mg hard capsules	25-0014	10-JAN-25	DK/H/3433/002	300 mg	Capsule, hard	300 mg	Carton box, PVC/PVDC/Al blister, N200	200
25-0014-08	Gabapentin Teva 300 mg hard capsules	25-0014	10-JAN-25	DK/H/3433/002	300 mg	Capsule, hard	300 mg	Carton box, PVC/PVDC/Al perforated unit dose blister, N20	20
25-0014-09	Gabapentin Teva 300 mg hard capsules	25-0014	10-JAN-25	DK/H/3433/002	300 mg	Capsule, hard	300 mg	Carton box, PVC/PVDC/Al perforated unit dose blister, N30	30
25-0014-10	Gabapentin Teva 300 mg hard capsules	25-0014	10-JAN-25	DK/H/3433/002	300 mg	Capsule, hard	300 mg	Carton box, PVC/PVDC/Al perforated unit dose blister, N50	50
25-0014-11	Gabapentin Teva 300 mg hard capsules	25-0014	10-JAN-25	DK/H/3433/002	300 mg	Capsule, hard	300 mg	Carton box, PVC/PVDC/Al perforated unit dose blister, N60	60
25-0014-12	Gabapentin Teva 300 mg hard capsules	25-0014	10-JAN-25	DK/H/3433/002	300 mg	Capsule, hard	300 mg	Carton box, PVC/PVDC/Al perforated unit dose blister, N90	90
25-0014-13	Gabapentin Teva 300 mg hard capsules	25-0014	10-JAN-25	DK/H/3433/002	300 mg	Capsule, hard	300 mg	Carton box, PVC/PVDC/Al perforated unit dose blister, N100	100
25-0014-14	Gabapentin Teva 300 mg hard capsules	25-0014	10-JAN-25	DK/H/3433/002	300 mg	Capsule, hard	300 mg	Carton box, PVC/PVDC/Al perforated unit dose blister, N200	200
25-0014-15	Gabapentin Teva 300 mg hard capsules	25-0014	10-JAN-25	DK/H/3433/002	300 mg	Capsule, hard	300 mg	Carton box, HDPE bottle, N50	50
25-0014-16	Gabapentin Teva 300 mg hard capsules	25-0014	10-JAN-25	DK/H/3433/002	300 mg	Capsule, hard	300 mg	Carton box, HDPE bottle, N100	100
25-0014-17	Gabapentin Teva 300 mg hard capsules	25-0014	10-JAN-25	DK/H/3433/002	300 mg	Capsule, hard	300 mg	Carton box, HDPE bottle, N200	200
