ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name	display_name	eu_group_number	active_substance	international_non_proprietary_name	atc_code_human	marketing_authorisation_developer_applicant_holder	medicine_url	medicine_status
EU/1/09/596/001	EMEA/H/C/001111	150 mg	Film-coated tablet	Oral use	Blister (PVC/PVdC/alu)	20 tablets		lamivudine-teva-pharma-bv	Lamivudine Teva Pharma B.V.	EU/1/09/596	lamivudine	lamivudine	J05AF05	Teva B.V. 	https://www.ema.europa.eu/en/medicines/human/EPAR/lamivudine-teva-pharma-bv	Authorised
EU/1/09/596/002	EMEA/H/C/001111	150 mg	Film-coated tablet	Oral use	Blister (PVC/PVdC/alu)	30 tablets		lamivudine-teva-pharma-bv	Lamivudine Teva Pharma B.V.	EU/1/09/596	lamivudine	lamivudine	J05AF05	Teva B.V. 	https://www.ema.europa.eu/en/medicines/human/EPAR/lamivudine-teva-pharma-bv	Authorised
EU/1/09/596/003	EMEA/H/C/001111	150 mg	Film-coated tablet	Oral use	Blister (PVC/PVdC/alu)	60 tablets		lamivudine-teva-pharma-bv	Lamivudine Teva Pharma B.V.	EU/1/09/596	lamivudine	lamivudine	J05AF05	Teva B.V. 	https://www.ema.europa.eu/en/medicines/human/EPAR/lamivudine-teva-pharma-bv	Authorised
EU/1/09/596/004	EMEA/H/C/001111	150 mg	Film-coated tablet	Oral use	Blister (PVC/PVdC/alu)	90 tablets		lamivudine-teva-pharma-bv	Lamivudine Teva Pharma B.V.	EU/1/09/596	lamivudine	lamivudine	J05AF05	Teva B.V. 	https://www.ema.europa.eu/en/medicines/human/EPAR/lamivudine-teva-pharma-bv	Authorised
EU/1/09/596/005	EMEA/H/C/001111	150 mg	Film-coated tablet	Oral use	Blister (PVC/PVdC/alu)	100 tablets		lamivudine-teva-pharma-bv	Lamivudine Teva Pharma B.V.	EU/1/09/596	lamivudine	lamivudine	J05AF05	Teva B.V. 	https://www.ema.europa.eu/en/medicines/human/EPAR/lamivudine-teva-pharma-bv	Authorised
EU/1/09/596/006	EMEA/H/C/001111	150 mg	Film-coated tablet	Oral use	Blister (PVC/PVdC/alu)	500 tablets		lamivudine-teva-pharma-bv	Lamivudine Teva Pharma B.V.	EU/1/09/596	lamivudine	lamivudine	J05AF05	Teva B.V. 	https://www.ema.europa.eu/en/medicines/human/EPAR/lamivudine-teva-pharma-bv	Authorised
EU/1/09/596/007	EMEA/H/C/001111	150 mg	Film-coated tablet	Oral use	Bottle (HDPE)	60 tablets		lamivudine-teva-pharma-bv	Lamivudine Teva Pharma B.V.	EU/1/09/596	lamivudine	lamivudine	J05AF05	Teva B.V. 	https://www.ema.europa.eu/en/medicines/human/EPAR/lamivudine-teva-pharma-bv	Authorised
EU/1/09/596/008	EMEA/H/C/001111	300 mg	Film-coated tablet	Oral use	Blister (PVC/PVdC/alu)	20 tablets		lamivudine-teva-pharma-bv	Lamivudine Teva Pharma B.V.	EU/1/09/596	lamivudine	lamivudine	J05AF05	Teva B.V. 	https://www.ema.europa.eu/en/medicines/human/EPAR/lamivudine-teva-pharma-bv	Authorised
EU/1/09/596/009	EMEA/H/C/001111	300 mg	Film-coated tablet	Oral use	Blister (PVC/PVdC/alu)	30 tablets		lamivudine-teva-pharma-bv	Lamivudine Teva Pharma B.V.	EU/1/09/596	lamivudine	lamivudine	J05AF05	Teva B.V. 	https://www.ema.europa.eu/en/medicines/human/EPAR/lamivudine-teva-pharma-bv	Authorised
EU/1/09/596/010	EMEA/H/C/001111	300 mg	Film-coated tablet	Oral use	Blister (PVC/PVdC/alu)	60 tablets		lamivudine-teva-pharma-bv	Lamivudine Teva Pharma B.V.	EU/1/09/596	lamivudine	lamivudine	J05AF05	Teva B.V. 	https://www.ema.europa.eu/en/medicines/human/EPAR/lamivudine-teva-pharma-bv	Authorised
