ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/12/757/001	1525221	pioglitazone 15 MG Oral Tablet	317573	EXACT			2025-12-04
EU/1/12/757/002	1525221	pioglitazone 15 MG Oral Tablet	317573	EXACT			2025-12-04
EU/1/12/757/003	1525221	pioglitazone 15 MG Oral Tablet	317573	EXACT			2025-12-04
EU/1/12/757/004	1525221	pioglitazone 15 MG Oral Tablet	317573	EXACT			2025-12-04
EU/1/12/757/005	1525221	pioglitazone 15 MG Oral Tablet	317573	EXACT			2025-12-04
EU/1/12/757/006	1525221	pioglitazone 15 MG Oral Tablet	317573	EXACT			2025-12-04
EU/1/12/757/007	1525221	pioglitazone 15 MG Oral Tablet	317573	EXACT			2025-12-04
EU/1/12/757/008	1525221	pioglitazone 15 MG Oral Tablet	317573	EXACT			2025-12-04
EU/1/12/757/009	1525221	pioglitazone 15 MG Oral Tablet	317573	EXACT			2025-12-04
EU/1/12/757/010	1525221	pioglitazone 15 MG Oral Tablet	317573	EXACT			2025-12-04
EU/1/12/757/011	19079293	pioglitazone 30 MG Oral Tablet	312440	EXACT			2025-12-04
EU/1/12/757/012	19079293	pioglitazone 30 MG Oral Tablet	312440	EXACT			2025-12-04
EU/1/12/757/013	19079293	pioglitazone 30 MG Oral Tablet	312440	EXACT			2025-12-04
EU/1/12/757/014	19079293	pioglitazone 30 MG Oral Tablet	312440	EXACT			2025-12-04
EU/1/12/757/015	19079293	pioglitazone 30 MG Oral Tablet	312440	EXACT			2025-12-04
EU/1/12/757/016	19079293	pioglitazone 30 MG Oral Tablet	312440	EXACT			2025-12-04
EU/1/12/757/017	19079293	pioglitazone 30 MG Oral Tablet	312440	EXACT			2025-12-04
EU/1/12/757/018	19079293	pioglitazone 30 MG Oral Tablet	312440	EXACT			2025-12-04
EU/1/12/757/019	19079293	pioglitazone 30 MG Oral Tablet	312440	EXACT			2025-12-04
EU/1/12/757/020	19079293	pioglitazone 30 MG Oral Tablet	312440	EXACT			2025-12-04
EU/1/12/757/021	1525220	pioglitazone 45 MG Oral Tablet	312441	EXACT			2025-12-04
EU/1/12/757/022	1525220	pioglitazone 45 MG Oral Tablet	312441	EXACT			2025-12-04
EU/1/12/757/023	1525220	pioglitazone 45 MG Oral Tablet	312441	EXACT			2025-12-04
EU/1/12/757/024	1525220	pioglitazone 45 MG Oral Tablet	312441	EXACT			2025-12-04
EU/1/12/757/025	1525220	pioglitazone 45 MG Oral Tablet	312441	EXACT			2025-12-04
EU/1/12/757/026	1525220	pioglitazone 45 MG Oral Tablet	312441	EXACT			2025-12-04
EU/1/12/757/027	1525220	pioglitazone 45 MG Oral Tablet	312441	EXACT			2025-12-04
EU/1/12/757/028	1525220	pioglitazone 45 MG Oral Tablet	312441	EXACT			2025-12-04
EU/1/12/757/029	1525220	pioglitazone 45 MG Oral Tablet	312441	EXACT			2025-12-04
EU/1/12/757/030	1525220	pioglitazone 45 MG Oral Tablet	312441	EXACT			2025-12-04
