ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name	display_name	eu_group_number	active_substance	international_non_proprietary_name	atc_code_human	marketing_authorisation_developer_applicant_holder	medicine_url	medicine_status
EU/1/12/757/001	EMEA/H/C/002297	15 mg						pioglitazone-teva	Pioglitazone Teva	EU/1/12/757	pioglitazone hydrochloride	pioglitazone	A10BG03	Teva B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/pioglitazone-teva	Withdrawn
EU/1/12/757/002	EMEA/H/C/002297	15 mg	Tablet	Oral use	blister	28 tablets		pioglitazone-teva	Pioglitazone Teva	EU/1/12/757	pioglitazone hydrochloride	pioglitazone	A10BG03	Teva B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/pioglitazone-teva	Withdrawn
EU/1/12/757/003	EMEA/H/C/002297	15 mg	Tablet	Oral use	blisteri (alu/alu)	30 tablets		pioglitazone-teva	Pioglitazone Teva	EU/1/12/757	pioglitazone hydrochloride	pioglitazone	A10BG03	Teva B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/pioglitazone-teva	Withdrawn
EU/1/12/757/004	EMEA/H/C/002297	15 mg	Tablet	Oral use	bolister (alu/alu)	50 tablets		pioglitazone-teva	Pioglitazone Teva	EU/1/12/757	pioglitazone hydrochloride	pioglitazone	A10BG03	Teva B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/pioglitazone-teva	Withdrawn
EU/1/12/757/005	EMEA/H/C/002297	15 mg	Tablet	Oral use	blister (alu/alu)	56 tablets		pioglitazone-teva	Pioglitazone Teva	EU/1/12/757	pioglitazone hydrochloride	pioglitazone	A10BG03	Teva B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/pioglitazone-teva	Withdrawn
EU/1/12/757/006	EMEA/H/C/002297	15 mg	Tablet	Oral use	blister (alu/alu)	84 tablets		pioglitazone-teva	Pioglitazone Teva	EU/1/12/757	pioglitazone hydrochloride	pioglitazone	A10BG03	Teva B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/pioglitazone-teva	Withdrawn
EU/1/12/757/007	EMEA/H/C/002297	15 mg	Tablet	Oral use ublister	(alu/alu)	90 tablets		pioglitazone-teva	Pioglitazone Teva	EU/1/12/757	pioglitazone hydrochloride	pioglitazone	A10BG03	Teva B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/pioglitazone-teva	Withdrawn
EU/1/12/757/008	EMEA/H/C/002297	15 mg	Tablet	Oral use	blister (alu/alu)	98 tablets		pioglitazone-teva	Pioglitazone Teva	EU/1/12/757	pioglitazone hydrochloride	pioglitazone	A10BG03	Teva B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/pioglitazone-teva	Withdrawn
EU/1/12/757/009	EMEA/H/C/002297	15 mg	Tablet	Oral use	blister (alu/alu)	112 tablets		pioglitazone-teva	Pioglitazone Teva	EU/1/12/757	pioglitazone hydrochloride	pioglitazone	A10BG03	Teva B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/pioglitazone-teva	Withdrawn
EU/1/12/757/010	EMEA/H/C/002297	15 mg	Tablet	Oral use	blister (alu/alu)	196 tablets		pioglitazone-teva	Pioglitazone Teva	EU/1/12/757	pioglitazone hydrochloride	pioglitazone	A10BG03	Teva B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/pioglitazone-teva	Withdrawn
EU/1/12/757/011	EMEA/H/C/002297	30 mg	Tablet	Oral euse	blister (alu/alu)	14 tablets		pioglitazone-teva	Pioglitazone Teva	EU/1/12/757	pioglitazone hydrochloride	pioglitazone	A10BG03	Teva B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/pioglitazone-teva	Withdrawn
EU/1/12/757/012	EMEA/H/C/002297	30 mg	Tablet	Oral use	blister (alu/alu)	28 tablets		pioglitazone-teva	Pioglitazone Teva	EU/1/12/757	pioglitazone hydrochloride	pioglitazone	A10BG03	Teva B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/pioglitazone-teva	Withdrawn
EU/1/12/757/013	EMEA/H/C/002297	30 mg	Tablet	Oral use	blister (alu/alu)	30 tablets		pioglitazone-teva	Pioglitazone Teva	EU/1/12/757	pioglitazone hydrochloride	pioglitazone	A10BG03	Teva B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/pioglitazone-teva	Withdrawn
EU/1/12/757/014	EMEA/H/C/002297	30 mg	Tablet	Oral use	blister (alu/alu)	50 tablets		pioglitazone-teva	Pioglitazone Teva	EU/1/12/757	pioglitazone hydrochloride	pioglitazone	A10BG03	Teva B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/pioglitazone-teva	Withdrawn
EU/1/12/757/015	EMEA/H/C/002297	30 mg	Tablet	use	blister (alu/alu)	56 tablets		pioglitazone-teva	Pioglitazone Teva	EU/1/12/757	pioglitazone hydrochloride	pioglitazone	A10BG03	Teva B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/pioglitazone-teva	Withdrawn
EU/1/12/757/016	EMEA/H/C/002297	30 mg	Tablet	use	blister (alu/alu)	84 tablets		pioglitazone-teva	Pioglitazone Teva	EU/1/12/757	pioglitazone hydrochloride	pioglitazone	A10BG03	Teva B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/pioglitazone-teva	Withdrawn
EU/1/12/757/017	EMEA/H/C/002297	30 mg	Tablet	Oral use	blister (alu/alu)	90 tablets		pioglitazone-teva	Pioglitazone Teva	EU/1/12/757	pioglitazone hydrochloride	pioglitazone	A10BG03	Teva B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/pioglitazone-teva	Withdrawn
EU/1/12/757/018	EMEA/H/C/002297	30 mg	Tablet	Oral use	blister (alu/alu)	98 tablets		pioglitazone-teva	Pioglitazone Teva	EU/1/12/757	pioglitazone hydrochloride	pioglitazone	A10BG03	Teva B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/pioglitazone-teva	Withdrawn
EU/1/12/757/019	EMEA/H/C/002297	30 mg	Tablet	Oral use	blister (alu/alu)	112 tablets		pioglitazone-teva	Pioglitazone Teva	EU/1/12/757	pioglitazone hydrochloride	pioglitazone	A10BG03	Teva B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/pioglitazone-teva	Withdrawn
EU/1/12/757/020	EMEA/H/C/002297	30 mg	Tablett Tabclet	Oral use	blister (alu/alu)	196 tablets		pioglitazone-teva	Pioglitazone Teva	EU/1/12/757	pioglitazone hydrochloride	pioglitazone	A10BG03	Teva B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/pioglitazone-teva	Withdrawn
EU/1/12/757/021	EMEA/H/C/002297	45 mg		Oral use	blister (alu/alu)	14 tablets		pioglitazone-teva	Pioglitazone Teva	EU/1/12/757	pioglitazone hydrochloride	pioglitazone	A10BG03	Teva B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/pioglitazone-teva	Withdrawn
EU/1/12/757/022	EMEA/H/C/002297	45 mg	Tuablet	Oral use	blister (alu/alu)	28 tablets		pioglitazone-teva	Pioglitazone Teva	EU/1/12/757	pioglitazone hydrochloride	pioglitazone	A10BG03	Teva B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/pioglitazone-teva	Withdrawn
EU/1/12/757/023	EMEA/H/C/002297	45 mg dTablet		Oral use	blister (alu/alu)	30 tablets		pioglitazone-teva	Pioglitazone Teva	EU/1/12/757	pioglitazone hydrochloride	pioglitazone	A10BG03	Teva B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/pioglitazone-teva	Withdrawn
