product_id	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
00-0435-01	1836433	sulfamethoxazole 400 MG / trimethoprim 80 MG Oral Tablet	198334				
00-0435-02	1836433	sulfamethoxazole 400 MG / trimethoprim 80 MG Oral Tablet	198334				
I001508-01							
I001733-01							
I001749-01							
