codice_aic	cod_farmaco	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
044953014	044953	44816340	lutetium	1534772	BROAD	auto-linked from EMA 003999		2026-06-12
044953026	044953	44816340	lutetium	1534772	BROAD	auto-linked from EMA 003999		2026-06-12
050356017	050356	44816340	lutetium	1534772	BROAD	auto-linked from EMA 003999		2026-06-12
050356029	050356	44816340	lutetium	1534772	BROAD	auto-linked from EMA 003999		2026-06-12
050356031	050356	44816340	lutetium	1534772	BROAD	auto-linked from EMA 003999		2026-06-12
050356043	050356	44816340	lutetium	1534772	BROAD	auto-linked from EMA 003999		2026-06-12
050356056	050356	44816340	lutetium	1534772	BROAD	auto-linked from EMA 003999		2026-06-12
050356068	050356	44816340	lutetium	1534772	BROAD	auto-linked from EMA 003999		2026-06-12
050968015	050968	44816340	lutetium	1534772	BROAD	auto-linked from EMA 003999		2026-06-12
050968027	050968	44816340	lutetium	1534772	BROAD	auto-linked from EMA 003999		2026-06-12
050968039	050968	44816340	lutetium	1534772	BROAD	auto-linked from EMA 003999		2026-06-12
051751016	051751	44816340	lutetium	1534772	BROAD	auto-linked from EMA 003999		2026-06-12
051751028	051751	44816340	lutetium	1534772	BROAD	auto-linked from EMA 003999		2026-06-12
