ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/18/1291/001	EMEA/H/C/004256	200 µg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		7 tablets	Rizmoic
EU/1/18/1291/002	EMEA/H/C/004256	200 µg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		28 tablets	Rizmoic
EU/1/18/1291/003	EMEA/H/C/004256	200 µg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		84 tablets	Rizmoic
EU/1/18/1291/004	EMEA/H/C/004256	200 µg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		10 tablets	Rizmoic
EU/1/18/1291/005	EMEA/H/C/004256	200 µg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		30 tablets	Rizmoic
EU/1/18/1291/006	EMEA/H/C/004256	200 µg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		100 tablets	Rizmoic
EU/1/18/1291/007	EMEA/H/C/004256	200 µg	Film-coated tablet	Oral use	blister (OPA/alu/PVC/alu)		30 x 1 tablets (unit dose)	Rizmoic
