ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name	display_name	eu_group_number	active_substance	international_non_proprietary_name	atc_code_human	marketing_authorisation_developer_applicant_holder	medicine_url	medicine_status
EU/1/07/406/001	EMEA/H/C/000850	150 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)	7 tablets		enviage	Enviage	EU/1/07/406	aliskiren	aliskiren	C09XA02	Novartis Europharm Ltd.	https://www.ema.europa.eu/en/medicines/human/EPAR/enviage	Withdrawn
EU/1/07/406/003	EMEA/H/C/000850	150 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)	28 tablets		enviage	Enviage	EU/1/07/406	aliskiren	aliskiren	C09XA02	Novartis Europharm Ltd.	https://www.ema.europa.eu/en/medicines/human/EPAR/enviage	Withdrawn
EU/1/07/406/004	EMEA/H/C/000850	150 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)	30 tablets		enviage	Enviage	EU/1/07/406	aliskiren	aliskiren	C09XA02	Novartis Europharm Ltd.	https://www.ema.europa.eu/en/medicines/human/EPAR/enviage	Withdrawn
EU/1/07/406/005	EMEA/H/C/000850	150 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)	50 tablets		enviage	Enviage	EU/1/07/406	aliskiren	aliskiren	C09XA02	Novartis Europharm Ltd.	https://www.ema.europa.eu/en/medicines/human/EPAR/enviage	Withdrawn
EU/1/07/406/006	EMEA/H/C/000850	150 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)	56 tablets		enviage	Enviage	EU/1/07/406	aliskiren	aliskiren	C09XA02	Novartis Europharm Ltd.	https://www.ema.europa.eu/en/medicines/human/EPAR/enviage	Withdrawn
EU/1/07/406/007	EMEA/H/C/000850	150 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)	84 (3x28) tablets		enviage	Enviage	EU/1/07/406	aliskiren	aliskiren	C09XA02	Novartis Europharm Ltd.	https://www.ema.europa.eu/en/medicines/human/EPAR/enviage	Withdrawn
EU/1/07/406/008	EMEA/H/C/000850	150 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)	90 tablets		enviage	Enviage	EU/1/07/406	aliskiren	aliskiren	C09XA02	Novartis Europharm Ltd.	https://www.ema.europa.eu/en/medicines/human/EPAR/enviage	Withdrawn
EU/1/07/406/009	EMEA/H/C/000850	150 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)	98 (2x49) tablets		enviage	Enviage	EU/1/07/406	aliskiren	aliskiren	C09XA02	Novartis Europharm Ltd.	https://www.ema.europa.eu/en/medicines/human/EPAR/enviage	Withdrawn
EU/1/07/406/011	EMEA/H/C/000850	300 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)	7 tablets		enviage	Enviage	EU/1/07/406	aliskiren	aliskiren	C09XA02	Novartis Europharm Ltd.	https://www.ema.europa.eu/en/medicines/human/EPAR/enviage	Withdrawn
EU/1/07/406/013	EMEA/H/C/000850	300 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)	28 tablets		enviage	Enviage	EU/1/07/406	aliskiren	aliskiren	C09XA02	Novartis Europharm Ltd.	https://www.ema.europa.eu/en/medicines/human/EPAR/enviage	Withdrawn
EU/1/07/406/014	EMEA/H/C/000850	300 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)	30 tablets		enviage	Enviage	EU/1/07/406	aliskiren	aliskiren	C09XA02	Novartis Europharm Ltd.	https://www.ema.europa.eu/en/medicines/human/EPAR/enviage	Withdrawn
EU/1/07/406/015	EMEA/H/C/000850	300 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)	50 tablets		enviage	Enviage	EU/1/07/406	aliskiren	aliskiren	C09XA02	Novartis Europharm Ltd.	https://www.ema.europa.eu/en/medicines/human/EPAR/enviage	Withdrawn
EU/1/07/406/016	EMEA/H/C/000850	300 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)	56 tablets		enviage	Enviage	EU/1/07/406	aliskiren	aliskiren	C09XA02	Novartis Europharm Ltd.	https://www.ema.europa.eu/en/medicines/human/EPAR/enviage	Withdrawn
EU/1/07/406/017	EMEA/H/C/000850	300 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)	84 (3x28) tablets		enviage	Enviage	EU/1/07/406	aliskiren	aliskiren	C09XA02	Novartis Europharm Ltd.	https://www.ema.europa.eu/en/medicines/human/EPAR/enviage	Withdrawn
EU/1/07/406/018	EMEA/H/C/000850	300 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)	90 (3x30) tablets		enviage	Enviage	EU/1/07/406	aliskiren	aliskiren	C09XA02	Novartis Europharm Ltd.	https://www.ema.europa.eu/en/medicines/human/EPAR/enviage	Withdrawn
EU/1/07/406/019	EMEA/H/C/000850	300 mg	Film-coated tablet	Oral use	Blister (PA/Alu/PVC)	98 (2x49) tablets		enviage	Enviage	EU/1/07/406	aliskiren	aliskiren	C09XA02	Novartis Europharm Ltd.	https://www.ema.europa.eu/en/medicines/human/EPAR/enviage	Withdrawn
