ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name	display_name	eu_group_number	active_substance	international_non_proprietary_name	atc_code_human	marketing_authorisation_developer_applicant_holder	medicine_url	medicine_status
EU/1/09/525/001	EMEA/H/C/001029	1.5 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)	14 capsules		nimvastid	Nimvastid	EU/1/09/525	rivastigmine	rivastigmine	N06DA03	Krka, d.d., Novo mesto	https://www.ema.europa.eu/en/medicines/human/EPAR/nimvastid	Authorised
EU/1/09/525/002	EMEA/H/C/001029	1.5 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)	28 capsules		nimvastid	Nimvastid	EU/1/09/525	rivastigmine	rivastigmine	N06DA03	Krka, d.d., Novo mesto	https://www.ema.europa.eu/en/medicines/human/EPAR/nimvastid	Authorised
EU/1/09/525/003	EMEA/H/C/001029	1.5 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)	30 capsules		nimvastid	Nimvastid	EU/1/09/525	rivastigmine	rivastigmine	N06DA03	Krka, d.d., Novo mesto	https://www.ema.europa.eu/en/medicines/human/EPAR/nimvastid	Authorised
EU/1/09/525/004	EMEA/H/C/001029	1.5 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)	56 capsules		nimvastid	Nimvastid	EU/1/09/525	rivastigmine	rivastigmine	N06DA03	Krka, d.d., Novo mesto	https://www.ema.europa.eu/en/medicines/human/EPAR/nimvastid	Authorised
EU/1/09/525/005	EMEA/H/C/001029	1.5 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)	60 capsules		nimvastid	Nimvastid	EU/1/09/525	rivastigmine	rivastigmine	N06DA03	Krka, d.d., Novo mesto	https://www.ema.europa.eu/en/medicines/human/EPAR/nimvastid	Authorised
EU/1/09/525/006	EMEA/H/C/001029	1.5 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)	112 capsules		nimvastid	Nimvastid	EU/1/09/525	rivastigmine	rivastigmine	N06DA03	Krka, d.d., Novo mesto	https://www.ema.europa.eu/en/medicines/human/EPAR/nimvastid	Authorised
EU/1/09/525/007	EMEA/H/C/001029	1.5 mg	Capsule, hard	Oral use	bottle (HDPE)	250 capsules		nimvastid	Nimvastid	EU/1/09/525	rivastigmine	rivastigmine	N06DA03	Krka, d.d., Novo mesto	https://www.ema.europa.eu/en/medicines/human/EPAR/nimvastid	Authorised
EU/1/09/525/008	EMEA/H/C/001029	3 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)	28 capsules		nimvastid	Nimvastid	EU/1/09/525	rivastigmine	rivastigmine	N06DA03	Krka, d.d., Novo mesto	https://www.ema.europa.eu/en/medicines/human/EPAR/nimvastid	Authorised
EU/1/09/525/009	EMEA/H/C/001029	3 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)	30 capsules		nimvastid	Nimvastid	EU/1/09/525	rivastigmine	rivastigmine	N06DA03	Krka, d.d., Novo mesto	https://www.ema.europa.eu/en/medicines/human/EPAR/nimvastid	Authorised
EU/1/09/525/010	EMEA/H/C/001029	3 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)	56 capsules		nimvastid	Nimvastid	EU/1/09/525	rivastigmine	rivastigmine	N06DA03	Krka, d.d., Novo mesto	https://www.ema.europa.eu/en/medicines/human/EPAR/nimvastid	Authorised
EU/1/09/525/011	EMEA/H/C/001029	3 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)	60 capsules		nimvastid	Nimvastid	EU/1/09/525	rivastigmine	rivastigmine	N06DA03	Krka, d.d., Novo mesto	https://www.ema.europa.eu/en/medicines/human/EPAR/nimvastid	Authorised
EU/1/09/525/012	EMEA/H/C/001029	3 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)	112 capsules		nimvastid	Nimvastid	EU/1/09/525	rivastigmine	rivastigmine	N06DA03	Krka, d.d., Novo mesto	https://www.ema.europa.eu/en/medicines/human/EPAR/nimvastid	Authorised
EU/1/09/525/013	EMEA/H/C/001029	3 mg	Capsule, hard	Oral use	bottle (HDPE)	250 capsules		nimvastid	Nimvastid	EU/1/09/525	rivastigmine	rivastigmine	N06DA03	Krka, d.d., Novo mesto	https://www.ema.europa.eu/en/medicines/human/EPAR/nimvastid	Authorised
EU/1/09/525/014	EMEA/H/C/001029	4.5 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)	28 capsules		nimvastid	Nimvastid	EU/1/09/525	rivastigmine	rivastigmine	N06DA03	Krka, d.d., Novo mesto	https://www.ema.europa.eu/en/medicines/human/EPAR/nimvastid	Authorised
EU/1/09/525/015	EMEA/H/C/001029	4.5 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)	30 capsules		nimvastid	Nimvastid	EU/1/09/525	rivastigmine	rivastigmine	N06DA03	Krka, d.d., Novo mesto	https://www.ema.europa.eu/en/medicines/human/EPAR/nimvastid	Authorised
EU/1/09/525/016	EMEA/H/C/001029	4.5 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)	56 capsules		nimvastid	Nimvastid	EU/1/09/525	rivastigmine	rivastigmine	N06DA03	Krka, d.d., Novo mesto	https://www.ema.europa.eu/en/medicines/human/EPAR/nimvastid	Authorised
EU/1/09/525/017	EMEA/H/C/001029	4.5 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)	60 capsules		nimvastid	Nimvastid	EU/1/09/525	rivastigmine	rivastigmine	N06DA03	Krka, d.d., Novo mesto	https://www.ema.europa.eu/en/medicines/human/EPAR/nimvastid	Authorised
EU/1/09/525/018	EMEA/H/C/001029	4.5 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)	112 capsules		nimvastid	Nimvastid	EU/1/09/525	rivastigmine	rivastigmine	N06DA03	Krka, d.d., Novo mesto	https://www.ema.europa.eu/en/medicines/human/EPAR/nimvastid	Authorised
EU/1/09/525/019	EMEA/H/C/001029	4.5 mg	Capsule, hard	Oral use	bottle (HDPE)	250 capsules		nimvastid	Nimvastid	EU/1/09/525	rivastigmine	rivastigmine	N06DA03	Krka, d.d., Novo mesto	https://www.ema.europa.eu/en/medicines/human/EPAR/nimvastid	Authorised
EU/1/09/525/020	EMEA/H/C/001029	6 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)	28 capsules		nimvastid	Nimvastid	EU/1/09/525	rivastigmine	rivastigmine	N06DA03	Krka, d.d., Novo mesto	https://www.ema.europa.eu/en/medicines/human/EPAR/nimvastid	Authorised
EU/1/09/525/021	EMEA/H/C/001029	6 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)	30 capsules		nimvastid	Nimvastid	EU/1/09/525	rivastigmine	rivastigmine	N06DA03	Krka, d.d., Novo mesto	https://www.ema.europa.eu/en/medicines/human/EPAR/nimvastid	Authorised
EU/1/09/525/022	EMEA/H/C/001029	6 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)	56 capsules		nimvastid	Nimvastid	EU/1/09/525	rivastigmine	rivastigmine	N06DA03	Krka, d.d., Novo mesto	https://www.ema.europa.eu/en/medicines/human/EPAR/nimvastid	Authorised
EU/1/09/525/023	EMEA/H/C/001029	6 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)	60 capsules		nimvastid	Nimvastid	EU/1/09/525	rivastigmine	rivastigmine	N06DA03	Krka, d.d., Novo mesto	https://www.ema.europa.eu/en/medicines/human/EPAR/nimvastid	Authorised
EU/1/09/525/024	EMEA/H/C/001029	6 mg	Capsule, hard	Oral use	blister (PVC/PVDC/alu)	112 capsules		nimvastid	Nimvastid	EU/1/09/525	rivastigmine	rivastigmine	N06DA03	Krka, d.d., Novo mesto	https://www.ema.europa.eu/en/medicines/human/EPAR/nimvastid	Authorised
EU/1/09/525/025	EMEA/H/C/001029	6 mg	Capsule, hard	Oral use	bottle (HDPE)	250 capsules		nimvastid	Nimvastid	EU/1/09/525	rivastigmine	rivastigmine	N06DA03	Krka, d.d., Novo mesto	https://www.ema.europa.eu/en/medicines/human/EPAR/nimvastid	Authorised
EU/1/09/525/026	EMEA/H/C/001029	1.5 mg	Orodispersible tablet	Oral use	blister (OPA/alu/PVC/PET/alu)	14 x 1 tablet (unit dose)		nimvastid	Nimvastid	EU/1/09/525	rivastigmine	rivastigmine	N06DA03	Krka, d.d., Novo mesto	https://www.ema.europa.eu/en/medicines/human/EPAR/nimvastid	Authorised
EU/1/09/525/027	EMEA/H/C/001029	1.5 mg	Orodispersible tablet	Oral use	blister (OPA/alu/PVC/PET/alu)	28 x 1 tablet (unit dose)		nimvastid	Nimvastid	EU/1/09/525	rivastigmine	rivastigmine	N06DA03	Krka, d.d., Novo mesto	https://www.ema.europa.eu/en/medicines/human/EPAR/nimvastid	Authorised
EU/1/09/525/028	EMEA/H/C/001029	1.5 mg	Orodispersible tablet	Oral use	blister (OPA/alu/PVC/PET/alu)	30 x 1 tablet (unit dose)		nimvastid	Nimvastid	EU/1/09/525	rivastigmine	rivastigmine	N06DA03	Krka, d.d., Novo mesto	https://www.ema.europa.eu/en/medicines/human/EPAR/nimvastid	Authorised
