ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/06/375/001	EMEA/H/C/000786	75 mg	Tablet	Oral use	Blister (PVC/PVDC/Alu)		14 tablets	Irbesartan BMS
EU/1/06/375/002	EMEA/H/C/000786	75 mg	Tablet	Oral use	Blister (PVC/PVDC/Alu)		28 tablets	Irbesartan BMS
EU/1/06/375/003	EMEA/H/C/000786	75 mg	Tablet	Oral use	Blister (PVC/PVDC/Alu)		56 tablets	Irbesartan BMS
EU/1/06/375/004	EMEA/H/C/000786	75 mg	Tablet	Oral use	Blister (PVC/PVDC/Alu)		56 x 1 tablets	Irbesartan BMS
EU/1/06/375/005	EMEA/H/C/000786	75 mg	Tablet	Oral use	Blister (PVC/PVDC/Alu)		98 tablets	Irbesartan BMS
EU/1/06/375/006	EMEA/H/C/000786	150 mg	Tablet	Oral use	Blister (PVC/PVDC/Alu)		14 tablets	Irbesartan BMS
EU/1/06/375/007	EMEA/H/C/000786	150 mg	Tablet	Oral use	Blister (PVC/PVDC/Alu)		28 tablets	Irbesartan BMS
EU/1/06/375/008	EMEA/H/C/000786	150 mg	Tablet	Oral use	Blister (PVC/PVDC/Alu)		56 tablets	Irbesartan BMS
EU/1/06/375/009	EMEA/H/C/000786	150 mg	Tablet	Oral use	Blister (PVC/PVDC/Alu)		56 x 1 tablets	Irbesartan BMS
EU/1/06/375/010	EMEA/H/C/000786	150 mg	Tablet	Oral use	Blister (PVC/PVDC/Alu)		98 tablets	Irbesartan BMS
EU/1/06/375/011	EMEA/H/C/000786	300 mg	Tablet	Oral use	Blister (PVC/PVDC/Alu)		14 tablets	Irbesartan BMS
EU/1/06/375/012	EMEA/H/C/000786	300 mg	Tablet	Oral use	Blister (PVC/PVDC/Alu)		28 tablets	Irbesartan BMS
EU/1/06/375/013	EMEA/H/C/000786	300 mg	Tablet	Oral use	Blister (PVC/PVDC/Alu)		56 tablets	Irbesartan BMS
EU/1/06/375/014	EMEA/H/C/000786	300 mg	Tablet	Oral use	Blister (PVC/PVDC/Alu)		56 x 1 tablets	Irbesartan BMS
EU/1/06/375/015	EMEA/H/C/000786	300 mg	Tablet	Oral use	Blister (PVC/PVDC/Alu)		98 tablets	Irbesartan BMS
EU/1/06/375/016	EMEA/H/C/000786	75 mg	Film-coated tablets	Oral use	Blister (PVC/PVDC/Alu)		14 tablets	Irbesartan BMS
EU/1/06/375/017	EMEA/H/C/000786	75 mg	Film-coated tablets	Oral use	Blister (PVC/PVDC/Alu)		28 tablets	Irbesartan BMS
EU/1/06/375/018	EMEA/H/C/000786	75 mg	Film-coated tablets	Oral use	Blister (PVC/PVDC/Alu)		56 tablets	Irbesartan BMS
EU/1/06/375/019	EMEA/H/C/000786	75 mg	Film-coated tablets	Oral use	Blister (PVC/PVDC/Alu)		56 x 1 tablets	Irbesartan BMS
EU/1/06/375/020	EMEA/H/C/000786	75 mg	Film-coated tablets	Oral use	Blister (PVC/PVDC/Alu)		84 tablets	Irbesartan BMS
EU/1/06/375/021	EMEA/H/C/000786	75 mg	Film-coated tablets	Oral use	Blister (PVC/PVDC/Alu)		98 tablets	Irbesartan BMS
EU/1/06/375/022	EMEA/H/C/000786	150 mg	Film-coated tablets	Oral use	Blister (PVC/PVDC/Alu)		14 tablets	Irbesartan BMS
EU/1/06/375/023	EMEA/H/C/000786	150 mg	Film-coated tablets	Oral use	Blister (PVC/PVDC/Alu)		28 tablets	Irbesartan BMS
EU/1/06/375/024	EMEA/H/C/000786	150 mg	Film-coated tablets	Oral use	Blister (PVC/PVDC/Alu)		56 tablets	Irbesartan BMS
EU/1/06/375/025	EMEA/H/C/000786	150 mg	Film-coated tablets	Oral use	Blister (PVC/PVDC/Alu)		56 x 1 tablets	Irbesartan BMS
EU/1/06/375/026	EMEA/H/C/000786	150 mg	Film-coated tablets	Oral use	Blister (PVC/PVDC/Alu)		84 tablets	Irbesartan BMS
EU/1/06/375/027	EMEA/H/C/000786	150 mg	Film-coated tablets	Oral use	Blister (PVC/PVDC/Alu)		98 tablets	Irbesartan BMS
EU/1/06/375/028	EMEA/H/C/000786	300 mg	Film-coated tablets	Oral use	Blister (PVC/PVDC/Alu)		14 tablets	Irbesartan BMS
EU/1/06/375/029	EMEA/H/C/000786	300 mg	Film-coated tablets	Oral use	Blister (PVC/PVDC/Alu)		28 tablets	Irbesartan BMS
EU/1/06/375/030	EMEA/H/C/000786	300 mg	Film-coated tablets	Oral use	Blister (PVC/PVDC/Alu)		56 tablets	Irbesartan BMS
EU/1/06/375/031	EMEA/H/C/000786	300 mg	Film-coated tablets	Oral use	Blister (PVC/PVDC/Alu)		56 x 1 tablets	Irbesartan BMS
EU/1/06/375/032	EMEA/H/C/000786	300 mg	Film-coated tablets	Oral use	Blister (PVC/PVDC/Alu)		84 tablets	Irbesartan BMS
EU/1/06/375/033	EMEA/H/C/000786	300 mg	Film-coated tablets	Oral use	Blister (PVC/PVDC/Alu)		98 tablets	Irbesartan BMS
