codice_aic	cod_farmaco	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
033111016	033111	19018483	samarium Sm 153 lexidronam	177906	BROAD	auto-linked from EMA 000150		2026-06-12
