cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	biosimilar	radiofarmaco
606541	28824	ACTOCORTINA 75 MG POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE	Hidrocortisona 75 mg inyectable	75 mg	Vial	10	vial para inyección	HIDROCORTISONA FOSFATO SODIO 75 mg	VÍA INTRAARTICULAR|VÍA INTRAMUSCULAR|VÍA INTRAVENOSA|INFILTRACIÓN	POLVO Y DISOLVENTE PARA SOLUCIÓN INYECTABLE	H02AB09 - Hidrocortisona	CHEPLAPHARM ARZNEIMITTEL GMBH	0	0	0
606558	52105	ACTOCORTINA 373 mg POLVO PARA SOLUCIÓN INYECTABLE	Hidrocortisona 373 mg inyectable	373 mg	Vial	10	vial para inyección	HIDROCORTISONA FOSFATO SODIO 373 mg	VÍA INTRAMUSCULAR|VÍA INTRAVENOSA	POLVO PARA SOLUCIÓN INYECTABLE	H02AB09 - Hidrocortisona	CHEPLAPHARM ARZNEIMITTEL GMBH	0	0	0
607609	88465	HIDROCORTISONA PHARMIS 100 MG POLVO Y DISOLVENTE PARA SOLUCIÓN INYECTABLE Y PERFUSIÓN EFG	Hidrocortisona 100 mg inyectable	100 mg	Vial	50	vial para inyección	HIDROCORTISONA SUCCINATO SODIO 100 mg	VÍA INTRAMUSCULAR|VÍA INTRAVENOSA	POLVO Y DISOLVENTE PARA SOLUCIÓN INYECTABLE	H02AB09 - Hidrocortisona	PHARMIS BIOFARMACEUTICA LDA.	0	0	0
653540	21989	OFTALMOLOSA CUSI HIDROCORTISONA 15 MG/G POMADA OFTÁLMICA	Hidrocortisona acetato 15 mg/g pomada oftálmica	15 mg/g	Tubo	3	g	HIDROCORTISONA ACETATO 15 mg	VÍA OFTÁLMICA	POMADA OFTÁLMICA	S01BA02 - Hidrocortisona	OMNIVISION GMBH	0	0	0
655498	27941	HEMORRANE 10 mg/g POMADA RECTAL	Hidrocortisona 10 mg/g semisólido rectal	10 mg/g	Tubo	30	g	HIDROCORTISONA ACETATO 10 mg	VÍA RECTAL	POMADA RECTAL	C05AA01 - Hidrocortisona	FAES FARMA S.A.	0	0	0
682468	60891	HIDROCISDIN 5 mg/g CREMA	Hidrocortisona acetato 5 mg/g crema	5 mg/g	Tubo	50	g	HIDROCORTISONA 5 mg	USO CUTÁNEO	CREMA	D07AA02 - Hidrocortisona	ISDIN S.A.	0	0	0
682500	60889	CALMIOX 5 mg/g  CREMA	Hidrocortisona acetato 5 mg/g crema	5 mg/g	Tubo	30	g	HIDROCORTISONA 5 mg	USO CUTÁNEO	CREMA	D07AA02 - Hidrocortisona	ESTEVE PHARMACEUTICALS S.A.	0	0	0
682518	60888	CALMIOX 5 mg/g ESPUMA CUTANEA	Hidrocortisona acetato 5 mg/g líquido uso tópico	5 mg/g	Frasco	50	g	HIDROCORTISONA 5 mg	USO CUTÁNEO	ESPUMA CUTÁNEA	D07AA02 - Hidrocortisona	ESTEVE PHARMACEUTICALS S.A.	0	0	0
688606	58972	NUTRASONA 1 mg/g CREMA	Hidrocortisona buteprato 1 mg/g crema	1 mg/g	Tubo	30	g	HIDROCORTISONA BUTIRATO 1 mg	USO CUTÁNEO	CREMA	D07AB11 - Hidrocortisona, buteprato de	ISDIN S.A.	0	0	0
688697	58975	CALMIOX RECTAL 1 MG/G CREMA RECTAL	Hidrocortisona butirato 1 mg/g semisólido rectal	1 mg/g	Tubo	30	g	HIDROCORTISONA BUTIRATO 1 mg	VÍA RECTAL	CREMA RECTAL	C05AA01 - Hidrocortisona	ESTEVE PHARMACEUTICALS S.A.	0	0	0
699983	32690	ORALSONE  ADULTOS 2,5 mg COMPRIMIDOS PARA CHUPAR	Hidrocortisona 2,5 mg comprimido bucal/para chupar	2,5 mg	Blister	12	comprimido	HIDROCORTISONA SUCCINATO 2,5 mg	Vía bucal (buccal use)	COMPRIMIDO PARA CHUPAR	A01AC03 - Hidrocortisona	LABORATORIOS VINAS S.A.	0	0	0
