ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/00/160/001	EMEA/H/C/000313	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		1 tablet	Aerius
EU/1/00/160/002	EMEA/H/C/000313	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		2 tablets	Aerius
EU/1/00/160/003	EMEA/H/C/000313	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		3 tablets	Aerius
EU/1/00/160/004	EMEA/H/C/000313	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		5 tablets	Aerius
EU/1/00/160/005	EMEA/H/C/000313	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		7 tablets	Aerius
EU/1/00/160/006	EMEA/H/C/000313	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		10 tablets	Aerius
EU/1/00/160/007	EMEA/H/C/000313	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		14 tablets	Aerius
EU/1/00/160/008	EMEA/H/C/000313	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		15 tablets	Aerius
EU/1/00/160/009	EMEA/H/C/000313	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		20 tablets	Aerius
EU/1/00/160/010	EMEA/H/C/000313	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		21 tablets	Aerius
EU/1/00/160/011	EMEA/H/C/000313	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		30 tablets	Aerius
EU/1/00/160/012	EMEA/H/C/000313	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		50 tablets	Aerius
EU/1/00/160/013	EMEA/H/C/000313	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		100 tablets	Aerius
EU/1/00/160/036	EMEA/H/C/000313	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		90 tablets	Aerius
EU/1/00/160/061	EMEA/H/C/000313	0.5 mg/ml	Oral solution	Oral use	bottle (glass) + spoon (plastic)	30 ml	1 bottle	Aerius
EU/1/00/160/062	EMEA/H/C/000313	0.5 mg/ml	Oral solution	Oral use	bottle (glass) + spoon (plastic)	50 ml	1 bottle	Aerius
EU/1/00/160/063	EMEA/H/C/000313	0.5 mg/ml	Oral solution	Oral use	bottle (glass) + spoon (plastic)	60 ml	1 bottle	Aerius
EU/1/00/160/064	EMEA/H/C/000313	0.5 mg/ml	Oral solution	Oral use	bottle (glass) + spoon (plastic)	100 ml	1 bottle	Aerius
EU/1/00/160/065	EMEA/H/C/000313	0.5 mg/ml	Oral solution	Oral use	bottle (glass) + spoon (plastic)	120 ml	1 bottle	Aerius
EU/1/00/160/066	EMEA/H/C/000313	0.5 mg/ml	Oral solution	Oral use	bottle (glass) + spoon (plastic)	150 ml	1 bottle	Aerius
EU/1/00/160/067	EMEA/H/C/000313	0.5 mg/ml	Oral solution	Oral use	bottle (glass) + spoon (plastic)	225 ml	1 bottle	Aerius
EU/1/00/160/068	EMEA/H/C/000313	0.5 mg/ml	Oral solution	Oral use	bottle (glass) + spoon (plastic)	300 ml	1 bottle	Aerius
EU/1/00/160/069	EMEA/H/C/000313	0.5 mg/ml	Oral solution	Oral use	bottle (glass) + syringe (plastic)	150 ml	1 bottle	Aerius
