cod_nacion	nro_definitivo	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
700511	3275	734708	phenobarbital 15 MG Oral Tablet	312357	EXACT			2026-03-14
793604	35052	19019586	phenobarbital 100 MG Oral Tablet	198083	EXACT			2026-03-14
654805	3905	43269629	1 ML Phenobarbital 200 MG/ML Injection	OMOP560522	EXACT			2026-03-14
