ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name	display_name	eu_group_number	active_substance	international_non_proprietary_name	atc_code_human	marketing_authorisation_developer_applicant_holder	medicine_url	medicine_status
EU/1/02/214/001	EMEA/H/C/000415	40 mg/12.5 mg	Tablet	Oral use	blister (polyamide/alu/PVC)	14 tablets		kinzalkomb	Kinzalkomb	EU/1/02/214	telmisartan;hydrochlorothiazide	telmisartan;hydrochlorothiazide	C09DA07	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/kinzalkomb	Authorised
EU/1/02/214/002	EMEA/H/C/000415	40 mg/12.5 mg	Tablet	Oral use	blister (polyamide/alu/PVC)	28 tablets		kinzalkomb	Kinzalkomb	EU/1/02/214	telmisartan;hydrochlorothiazide	telmisartan;hydrochlorothiazide	C09DA07	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/kinzalkomb	Authorised
EU/1/02/214/003	EMEA/H/C/000415	40 mg/12.5 mg	Tablet	Oral use	blister (polyamide/alu/PVC)	28 x 1 tablets		kinzalkomb	Kinzalkomb	EU/1/02/214	telmisartan;hydrochlorothiazide	telmisartan;hydrochlorothiazide	C09DA07	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/kinzalkomb	Authorised
EU/1/02/214/004	EMEA/H/C/000415	40 mg/12.5 mg	Tablet	Oral use	blister (polyamide/alu/PVC)	56 tablets		kinzalkomb	Kinzalkomb	EU/1/02/214	telmisartan;hydrochlorothiazide	telmisartan;hydrochlorothiazide	C09DA07	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/kinzalkomb	Authorised
EU/1/02/214/005	EMEA/H/C/000415	40 mg/12.5 mg	Tablet	Oral use	blister (polyamide/alu/PVC)	98 tablets		kinzalkomb	Kinzalkomb	EU/1/02/214	telmisartan;hydrochlorothiazide	telmisartan;hydrochlorothiazide	C09DA07	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/kinzalkomb	Authorised
EU/1/02/214/006	EMEA/H/C/000415	80 mg/12.5 mg	Tablet	Oral use	blister (polyamide/alu/PVC)	14 tablets		kinzalkomb	Kinzalkomb	EU/1/02/214	telmisartan;hydrochlorothiazide	telmisartan;hydrochlorothiazide	C09DA07	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/kinzalkomb	Authorised
EU/1/02/214/007	EMEA/H/C/000415	80 mg/12.5 mg	Tablet	Oral use	blister (polyamide/alu/PVC)	28 tablets		kinzalkomb	Kinzalkomb	EU/1/02/214	telmisartan;hydrochlorothiazide	telmisartan;hydrochlorothiazide	C09DA07	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/kinzalkomb	Authorised
EU/1/02/214/008	EMEA/H/C/000415	80 mg/12.5 mg	Tablet	Oral use	blister (polyamide/alu/PVC)	28 x 1 tablets		kinzalkomb	Kinzalkomb	EU/1/02/214	telmisartan;hydrochlorothiazide	telmisartan;hydrochlorothiazide	C09DA07	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/kinzalkomb	Authorised
EU/1/02/214/009	EMEA/H/C/000415	80 mg/12.5 mg	Tablet	Oral use	blister (polyamide/alu/PVC)	56 tablets		kinzalkomb	Kinzalkomb	EU/1/02/214	telmisartan;hydrochlorothiazide	telmisartan;hydrochlorothiazide	C09DA07	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/kinzalkomb	Authorised
EU/1/02/214/010	EMEA/H/C/000415	80 mg/12.5 mg	Tablet	Oral use	blister (polyamide/alu/PVC)	98 tablets		kinzalkomb	Kinzalkomb	EU/1/02/214	telmisartan;hydrochlorothiazide	telmisartan;hydrochlorothiazide	C09DA07	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/kinzalkomb	Authorised
EU/1/02/214/011	EMEA/H/C/000415	80 mg/25 mg	Tablet	Oral use	blister (PA/alu/PVC)	14 tablets		kinzalkomb	Kinzalkomb	EU/1/02/214	telmisartan;hydrochlorothiazide	telmisartan;hydrochlorothiazide	C09DA07	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/kinzalkomb	Authorised
EU/1/02/214/012	EMEA/H/C/000415	80 mg/25 mg	Tablet	Oral use	blister (PA/alu/PVC)	28 tablets		kinzalkomb	Kinzalkomb	EU/1/02/214	telmisartan;hydrochlorothiazide	telmisartan;hydrochlorothiazide	C09DA07	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/kinzalkomb	Authorised
EU/1/02/214/013	EMEA/H/C/000415	80 mg/25 mg	Tablet	Oral use	blister (PA/alu/PVC)	28 x 1 tablets		kinzalkomb	Kinzalkomb	EU/1/02/214	telmisartan;hydrochlorothiazide	telmisartan;hydrochlorothiazide	C09DA07	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/kinzalkomb	Authorised
EU/1/02/214/014	EMEA/H/C/000415	80 mg/25 mg	Tablet	Oral use	blister (PA/alu/PVC)	56 tablets		kinzalkomb	Kinzalkomb	EU/1/02/214	telmisartan;hydrochlorothiazide	telmisartan;hydrochlorothiazide	C09DA07	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/kinzalkomb	Authorised
EU/1/02/214/015	EMEA/H/C/000415	80 mg/25 mg	Tablet	Oral use	blister (PA/alu/PVC)	98 tablets		kinzalkomb	Kinzalkomb	EU/1/02/214	telmisartan;hydrochlorothiazide	telmisartan;hydrochlorothiazide	C09DA07	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/kinzalkomb	Authorised
