ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/01/184/016	EMEA/H/C/000333	80 µg	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.4 ml (200 µg/ml)	4 pre-filled syringes	Nespo
EU/1/01/184/017	EMEA/H/C/000333	100 µg	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.5 ml (200 µg/ml)	1 pre-filled syringe	Nespo
EU/1/01/184/018	EMEA/H/C/000333	100 µg	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.5 ml (200 µg/ml)	4 pre-filled syringes	Nespo
EU/1/01/184/019	EMEA/H/C/000333	150 µg	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.3 ml (500 µg/ml)	1 pre-filled syringe	Nespo
EU/1/01/184/020	EMEA/H/C/000333	150 µg	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.3 ml (500 µg/ml)	4 pre-filled syringes	Nespo
EU/1/01/184/021	EMEA/H/C/000333	300 µg	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.6 ml (500 µg/ml)	1 pre-filled syringe	Nespo
EU/1/01/184/022	EMEA/H/C/000333	300 µg	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.6 ml (500 µg/ml)	4 pre-filled syringes	Nespo
EU/1/01/184/023	EMEA/H/C/000333	15 µg	Solution for injection	Subcutaneous or intravenous use	vial (glass)	1 ml (15 µg/ml)	1 vial	Nespo
EU/1/01/184/024	EMEA/H/C/000333	15 µg	Solution for injection	Subcutaneous or intravenous use	vial (glass)	1 ml (15 µg/ml)	4 vials	Nespo
EU/1/01/184/025	EMEA/H/C/000333	25 µg	Solution for injection	Subcutaneous or intravenous use	vial (glass)	1 ml (25 µg/ml)	1 vial	Nespo
EU/1/01/184/026	EMEA/H/C/000333	25 µg	Solution for injection	Subcutaneous or intravenous use	vial (glass)	1 ml (25 µg/ml)	4 vials	Nespo
EU/1/01/184/027	EMEA/H/C/000333	40 µg	Solution for injection	Subcutaneous or intravenous use	vial (glass)	1 ml (40 µg/ml)	1 vial	Nespo
EU/1/01/184/028	EMEA/H/C/000333	40 µg	Solution for injection	Subcutaneous or intravenous use	vial (glass)	1 ml (40 µg/ml)	4 vials	Nespo
EU/1/01/184/029	EMEA/H/C/000333	60 µg	Solution for injection	Subcutaneous or intravenous use	vial (glass)	1 ml (60 µg/ml)	1 vial	Nespo
EU/1/01/184/030	EMEA/H/C/000333	60 µg	Solution for injection	Subcutaneous or intravenous use	vial (glass)	1 ml (60 µg/ml)	4 vials	Nespo
EU/1/01/184/031	EMEA/H/C/000333	500 µg	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	1 ml (500 µg/ml)	1 pre-filled syringe	Nespo
EU/1/01/184/032	EMEA/H/C/000333	500 µg	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	1 ml (500 µg/ml)	4 pre-filled syringes	Nespo
EU/1/01/184/033	EMEA/H/C/000333	10 µg	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.4 ml (25 µg/ml)	1 pre-filled syringe (non-blister)	Nespo
EU/1/01/184/034	EMEA/H/C/000333	15 µg	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.375 ml (40 µg/ml)	1 pre-filled syringe (non-blister)	Nespo
EU/1/01/184/035	EMEA/H/C/000333	20 µg	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.5 ml (40 µg/ml)	1 pre-filled syringe (non-blister)	Nespo
EU/1/01/184/036	EMEA/H/C/000333	30 µg	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.3 ml (100 µg/ml)	1 pre-filled syringe (non-blister)	Nespo
EU/1/01/184/037	EMEA/H/C/000333	40 µg	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.4 ml (100 µg/ml)	1 pre-filled syringe (non-blister)	Nespo
EU/1/01/184/038	EMEA/H/C/000333	50 µg	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.5 ml (100 µg/ml)	1 pre-filled syringe (non-blister)	Nespo
EU/1/01/184/039	EMEA/H/C/000333	60 µg	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.3 ml (200 µg/ml)	1 pre-filled syringe (non-blister)	Nespo
EU/1/01/184/040	EMEA/H/C/000333	80 µg	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.4 ml (200 µg/ml)	1 pre-filled syringe (non-blister)	Nespo
EU/1/01/184/041	EMEA/H/C/000333	100 µg	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.5 ml (200 µg/ml)	1 pre-filled syringe (non-blister)	Nespo
EU/1/01/184/042	EMEA/H/C/000333	150 µg	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.3 ml (500 µg/ml)	1 pre-filled syringe (non-blister)	Nespo
EU/1/01/184/043	EMEA/H/C/000333	300 µg	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.6 ml (500 µg/ml)	1 pre-filled syringe (non-blister)	Nespo
EU/1/01/184/044	EMEA/H/C/000333	500 µg	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	1 ml (500 µg/ml)	1 pre-filled syringe (non-blister)	Nespo
EU/1/01/184/045	EMEA/H/C/000333	10 µg	Solution for injection	Subcutaneous use	pre-filled pen (glass) (SureClick)	0.4 ml (25 µg/ml)	1 pre-filled pen	Nespo
EU/1/01/184/046	EMEA/H/C/000333	15 µg	Solution for injection	Subcutaneous use	pre-filled pen (glass) (SureClick)	0.375 ml (40 µg/ml)	1 pre-filled pen	Nespo
EU/1/01/184/047	EMEA/H/C/000333	20 µg	Solution for injection	Subcutaneous use	pre-filled pen (glass) (SureClick)	0.5 ml (40 µg/ml)	1 pre-filled pen	Nespo
EU/1/01/184/048	EMEA/H/C/000333	30 µg	Solution for injection	Subcutaneous use	pre-filled pen (glass) (SureClick)	0.3 ml (100 µg/ml)	1 pre-filled pen	Nespo
EU/1/01/184/049	EMEA/H/C/000333	40 µg	Solution for injection	Subcutaneous use	pre-filled pen (glass) (SureClick)	0.4 ml (100 µg/ml)	1 pre-filled pen	Nespo
EU/1/01/184/050	EMEA/H/C/000333	50 µg	Solution for injection	Subcutaneous use	pre-filled pen (glass) (SureClick)	0.5 ml (100 µg/ml)	1 pre-filled pen	Nespo
EU/1/01/184/051	EMEA/H/C/000333	60 µg	Solution for injection	Subcutaneous use	pre-filled pen (glass) (SureClick)	0.3 ml (200 µg/ml)	1 pre-filled pen	Nespo
EU/1/01/184/052	EMEA/H/C/000333	80 µg	Solution for injection	Subcutaneous use	pre-filled pen (glass) (SureClick)	0.4 ml (200 µg/ml)	1 pre-filled pen	Nespo
EU/1/01/184/053	EMEA/H/C/000333	100 µg	Solution for injection	Subcutaneous use	pre-filled pen (glass) (SureClick)	0.5 ml (200 µg/ml)	1 pre-filled pen	Nespo
EU/1/01/184/054	EMEA/H/C/000333	150 µg	Solution for injection	Subcutaneous use	pre-filled pen (glass) (SureClick)	0.3 ml (500 µg/ml)	1 pre-filled pen	Nespo
EU/1/01/184/055	EMEA/H/C/000333	300 µg	Solution for injection	Subcutaneous use	pre-filled pen (glass) (SureClick)	0.6 ml (500 µg/ml)	1 pre-filled pen	Nespo
EU/1/01/184/056	EMEA/H/C/000333	500 µg	Solution for injection	Subcutaneous use	pre-filled pen (glass) (SureClick)	1 ml (500 µg/ml)	1 pre-filled pen	Nespo
EU/1/01/184/057	EMEA/H/C/000333	10 µg	Solution for injection	Subcutaneous use	pre-filled pen (glass) (SureClick)	0.4 ml (25 µg/ml)	4 pre-filled pens	Nespo
EU/1/01/184/058	EMEA/H/C/000333	15 µg	Solution for injection	Subcutaneous use	pre-filled pen (glass) (SureClick)	0.375 ml (40 µg/ml)	4 pre-filled pens	Nespo
EU/1/01/184/059	EMEA/H/C/000333	20 µg	Solution for injection	Subcutaneous use	pre-filled pen (glass) (SureClick)	0.5 ml (40 µg/ml)	4 pre-filled pens	Nespo
EU/1/01/184/060	EMEA/H/C/000333	30 µg	Solution for injection	Subcutaneous use	pre-filled pen (glass) (SureClick)	0.3 ml (100 µg/ml)	4 pre-filled pens	Nespo
EU/1/01/184/061	EMEA/H/C/000333	40 µg	Solution for injection	Subcutaneous use	pre-filled pen (glass) (SureClick)	0.4 ml (100 µg/ml)	4 pre-filled pens	Nespo
EU/1/01/184/062	EMEA/H/C/000333	50 µg	Solution for injection	Subcutaneous use	pre-filled pen (glass) (SureClick)	0.5 ml (100 µg/ml)	4 pre-filled pens	Nespo
EU/1/01/184/063	EMEA/H/C/000333	60 µg	Solution for injection	Subcutaneous use	pre-filled pen (glass) (SureClick)	0.3 ml (200 µg/ml)	4 pre-filled pens	Nespo
EU/1/01/184/064	EMEA/H/C/000333	80 µg	Solution for injection	Subcutaneous use	pre-filled pen (glass) (SureClick)	0.4 ml (200 µg/ml)	4 pre-filled pens	Nespo
EU/1/01/184/065	EMEA/H/C/000333	100 µg	Solution for injection	Subcutaneous use	pre-filled pen (glass) (SureClick)	0.5 ml (200 µg/ml)	4 pre-filled pens	Nespo
EU/1/01/184/066	EMEA/H/C/000333	150 µg	Solution for injection	Subcutaneous use	pre-filled pen (glass) (SureClick)	0.3 ml (500 µg/ml)	4 pre-filled pens	Nespo
EU/1/01/184/067	EMEA/H/C/000333	300 µg	Solution for injection	Subcutaneous use	pre-filled pen (glass) (SureClick)	0.6 ml (500 µg/ml)	4 pre-filled pens	Nespo
EU/1/01/184/068	EMEA/H/C/000333	500 µg	Solution for injection	Subcutaneous use	pre-filled pen (glass) (SureClick)	1 ml (500 µg/ml)	4 pre-filled pens	Nespo
EU/1/01/184/069	EMEA/H/C/000333	130 µg	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.65 ml (200 µg/ml)	1 pre-filled syringe	Nespo
EU/1/01/184/070	EMEA/H/C/000333	130 µg	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.65 ml (200 µg/ml)	4 pre-filled syringes	Nespo
EU/1/01/184/071	EMEA/H/C/000333	130 µg	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.65 ml (200 µg/ml)	1 pre-filled syringe (non-blister)	Nespo
EU/1/01/184/072	EMEA/H/C/000333	130 µg	Solution for injection	Subcutaneous use	pre-filled pen (glass) (SureClick)	0.65 ml (200 µg/ml)	1 pre-filled pen	Nespo
EU/1/01/184/073	EMEA/H/C/000333	130 µg	Solution for injection	Subcutaneous use	pre-filled pen (glass) (SureClick)	0.65 ml (200 µg/ml)	4 pre-filled pens	Nespo
