ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/17/1196/001	EMEA/H/C/004254	150 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	1.14 ml (131.6 mg/ml)	2 pre-filled syringes	Kevzara
EU/1/17/1196/002	EMEA/H/C/004254	150 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	1.14 ml (131.6 mg/ml)	6 (3 x 2) pre-filled syringes (multipack)	Kevzara
EU/1/17/1196/003	EMEA/H/C/004254	200 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	1.14 ml (175 mg/ml)	2 pre-filled syringes	Kevzara
EU/1/17/1196/004	EMEA/H/C/004254	200 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	1.14 ml (175 mg/ml)	6 (3 x 2) pre-filled syringes (multipack)	Kevzara
EU/1/17/1196/005	EMEA/H/C/004254	150 mg	Solution for injection	Subcutaneous use	pre-filled pen (glass)	1.14 ml (131.6 mg/ml)	2 pre-filled pens	Kevzara
EU/1/17/1196/006	EMEA/H/C/004254	150 mg	Solution for injection	Subcutaneous use	pre-filled pens (glass)	1.14 ml (131.6 mg/ml)	6 (3 x 2) pre-filled pens (multipack)	Kevzara
EU/1/17/1196/007	EMEA/H/C/004254	200 mg	Solution for injection	Subcutaneous use	pre-filled pen (glass)	1.14 ml (175 mg/ml)	2 pre-filled pens	Kevzara
EU/1/17/1196/008	EMEA/H/C/004254	200 mg	Solution for injection	Subcutaneous use	pre-filled pens (glass)	1.14 ml (175 mg/ml)	6 (3 x 2) pre-filled pens (multipack)	Kevzara
EU/1/17/1196/009	EMEA/H/C/004254	150 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	1.14 ml (131.6 mg/ml)	1 pre-filled syringe	Kevzara
EU/1/17/1196/010	EMEA/H/C/004254	200 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	1.14 ml (175 mg/ml)	1 pre-filled syringe	Kevzara
EU/1/17/1196/011	EMEA/H/C/004254	150 mg	Solution for injection	Subcutaneous use	pre-filled pens (glass)	1.14 ml (131.6 mg/ml)	1 pre-filled pen	Kevzara
EU/1/17/1196/012	EMEA/H/C/004254	200 mg	Solution for injection	Subcutaneous use	pre-filled pen (glass)	1.14 ml (175 mg/ml)	1 pre-filled pen	Kevzara
EU/1/17/1196/013	EMEA/H/C/004254	175 mg/ml	Solution for injection	Subcutaneous use	vial (glass)	1.54 ml	2 vials	Kevzara
