codice_aic	cod_farmaco	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
050418019	050418	701951	maralixibat 9.5 MG/ML Oral Solution [Livmarli]	2571085	EXACT	auto-linked from EMA 005857		2026-06-12
