ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/13/891/024	EMEA/H/C/002717	15 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/Alu)		490 (5 x 98x1) tablets (unit dose) (multipack)	Brintellix
EU/1/13/891/025	EMEA/H/C/002717	15 mg	Film-coated tablet	Oral use	bottle (HDPE)		100 tablets	Brintellix
EU/1/13/891/026	EMEA/H/C/002717	15 mg	Film-coated tablet	Oral use	bottle (HDPE)		200 tablets	Brintellix
EU/1/13/891/027	EMEA/H/C/002717	20 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/Alu)		14 tablets	Brintellix
EU/1/13/891/028	EMEA/H/C/002717	20 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/Alu)		28 tablets	Brintellix
EU/1/13/891/029	EMEA/H/C/002717	20 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/Alu)		56 tablets	Brintellix
EU/1/13/891/030	EMEA/H/C/002717	20 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/Alu)		98 tablets	Brintellix
EU/1/13/891/031	EMEA/H/C/002717	20 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/Alu)		56 x 1 tablet (unit dose)	Brintellix
EU/1/13/891/032	EMEA/H/C/002717	20 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/Alu)		98 x 1 tablet (unit dose)	Brintellix
EU/1/13/891/033	EMEA/H/C/002717	20 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/Alu)		490 (5 x 98x1) tablets (unit dose) (multipack)	Brintellix
EU/1/13/891/034	EMEA/H/C/002717	20 mg	Film-coated tablet	Oral use	bottle (HDPE)		100 tablets	Brintellix
EU/1/13/891/035	EMEA/H/C/002717	20 mg	Film-coated tablet	Oral use	bottle (HDPE)		200 tablets	Brintellix
EU/1/13/891/036	EMEA/H/C/002717	20 mg/ml	Oral drops, solution	Oral use	bottle (glass)	15 ml	1 bottle	Brintellix
EU/1/13/891/037	EMEA/H/C/002717	5 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/Alu)		98 tablets	Brintellix
EU/1/13/891/038	EMEA/H/C/002717	5 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/Alu)		126 (9 x 14) tablets (multipack)	Brintellix
EU/1/13/891/039	EMEA/H/C/002717	10 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/Alu)		126 (9 x 14) tablets (multipack)	Brintellix
EU/1/13/891/040	EMEA/H/C/002717	20 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/Alu)		126 (9 x 14) tablets (multipack)	Brintellix
