cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	sw_generico	biosimilar	radiofarmaco
674933	72715	DORZOLAMIDA/TIMOLOL TEVA 20 mg/ml + 5 mg/ml COLIRIO EN SOLUCION	Dorzolamida/Timolol 20 mg/ml + 5 mg/ml colirio	20 mg/ml + 5 mg/ml	Frasco	5	ml	DORZOLAMIDA HIDROCLORURO 20 mg|TIMOLOL MALEATO 5 mg	VÍA OFTÁLMICA	COLIRIO EN SOLUCIÓN	S01ED51 - Timolol, combinaciones con	TEVA PHARMA S.L.U.	0	0	0	0
679143	73508	COSOPT PF 20 mg/ml + 5 mg/ml COLIRIO EN SOLUCION EN ENVASE UNIDOSIS	Dorzolamida/Timolol 20 mg/ml + 5 mg/ml colirio envase unidosis	20 mg/ml + 5 mg/ml	Sobre	60	envase uso oftalmico unidosis	DORZOLAMIDA HIDROCLORURO 20 mg|TIMOLOL MALEATO 5 mg	VÍA OFTÁLMICA	COLIRIO EN SOLUCIÓN EN ENVASE UNIDOSIS	S01ED51 - Timolol, combinaciones con	SANTEN OY	0	0	0	0
683360	74610	DORZOLAMIDA/TIMOLOL STADA 20 mg/ml + 5 mg/ml colirio en solución	Dorzolamida/Timolol 20 mg/ml + 5 mg/ml colirio	20 mg/ml + 5 mg/ml	Frasco	5	ml	DORZOLAMIDA HIDROCLORURO 20 mg|TIMOLOL MALEATO 5 mg	VÍA OFTÁLMICA	COLIRIO EN SOLUCIÓN	S01ED51 - Timolol, combinaciones con	LABORATORIO STADA S.L.	0	0	0	0
683674	74660	DORZOLAMIDA/TIMOLOL RATIOPHARM 20 mg/ml+5mg/ml COLIRIO EN SOLUCION	Dorzolamida/Timolol 20 mg/ml + 5 mg/ml colirio	20 mg/ml + 5 mg/ml	Frasco	5	ml	DORZOLAMIDA HIDROCLORURO 20 mg|TIMOLOL MALEATO 5 mg	VÍA OFTÁLMICA	COLIRIO EN SOLUCIÓN	S01ED51 - Timolol, combinaciones con	RATIOPHARM ESPANA S.A.	0	0	0	0
683905	74690	DORZOLAMIDA/TIMOLOL VIATRIS 20 mg/ml + 5 mg/ml COLIRIO	Dorzolamida/Timolol 20 mg/ml + 5 mg/ml colirio	20 mg/ml + 5 mg/ml	Frasco	5	ml	DORZOLAMIDA HIDROCLORURO 20 mg|TIMOLOL MALEATO 5 mg	VÍA OFTÁLMICA	COLIRIO EN SOLUCIÓN	S01ED51 - Timolol, combinaciones con	VIATRIS LIMITED	0	0	0	0
685135	74886	DORZOLAMIDA/ TIMOLOL ARISTO 20 MG/ML + 5 MG/ML COLIRIO EN SOLUCIÓN	Dorzolamida/Timolol 20 mg/ml + 5 mg/ml colirio	20 mg/ml + 5 mg/ml	Envase cuentagotas	5	ml	DORZOLAMIDA HIDROCLORURO 20 mg|TIMOLOL MALEATO 5 mg	VÍA OFTÁLMICA	COLIRIO EN SOLUCIÓN	S01ED51 - Timolol, combinaciones con	ARISTO PHARMA IBERIA S.L.	0	0	0	0
685181	74906	DORZOLAMIDA/TIMOLOL AUROVITAS 20mg/ml + 5 mg/ml COLIRIO EN SOLUCION	Dorzolamida/Timolol 20 mg/ml + 5 mg/ml colirio	20 mg/ml + 5 mg/ml	Frasco	5	ml	DORZOLAMIDA HIDROCLORURO 20 mg|TIMOLOL MALEATO 5 mg	VÍA OFTÁLMICA	COLIRIO EN SOLUCIÓN	S01ED51 - Timolol, combinaciones con	AUROVITAS SPAIN, S.A.U.	0	0	0	0
685345	74934	DORZOLAMIDA/TIMOLOL TARBIS 20 MG/ML+5 MG/ML COLIRIO EN SOLUCION	Dorzolamida/Timolol 20 mg/ml + 5 mg/ml colirio	20 mg/ml + 5 mg/ml	Frasco	5	ml	DORZOLAMIDA HIDROCLORURO 20 mg|TIMOLOL MALEATO 5 mg	VÍA OFTÁLMICA	COLIRIO EN SOLUCIÓN	S01ED - Agentes betabloqueantes	TARBIS FARMA S.L.	0	0	0	0
685993	75037	DORZOLAMIDA/TIMOLOL FARMALIDER 20 mg/ml + 5 mg/ml COLIRIO EN SOLUCION	Dorzolamida/Timolol 20 mg/ml + 5 mg/ml colirio	20 mg/ml + 5 mg/ml	Frasco	5	ml	DORZOLAMIDA HIDROCLORURO 20 mg|TIMOLOL MALEATO 5 mg	VÍA OFTÁLMICA	COLIRIO EN SOLUCIÓN	S01ED51 - Timolol, combinaciones con	FARMALIDER S.A.	0	0	0	0
697531	77386	DORZOLAMIDA/TIMOLOL VIR 20 MG/ML + 5 MG/ML COLIRIO EN SOLUCION	Dorzolamida/Timolol 20 mg/ml + 5 mg/ml colirio	20 mg/ml + 5 mg/ml	Frasco	5	ml	DORZOLAMIDA 20 mg|TIMOLOL 5 mg	VÍA OFTÁLMICA	COLIRIO EN SOLUCIÓN	S01ED51 - Timolol, combinaciones con	INDUSTRIA QUIMICA Y FARMACEUTICA VIR S.A.	0	0	0	0
